name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Robert Sánchez,€32.00m,Goalkeeper,"Nov 18, 1997 (25)",Spain,"1,97m",right,"Jul 1, 2020","Jun 30, 2025"
Jason Steele,€1.00m,Goalkeeper,"Aug 18, 1990 (32)",England,"1,88m",right,"Jul 1, 2018","Jun 30, 2025"
Adam Webster,€22.00m,Centre-Back,"Jan 4, 1995 (28)",England,"1,90m",right,"Aug 3, 2019","Jun 30, 2026"
Lewis Dunk,€18.00m,Centre-Back,"Nov 21, 1991 (31)",England,"1,92m",right,"Jul 1, 2010","Jun 30, 2025"
Levi Colwill,€16.00m,Centre-Back,"Feb 26, 2003 (20)",England,"1,87m",left,"Aug 5, 2022","May 31, 2023"
Jan Paul van Hecke,€4.00m,Centre-Back,"Jun 8, 2000 (22)",Netherlands,"1,89m",right,"Sep 10, 2020","Jun 30, 2023"
Pervis Estupiñán,€20.00m,Left-Back,"Jan 21, 1998 (25)",Ecuador,"1,75m",left,"Aug 16, 2022","Jun 30, 2027"
Tariq Lamptey,€15.00m,Right-Back,"Sep 30, 2000 (22)",Ghana,"1,63m",right,"Jan 31, 2020","Jun 30, 2025"
Joël Veltman,€10.00m,Right-Back,"Jan 15, 1992 (31)",Netherlands,"1,84m",right,"Jul 29, 2020","Jun 30, 2023"
Moisés Caicedo,€55.00m,Defensive Midfield,"Nov 2, 2001 (21)",Ecuador,"1,78m",right,"Feb 1, 2021","Jun 30, 2027"
Alexis Mac Allister,€42.00m,Central Midfield,"Dec 24, 1998 (24)",Argentina,"1,74m",right,"Jan 24, 2019","Jun 30, 2025"
Jakub Moder,€12.00m,Central Midfield,"Apr 7, 1999 (23)",Poland,"1,91m",right,"Oct 4, 2020","Jun 30, 2025"
Billy Gilmour,€9.00m,Central Midfield,"Jun 11, 2001 (21)",Scotland,"1,70m",right,"Sep 1, 2022","Jun 30, 2026"
Pascal Groß,€8.00m,Central Midfield,"Jun 15, 1991 (31)",Germany,"1,81m",right,"Jul 1, 2017","Jun 30, 2024"
Yasin Ayari,€4.00m,Central Midfield,"Oct 6, 2003 (19)",Sweden,"1,72m",right,"Jan 30, 2023","Jun 30, 2027"
Facundo Buonanotte,€9.00m,Attacking Midfield,"Dec 23, 2004 (18)",Argentina,"1,74m",left,"Jan 1, 2023","Jun 30, 2026"
Jeremy Sarmiento,€5.00m,Attacking Midfield,"Jun 16, 2002 (20)",Ecuador,"1,78m",right,"Jul 2, 2021","Jun 30, 2026"
Adam Lallana,€1.50m,Attacking Midfield,"May 10, 1988 (34)",England,"1,72m",both,"Jul 27, 2020","Jun 30, 2024"
Kaoru Mitoma,€22.00m,Left Winger,"May 20, 1997 (25)",Japan,"1,78m",right,"Aug 10, 2021","Jun 30, 2025"
Solly March,€18.00m,Right Winger,"Jul 20, 1994 (28)",England,"1,80m",left,"Jul 1, 2013","Jun 30, 2026"
Julio Enciso,€11.00m,Centre-Forward,"Jan 23, 2004 (19)",Paraguay,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Evan Ferguson,€10.00m,Centre-Forward,"Oct 19, 2004 (18)",Ireland,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Danny Welbeck,€8.00m,Centre-Forward,"Nov 26, 1990 (32)",England,"1,85m",right,"Oct 18, 2020","Jun 30, 2024"
Deniz Undav,€6.00m,Centre-Forward,"Jul 19, 1996 (26)",Germany,"1,78m",right,"Jan 30, 2022","Jun 30, 2026"
