name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Hugo Lloris,€4.00m,Goalkeeper,"Dec 26, 1986 (36)",France,"1,88m",left,"Aug 31, 2012","Jun 30, 2024"
Fraser Forster,€1.50m,Goalkeeper,"Mar 17, 1988 (35)",England,"2,01m",right,"Jul 1, 2022","Jun 30, 2024"
Alfie Whiteman,€500k,Goalkeeper,"Oct 2, 1998 (24)",England,"1,88m",right,"Jul 1, 2019","Jun 30, 2025"
Brandon Austin,€300k,Goalkeeper,"Jan 8, 1999 (24)",England,"1,88m",right,"Aug 1, 2021","Jun 30, 2024"
Cristian Romero,€60.00m,Centre-Back,"Apr 27, 1998 (24)",Argentina,"1,85m",right,"Aug 30, 2022","Jun 30, 2027"
Eric Dier,€25.00m,Centre-Back,"Jan 15, 1994 (29)",England,"1,88m",right,"Jul 31, 2014","Jun 30, 2024"
Davinson Sánchez,€20.00m,Centre-Back,"Jun 12, 1996 (26)",Colombia,"1,87m",right,"Aug 23, 2017","Jun 30, 2024"
Clément Lenglet,€12.00m,Centre-Back,"Jun 17, 1995 (27)",France,"1,86m",left,"Jul 8, 2022","Jun 30, 2023"
Japhet Tanganga,€9.00m,Centre-Back,"Mar 31, 1999 (23)",England,"1,84m",right,"Jan 1, 2020","Jun 30, 2025"
Ben Davies,€20.00m,Left-Back,"Apr 24, 1993 (29)",Wales,"1,81m",left,"Jul 23, 2014","Jun 30, 2025"
Pedro Porro,€35.00m,Right-Back,"Sep 13, 1999 (23)",Spain,"1,73m",right,"Jan 31, 2023","Jun 30, 2023"
Emerson Royal,€25.00m,Right-Back,"Jan 14, 1999 (24)",Brazil,"1,83m",right,"Aug 31, 2021","Jun 30, 2026"
Oliver Skipp,€15.00m,Defensive Midfield,"Sep 16, 2000 (22)",England,"1,75m",right,"Jul 1, 2018","Jun 30, 2027"
Pierre-Emile Höjbjerg,€45.00m,Central Midfield,"Aug 5, 1995 (27)",Denmark,"1,85m",right,"Aug 11, 2020","Jun 30, 2025"
Rodrigo Bentancur,€40.00m,Central Midfield,"Jun 25, 1997 (25)",Uruguay,"1,87m",right,"Jan 31, 2022","Jun 30, 2026"
Yves Bissouma,€25.00m,Central Midfield,"Aug 30, 1996 (26)",Mali,"1,82m",right,"Jul 1, 2022","Jun 30, 2026"
Pape Matar Sarr,€15.00m,Central Midfield,"Sep 14, 2002 (20)",Senegal,"1,84m",right,"Aug 27, 2021","Jun 30, 2026"
Ryan Sessegnon,€22.00m,Left Midfield,"May 18, 2000 (22)",England,"1,78m",left,"Aug 8, 2019","Jun 30, 2025"
Ivan Perisic,€10.00m,Left Midfield,"Feb 2, 1989 (34)",Croatia,"1,86m",both,"Jul 1, 2022","Jun 30, 2024"
Heung-min Son,€60.00m,Left Winger,"Jul 8, 1992 (30)","Korea, South","1,84m",both,"Aug 28, 2015","Jun 30, 2025"
Arnaut Danjuma,€27.00m,Left Winger,"Jan 31, 1997 (26)",Netherlands,"1,78m",right,"Jan 25, 2023","Jun 30, 2023"
Dejan Kulusevski,€55.00m,Right Winger,"Apr 25, 2000 (22)",Sweden,"1,86m",left,"Jan 31, 2022","Jun 30, 2023"
Lucas Moura,€9.00m,Right Winger,"Aug 13, 1992 (30)",Brazil,"1,72m",right,"Jan 31, 2018","Jun 30, 2023"
Harry Kane,€90.00m,Centre-Forward,"Jul 28, 1993 (29)",England,"1,88m",right,"Jan 1, 2011","Jun 30, 2024"
Richarlison,€55.00m,Centre-Forward,"May 10, 1997 (25)",Brazil,"1,84m",right,"Jul 1, 2022","Jun 30, 2027"
