name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Jordan Pickford,€25.00m,Goalkeeper,"Mar 7, 1994 (29)",England,"1,85m",left,"Jul 1, 2017","Jun 30, 2027"
Asmir Begovic,€1.00m,Goalkeeper,"Jun 20, 1987 (35)",Bosnia-Herzegovina,"1,99m",right,"Jul 20, 2021","Jun 30, 2023"
Andy Lonergan,€200k,Goalkeeper,"Oct 19, 1983 (39)",England,"1,93m",left,"Aug 20, 2021","Jun 30, 2023"
James Tarkowski,€22.00m,Centre-Back,"Nov 19, 1992 (30)",England,"1,85m",right,"Jul 2, 2022","Jun 30, 2026"
Conor Coady,€18.00m,Centre-Back,"Feb 25, 1993 (30)",England,"1,85m",right,"Aug 8, 2022","Jun 30, 2023"
Ben Godfrey,€15.00m,Centre-Back,"Jan 15, 1998 (25)",England,"1,84m",right,"Oct 5, 2020","Jun 30, 2025"
Mason Holgate,€12.00m,Centre-Back,"Oct 22, 1996 (26)",England,"1,87m",right,"Aug 13, 2015","Jun 30, 2025"
Yerry Mina,€12.00m,Centre-Back,"Sep 23, 1994 (28)",Colombia,"1,95m",right,"Aug 9, 2018","Jun 30, 2023"
Michael Keane,€10.00m,Centre-Back,"Jan 11, 1993 (30)",England,"1,88m",right,"Jul 3, 2017","Jun 30, 2025"
Vitaliy Mykolenko,€22.00m,Left-Back,"May 29, 1999 (23)",Ukraine,"1,80m",left,"Jan 1, 2022","Jun 30, 2026"
Rúben Vinagre,€5.00m,Left-Back,"Apr 9, 1999 (23)",Portugal,"1,74m",left,"Jul 27, 2022","Jun 30, 2023"
Nathan Patterson,€14.00m,Right-Back,"Oct 16, 2001 (21)",Scotland,"1,89m",right,"Jan 4, 2022","Jun 30, 2027"
Seamus Coleman,€1.20m,Right-Back,"Oct 11, 1988 (34)",Ireland,"1,77m",right,"Jan 1, 2009","Jun 30, 2023"
Amadou Onana,€42.00m,Defensive Midfield,"Aug 16, 2001 (21)",Belgium,"1,95m",right,"Aug 9, 2022","Jun 30, 2027"
James Garner,€14.00m,Defensive Midfield,"Mar 13, 2001 (22)",England,"1,82m",right,"Sep 1, 2022","Jun 30, 2026"
Abdoulaye Doucouré,€12.00m,Central Midfield,"Jan 1, 1993 (30)",Mali,"1,83m",right,"Sep 8, 2020","Jun 30, 2023"
Tom Davies,€12.00m,Central Midfield,"Jun 30, 1998 (24)",England,"1,80m",right,"Jan 1, 2017","Jun 30, 2023"
Idrissa Gueye,€8.00m,Central Midfield,"Sep 26, 1989 (33)",Senegal,"1,74m",right,"Sep 1, 2022","Jun 30, 2024"
Alex Iwobi,€25.00m,Attacking Midfield,"May 3, 1996 (26)",Nigeria,"1,83m",right,"Aug 8, 2019","Jun 30, 2024"
Demarai Gray,€20.00m,Left Winger,"Jun 28, 1996 (26)",England,"1,83m",right,"Jul 22, 2021","Jun 30, 2024"
Dwight McNeil,€18.00m,Left Winger,"Nov 22, 1999 (23)",England,"1,83m",left,"Jul 28, 2022","Jun 30, 2027"
Andros Townsend,€2.50m,Right Winger,"Jul 16, 1991 (31)",England,"1,81m",left,"Jul 20, 2021","Jun 30, 2023"
Dominic Calvert-Lewin,€25.00m,Centre-Forward,"Mar 16, 1997 (26)",England,"1,89m",right,"Aug 31, 2016","Jun 30, 2025"
Neal Maupay,€13.00m,Centre-Forward,"Aug 14, 1996 (26)",France,"1,73m",right,"Aug 26, 2022","Jun 30, 2025"
Ellis Simms,€4.00m,Centre-Forward,"Jan 5, 2001 (22)",England,"1,91m",right,"Jan 1, 2023","Jun 30, 2024"
