name,price,position,dob,nationality,height,foot,join_date,contract_expiration
José Sá,€18.00m,Goalkeeper,"Jan 17, 1993 (30)",Portugal,"1,92m",right,"Jul 15, 2021","Jun 30, 2026"
Daniel Bentley,€1.80m,Goalkeeper,"Jul 13, 1993 (29)",England,"1,93m",,"Jan 25, 2023","Jun 30, 2025"
Louie Moulden,€200k,Goalkeeper,"Jan 6, 2002 (21)",England,"1,90m",right,"Jul 1, 2021","Jun 30, 2024"
Max Kilman,€25.00m,Centre-Back,"May 23, 1997 (25)",England,"1,94m",left,"Aug 9, 2018","Jun 30, 2026"
Nathan Collins,€22.00m,Centre-Back,"Apr 30, 2001 (21)",Ireland,"1,93m",right,"Jul 12, 2022","Jun 30, 2027"
Craig Dawson,€2.50m,Centre-Back,"May 6, 1990 (32)",England,"1,88m",right,"Jan 22, 2023","Jun 30, 2025"
Toti,€2.50m,Centre-Back,"Jan 16, 1999 (24)",Portugal,"1,87m",left,"Sep 2, 2020","Jun 30, 2027"
Rayan Aït-Nouri,€22.00m,Left-Back,"Jun 6, 2001 (21)",Algeria,"1,80m",left,"Jul 9, 2021","Jun 30, 2026"
Jonny Otto,€17.00m,Left-Back,"Mar 3, 1994 (29)",Spain,"1,75m",both,"Jan 31, 2019","Jun 30, 2025"
Hugo Bueno,€200k,Left-Back,"Sep 18, 2002 (20)",Spain,"1,80m",left,"Jul 1, 2022","Jun 30, 2026"
Nélson Semedo,€15.00m,Right-Back,"Nov 16, 1993 (29)",Portugal,"1,77m",right,"Sep 23, 2020","Jun 30, 2023"
Rúben Neves,€40.00m,Defensive Midfield,"Mar 13, 1997 (26)",Portugal,"1,80m",right,"Jul 8, 2017","Jun 30, 2024"
Mario Lemina,€10.00m,Defensive Midfield,"Sep 1, 1993 (29)",Gabon,"1,84m",right,"Jan 13, 2023","Jun 30, 2025"
Boubacar Traoré,€5.00m,Defensive Midfield,"Aug 20, 2001 (21)",Mali,"1,83m",,"Sep 1, 2022","Jun 30, 2023"
Joe Hodge,€500k,Defensive Midfield,"Sep 14, 2002 (20)",Ireland,"1,72m",right,"Jul 1, 2022","Jun 30, 2027"
Matheus Nunes,€45.00m,Central Midfield,"Aug 27, 1998 (24)",Portugal,"1,83m",right,"Aug 18, 2022","Jun 30, 2027"
João Gomes,€15.00m,Central Midfield,"Feb 12, 2001 (22)",Brazil,"1,76m",right,"Jan 30, 2023","Jun 30, 2028"
João Moutinho,€2.00m,Central Midfield,"Sep 8, 1986 (36)",Portugal,"1,70m",right,"Jul 24, 2018","Jun 30, 2023"
Daniel Podence,€20.00m,Left Winger,"Oct 21, 1995 (27)",Portugal,"1,65m",right,"Jan 30, 2020","Jun 30, 2024"
Chiquinho,€2.50m,Left Winger,"Feb 5, 2000 (23)",Portugal,"1,79m",right,"Jan 17, 2022","Jun 30, 2026"
Pedro Neto,€32.00m,Right Winger,"Mar 9, 2000 (23)",Portugal,"1,72m",left,"Aug 2, 2019","Jun 30, 2027"
Pablo Sarabia,€16.00m,Right Winger,"May 11, 1992 (30)",Spain,"1,74m",left,"Jan 17, 2023","Jun 30, 2025"
Adama Traoré,€12.00m,Right Winger,"Jan 25, 1996 (27)",Spain,"1,78m",right,"Aug 8, 2018","Jun 30, 2023"
Matheus Cunha,€30.00m,Centre-Forward,"May 27, 1999 (23)",Brazil,"1,83m",right,"Jan 1, 2023","Jun 30, 2023"
Sasa Kalajdzic,€18.00m,Centre-Forward,"Jul 7, 1997 (25)",Austria,"2,00m",right,"Aug 31, 2022","Jun 30, 2027"
Hee-chan Hwang,€12.00m,Centre-Forward,"Jan 26, 1996 (27)","Korea, South","1,77m",right,"Jul 1, 2022","Jun 30, 2026"
Raúl Jiménez,€9.00m,Centre-Forward,"May 5, 1991 (31)",Mexico,"1,88m",right,"Jul 1, 2019","Jun 30, 2024"
Diego Costa,€3.50m,Centre-Forward,"Oct 7, 1988 (34)",Spain,"1,86m",right,"Sep 12, 2022","Jun 30, 2023"
Sang-bin Jeong,€850k,Centre-Forward,"Apr 1, 2002 (20)","Korea, South","1,75m",right,"Jan 28, 2022",-
