name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Illan Meslier,€22.00m,Goalkeeper,"Mar 2, 2000 (23)",France,"1,97m",left,"Jul 27, 2020","Jun 30, 2026"
Kristoffer Klaesson,€2.00m,Goalkeeper,"Nov 27, 2000 (22)",Norway,"1,89m",left,"Jul 31, 2021","Jun 30, 2025"
Joel Robles,€1.20m,Goalkeeper,"Jun 17, 1990 (32)",Spain,"1,97m",right,"Aug 9, 2022","Jun 30, 2023"
Pascal Struijk,€20.00m,Centre-Back,"Aug 11, 1999 (23)",Netherlands,"1,90m",left,"Jan 1, 2020","Jun 30, 2027"
Robin Koch,€18.00m,Centre-Back,"Jul 17, 1996 (26)",Germany,"1,91m",right,"Aug 29, 2020","Jun 30, 2024"
Maximilian Wöber,€12.00m,Centre-Back,"Feb 4, 1998 (25)",Austria,"1,88m",left,"Jan 3, 2023","Jun 30, 2027"
Liam Cooper,€5.00m,Centre-Back,"Aug 30, 1991 (31)",Scotland,"1,86m",left,"Aug 13, 2014","Jun 30, 2024"
Junior Firpo,€12.00m,Left-Back,"Aug 22, 1996 (26)",Dominican Republic,"1,84m",left,"Jul 6, 2021","Jun 30, 2025"
Rasmus Kristensen,€15.00m,Right-Back,"Jul 11, 1997 (25)",Denmark,"1,87m",right,"Jul 1, 2022","Jun 30, 2027"
Luke Ayling,€2.00m,Right-Back,"Aug 25, 1991 (31)",England,"1,83m",right,"Aug 11, 2016","Jun 30, 2024"
Stuart Dallas,€2.00m,Right-Back,"Apr 19, 1991 (31)",Northern Ireland,"1,83m",right,"Aug 4, 2015","Jun 30, 2024"
Tyler Adams,€20.00m,Defensive Midfield,"Feb 14, 1999 (24)",United States,"1,75m",right,"Jul 6, 2022","Jun 30, 2027"
Marc Roca,€15.00m,Defensive Midfield,"Nov 26, 1996 (26)",Spain,"1,84m",left,"Jul 1, 2022","Jun 30, 2026"
Weston McKennie,€21.00m,Central Midfield,"Aug 28, 1998 (24)",United States,"1,85m",right,"Jan 30, 2023","Jun 30, 2023"
Adam Forshaw,€1.80m,Central Midfield,"Oct 8, 1991 (31)",England,"1,75m",right,"Jan 18, 2018","Jun 30, 2023"
Brenden Aaronson,€30.00m,Attacking Midfield,"Oct 22, 2000 (22)",United States,"1,77m",right,"Jul 1, 2022","Jun 30, 2027"
Sam Greenwood,€4.00m,Attacking Midfield,"Jan 26, 2002 (21)",England,"1,80m",right,"Jan 1, 2022","Jun 30, 2026"
Jack Harrison,€22.00m,Left Winger,"Nov 20, 1996 (26)",England,"1,75m",left,"Jul 2, 2021","Jun 30, 2024"
Luis Sinisterra,€22.00m,Left Winger,"Jun 17, 1999 (23)",Colombia,"1,72m",right,"Jul 7, 2022","Jun 30, 2027"
Wilfried Gnonto,€18.00m,Left Winger,"Nov 5, 2003 (19)",Italy,"1,70m",right,"Sep 1, 2022","Jun 30, 2027"
Crysencio Summerville,€12.00m,Right Winger,"Oct 30, 2001 (21)",Netherlands,"1,74m",right,"Jul 1, 2021","Jun 30, 2026"
Rodrigo,€9.00m,Second Striker,"Mar 6, 1991 (32)",Spain,"1,82m",left,"Aug 29, 2020","Jun 30, 2024"
Georginio Rutter,€22.00m,Centre-Forward,"Apr 20, 2002 (20)",France,"1,82m",left,"Jan 14, 2023","Jun 30, 2028"
Patrick Bamford,€10.00m,Centre-Forward,"Sep 5, 1993 (29)",England,"1,85m",left,"Jul 31, 2018","Jun 30, 2026"
