name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Neto,€2.50m,Goalkeeper,"Jul 19, 1989 (33)",Brazil,"1,90m",right,"Aug 7, 2022","Jun 30, 2026"
Mark Travers,€2.00m,Goalkeeper,"May 18, 1999 (23)",Ireland,"1,91m",right,"Jul 1, 2020","Jun 30, 2027"
Darren Randolph,€500k,Goalkeeper,"May 12, 1987 (35)",Ireland,"1,87m",right,"Jan 26, 2023","Jun 30, 2024"
Ilya Zabarnyi,€18.00m,Centre-Back,"Sep 1, 2002 (20)",Ukraine,"1,89m",right,"Jan 31, 2023","Jun 30, 2028"
Marcos Senesi,€17.00m,Centre-Back,"May 10, 1997 (25)",Argentina,"1,85m",left,"Aug 8, 2022","Jun 30, 2026"
Lloyd Kelly,€15.00m,Centre-Back,"Oct 6, 1998 (24)",England,"1,90m",left,"Jul 1, 2019","Jun 30, 2024"
Chris Mepham,€6.00m,Centre-Back,"Nov 5, 1997 (25)",Wales,"1,90m",right,"Jan 22, 2019","Jun 30, 2025"
Jack Stephens,€5.00m,Centre-Back,"Jan 27, 1994 (29)",England,"1,85m",right,"Sep 1, 2022","May 31, 2023"
Matías Viña,€6.00m,Left-Back,"Nov 9, 1997 (25)",Uruguay,"1,75m",left,"Jan 30, 2023","Jun 30, 2023"
Jordan Zemura,€4.00m,Left-Back,"Nov 14, 1999 (23)",Zimbabwe,"1,73m",left,"Aug 1, 2020","Jun 30, 2023"
Jack Stacey,€3.00m,Right-Back,"Apr 6, 1996 (26)",England,"1,80m",right,"Jul 8, 2019","Jun 30, 2023"
Ryan Fredericks,€2.00m,Right-Back,"Oct 10, 1992 (30)",England,"1,81m",right,"Jul 1, 2022","Jun 30, 2024"
Adam Smith,€1.50m,Right-Back,"Apr 29, 1991 (31)",England,"1,74m",right,"Jan 28, 2014","Jun 30, 2024"
Jefferson Lerma,€15.00m,Defensive Midfield,"Oct 25, 1994 (28)",Colombia,"1,79m",right,"Aug 7, 2018","Jun 30, 2023"
Philip Billing,€18.00m,Central Midfield,"Jun 11, 1996 (26)",Denmark,"1,93m",left,"Jul 29, 2019","Jun 30, 2024"
Marcus Tavernier,€15.00m,Central Midfield,"Mar 22, 1999 (24)",England,"1,78m",left,"Aug 1, 2022","Jun 30, 2027"
Lewis Cook,€10.00m,Central Midfield,"Feb 3, 1997 (26)",England,"1,75m",right,"Jul 8, 2016","Jun 30, 2025"
Joe Rothwell,€3.50m,Central Midfield,"Jan 11, 1995 (28)",England,"1,85m",right,"Jul 1, 2022","Jun 30, 2026"
Hamed Junior Traorè,€22.00m,Attacking Midfield,"Feb 16, 2000 (23)",Cote d'Ivoire,"1,77m",right,"Jan 31, 2023","Jun 30, 2023"
Ryan Christie,€9.00m,Attacking Midfield,"Feb 22, 1995 (28)",Scotland,"1,78m",left,"Aug 31, 2021","Jun 30, 2024"
Jaidon Anthony,€5.00m,Left Winger,"Dec 1, 1999 (23)",England,"1,83m",right,"Aug 1, 2020","Jun 30, 2027"
Junior Stanislas,€700k,Left Winger,"Nov 26, 1989 (33)",England,"1,83m",right,"Jul 1, 2014","Jun 30, 2023"
Dango Ouattara,€20.00m,Right Winger,"Feb 11, 2002 (21)",Burkina Faso,"1,77m",left,"Jan 19, 2023","Jun 30, 2028"
David Brooks,€12.00m,Right Winger,"Jul 8, 1997 (25)",Wales,"1,73m",left,"Jul 1, 2018","Jun 30, 2026"
Dominic Solanke,€18.00m,Centre-Forward,"Sep 14, 1997 (25)",England,"1,86m",right,"Jan 4, 2019","Jun 30, 2026"
Antoine Semenyo,€9.00m,Centre-Forward,"Jan 7, 2000 (23)",Ghana,"1,85m",right,"Jan 27, 2023","Jun 30, 2027"
Kieffer Moore,€4.00m,Centre-Forward,"Aug 8, 1992 (30)",Wales,"1,96m",right,"Jan 31, 2022","Jun 30, 2025"
