name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Ederson,€45.00m,Goalkeeper,"Aug 17, 1993 (29)",Brazil,"1,88m",left,"Jul 1, 2017","Jun 30, 2026"
Stefan Ortega,€6.00m,Goalkeeper,"Nov 6, 1992 (30)",Germany,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Scott Carson,€250k,Goalkeeper,"Sep 3, 1985 (37)",England,"1,88m",right,"Jul 20, 2021","Jun 30, 2023"
Rúben Dias,€75.00m,Centre-Back,"May 14, 1997 (25)",Portugal,"1,87m",right,"Sep 29, 2020","Jun 30, 2027"
Nathan Aké,€35.00m,Centre-Back,"Feb 18, 1995 (28)",Netherlands,"1,80m",left,"Aug 5, 2020","Jun 30, 2025"
John Stones,€30.00m,Centre-Back,"May 28, 1994 (28)",England,"1,88m",right,"Aug 9, 2016","Jun 30, 2026"
Aymeric Laporte,€30.00m,Centre-Back,"May 27, 1994 (28)",Spain,"1,89m",left,"Jan 30, 2018","Jun 30, 2025"
Manuel Akanji,€30.00m,Centre-Back,"Jul 19, 1995 (27)",Switzerland,"1,88m",right,"Sep 1, 2022","Jun 30, 2027"
Sergio Gómez,€15.00m,Left-Back,"Sep 4, 2000 (22)",Spain,"1,71m",left,"Aug 16, 2022","Jun 30, 2026"
Benjamin Mendy,-,Left-Back,"Jul 17, 1994 (28)",France,"1,85m",left,"Jul 24, 2017","Jun 30, 2023"
Kyle Walker,€15.00m,Right-Back,"May 28, 1990 (32)",England,"1,83m",right,"Jul 14, 2017","Jun 30, 2024"
Rico Lewis,€15.00m,Right-Back,"Nov 21, 2004 (18)",England,"1,69m",right,"Jul 1, 2022","Jun 30, 2024"
Rodri,€80.00m,Defensive Midfield,"Jun 22, 1996 (26)",Spain,"1,91m",right,"Jul 4, 2019","Jun 30, 2027"
Kalvin Phillips,€35.00m,Defensive Midfield,"Dec 2, 1995 (27)",England,"1,79m",right,"Jul 4, 2022","Jun 30, 2028"
Máximo Perrone,€10.00m,Defensive Midfield,"Jan 7, 2003 (20)",Argentina,"1,77m",left,"Jan 23, 2023","Jun 30, 2028"
Ilkay Gündogan,€25.00m,Central Midfield,"Oct 24, 1990 (32)",Germany,"1,80m",right,"Jul 1, 2016","Jun 30, 2023"
Kevin De Bruyne,€80.00m,Attacking Midfield,"Jun 28, 1991 (31)",Belgium,"1,81m",right,"Aug 30, 2015","Jun 30, 2025"
Bernardo Silva,€80.00m,Attacking Midfield,"Aug 10, 1994 (28)",Portugal,"1,73m",left,"Jul 1, 2017","Jun 30, 2025"
Cole Palmer,€15.00m,Attacking Midfield,"May 6, 2002 (20)",England,"1,82m",left,"Jul 1, 2021","Jun 30, 2026"
Phil Foden,€110.00m,Left Winger,"May 28, 2000 (22)",England,"1,71m",left,"Jul 1, 2017","Jun 30, 2027"
Jack Grealish,€70.00m,Left Winger,"Sep 10, 1995 (27)",England,"1,80m",right,"Aug 5, 2021","Jun 30, 2027"
Riyad Mahrez,€30.00m,Right Winger,"Feb 21, 1991 (32)",Algeria,"1,79m",left,"Jul 10, 2018","Jun 30, 2025"
Erling Haaland,€170.00m,Centre-Forward,"Jul 21, 2000 (22)",Norway,"1,95m",left,"Jul 1, 2022","Jun 30, 2027"
Julián Álvarez,€50.00m,Centre-Forward,"Jan 31, 2000 (23)",Argentina,"1,70m",right,"Jan 31, 2022","Jun 30, 2028"
