name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Bernd Leno,€10.00m,Goalkeeper,"Mar 4, 1992 (31)",Germany,"1,90m",right,"Aug 2, 2022","Jun 30, 2025"
Marek Rodak,€3.50m,Goalkeeper,"Dec 13, 1996 (26)",Slovakia,"1,94m",right,"Jul 1, 2019","Jun 30, 2024"
Issa Diop,€18.00m,Centre-Back,"Jan 9, 1997 (26)",France,"1,94m",right,"Aug 10, 2022","Jun 30, 2027"
Tosin Adarabioyo,€15.00m,Centre-Back,"Sep 24, 1997 (25)",England,"1,96m",right,"Oct 5, 2020","Jun 30, 2023"
Shane Duffy,€2.50m,Centre-Back,"Jan 1, 1992 (31)",Ireland,"1,93m",right,"Jan 31, 2023","Jun 30, 2023"
Tim Ream,€1.00m,Centre-Back,"Oct 5, 1987 (35)",United States,"1,86m",left,"Aug 20, 2015","Jun 30, 2024"
Antonee Robinson,€12.00m,Left-Back,"Aug 8, 1997 (25)",United States,"1,83m",left,"Aug 20, 2020","Jun 30, 2024"
Layvin Kurzawa,€4.00m,Left-Back,"Sep 4, 1992 (30)",France,"1,82m",left,"Sep 1, 2022","Jun 30, 2023"
Kenny Tete,€12.00m,Right-Back,"Oct 9, 1995 (27)",Netherlands,"1,80m",right,"Sep 10, 2020","Jun 30, 2024"
Cédric Soares,€4.00m,Right-Back,"Aug 31, 1991 (31)",Portugal,"1,71m",right,"Jan 31, 2023","Jun 30, 2023"
João Palhinha,€35.00m,Defensive Midfield,"Jul 9, 1995 (27)",Portugal,"1,90m",right,"Jul 4, 2022","Jun 30, 2027"
Harrison Reed,€15.00m,Central Midfield,"Jan 27, 1995 (28)",England,"1,81m",right,"Aug 30, 2020","Jun 30, 2024"
Sasa Lukic,€13.00m,Central Midfield,"Aug 13, 1996 (26)",Serbia,"1,83m",right,"Jan 31, 2023","Jun 30, 2027"
Tom Cairney,€2.00m,Central Midfield,"Jan 20, 1991 (32)",Scotland,"1,85m",left,"Jul 1, 2015","Jun 30, 2024"
Tyrese Francois,€500k,Central Midfield,"Jul 16, 2000 (22)",Australia,"1,73m",left,"Jul 1, 2021","Jun 30, 2024"
Andreas Pereira,€16.00m,Attacking Midfield,"Jan 1, 1996 (27)",Brazil,"1,78m",right,"Jul 11, 2022","Jun 30, 2026"
Bobby De Cordova-Reid,€7.00m,Attacking Midfield,"Feb 2, 1993 (30)",Jamaica,"1,70m",right,"Jan 24, 2020","Jun 30, 2024"
Manor Solomon,€18.00m,Left Winger,"Jul 24, 1999 (23)",Israel,"1,70m",right,"Jul 25, 2022","Jun 30, 2023"
Neeskens Kebano,€3.00m,Left Winger,"Mar 10, 1992 (31)",DR Congo,"1,70m",right,"Aug 26, 2016","Jun 30, 2023"
Willian,€3.00m,Left Winger,"Aug 9, 1988 (34)",Brazil,"1,75m",right,"Sep 1, 2022","Jun 30, 2023"
Harry Wilson,€13.00m,Right Winger,"Mar 22, 1997 (25)",Wales,"1,73m",left,"Jul 24, 2021","Jun 30, 2026"
Daniel James,€13.00m,Right Winger,"Nov 10, 1997 (25)",Wales,"1,71m",right,"Sep 1, 2022","May 31, 2023"
Aleksandar Mitrović,€28.00m,Centre-Forward,"Sep 16, 1994 (28)",Serbia,"1,89m",right,"Jul 30, 2018","Jun 30, 2026"
Carlos Vinícius,€5.00m,Centre-Forward,"Mar 25, 1995 (27)",Brazil,"1,90m",left,"Sep 1, 2022","Jun 30, 2025"
