name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Sam Johnstone,€4.00m,Goalkeeper,"Mar 25, 1993 (30)",England,"1,93m",right,"Jul 1, 2022","Jun 30, 2026"
Vicente Guaita,€1.50m,Goalkeeper,"Jan 10, 1987 (36)",Spain,"1,90m",right,"Jul 1, 2018","Jun 30, 2024"
Joe Whitworth,€250k,Goalkeeper,"Feb 29, 2004 (19)",England,"1,79m",right,"Jan 11, 2023","Jun 30, 2027"
Marc Guéhi,€35.00m,Centre-Back,"Jul 13, 2000 (22)",England,"1,82m",right,"Jul 18, 2021","Jun 30, 2026"
Joachim Andersen,€32.00m,Centre-Back,"May 31, 1996 (26)",Denmark,"1,92m",right,"Jul 28, 2021","Jun 30, 2026"
Chris Richards,€10.00m,Centre-Back,"Mar 28, 2000 (23)",United States,"1,88m",right,"Jul 27, 2022","Jun 30, 2027"
Nathan Ferguson,€2.00m,Centre-Back,"Oct 6, 2000 (22)",England,"1,84m",right,"Jul 27, 2020","Jun 30, 2023"
James Tomkins,€1.00m,Centre-Back,"Mar 29, 1989 (34)",England,"1,92m",right,"Jul 5, 2016","Jun 30, 2023"
Tyrick Mitchell,€28.00m,Left-Back,"Sep 1, 1999 (23)",England,"1,75m",left,"Jul 1, 2020","Jun 30, 2025"
Nathaniel Clyne,€3.00m,Right-Back,"Apr 5, 1991 (31)",England,"1,75m",right,"Oct 14, 2020","Jun 30, 2023"
Joel Ward,€2.00m,Right-Back,"Oct 29, 1989 (33)",England,"1,86m",right,"Jul 1, 2012","Jun 30, 2023"
Cheick Doucouré,€30.00m,Defensive Midfield,"Jan 8, 2000 (23)",Mali,"1,80m",right,"Jul 11, 2022","Jun 30, 2027"
Jairo Riedewald,€4.00m,Defensive Midfield,"Sep 9, 1996 (26)",Netherlands,"1,82m",left,"Jul 24, 2017","Jun 30, 2024"
Luka Milivojevic,€2.50m,Defensive Midfield,"Apr 7, 1991 (31)",Serbia,"1,86m",right,"Jan 31, 2017","Jun 30, 2023"
Albert Sambi Lokonga,€15.00m,Central Midfield,"Oct 22, 1999 (23)",Belgium,"1,83m",right,"Jan 31, 2023","May 31, 2023"
Naouirou Ahamada,€10.00m,Central Midfield,"Mar 29, 2002 (21)",France,"1,83m",right,"Jan 31, 2023","Jun 30, 2026"
Will Hughes,€5.00m,Central Midfield,"Apr 17, 1995 (27)",England,"1,85m",left,"Aug 28, 2021","Jun 30, 2024"
James McArthur,€700k,Central Midfield,"Oct 7, 1987 (35)",Scotland,"1,78m",both,"Sep 1, 2014","Jun 30, 2023"
Jeffrey Schlupp,€8.00m,Left Midfield,"Dec 23, 1992 (30)",Ghana,"1,78m",left,"Jan 13, 2017","Jun 30, 2023"
Eberechi Eze,€30.00m,Attacking Midfield,"Jun 29, 1998 (24)",England,"1,78m",right,"Aug 28, 2020","Jun 30, 2025"
Wilfried Zaha,€27.00m,Left Winger,"Nov 10, 1992 (30)",Cote d'Ivoire,"1,80m",right,"Feb 2, 2015","Jun 30, 2023"
Michael Olise,€27.00m,Right Winger,"Dec 12, 2001 (21)",France,"1,84m",left,"Jul 8, 2021","Jun 30, 2026"
Odsonne Edouard,€17.00m,Centre-Forward,"Jan 16, 1998 (25)",France,"1,87m",right,"Aug 31, 2021","Jun 30, 2025"
Jean-Philippe Mateta,€9.00m,Centre-Forward,"Jun 28, 1997 (25)",France,"1,92m",right,"Jan 31, 2022","Jun 30, 2026"
Jordan Ayew,€6.00m,Centre-Forward,"Sep 11, 1991 (31)",Ghana,"1,82m",right,"Jul 25, 2019","Jun 30, 2023"
