name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Marc-André ter Stegen,€30.00m,Goalkeeper,"Apr 30, 1992 (30)",Germany,"1,87m",right,"Jul 1, 2014","Jun 30, 2025"
Iñaki Peña,€4.00m,Goalkeeper,"Mar 2, 1999 (24)",Spain,"1,84m",right,"Jan 30, 2022","Jun 30, 2023"
Arnau Tenas,€2.00m,Goalkeeper,"May 30, 2001 (21)",Spain,"1,85m",right,-,"Jun 30, 2023"
Ronald Araújo,€60.00m,Centre-Back,"Mar 7, 1999 (24)",Uruguay,"1,88m",right,"Oct 5, 2020","Jun 30, 2026"
Jules Kounde,€60.00m,Centre-Back,"Nov 12, 1998 (24)",France,"1,80m",right,"Jul 28, 2022","Jun 30, 2027"
Andreas Christensen,€30.00m,Centre-Back,"Apr 10, 1996 (26)",Denmark,"1,87m",right,"Jul 4, 2022","Jun 30, 2026"
Eric García,€18.00m,Centre-Back,"Jan 9, 2001 (22)",Spain,"1,82m",right,"Jul 1, 2021","Jun 30, 2026"
Alejandro Balde,€15.00m,Left-Back,"Oct 18, 2003 (19)",Spain,"1,75m",left,"Jul 1, 2022","Jun 30, 2024"
Marcos Alonso,€9.00m,Left-Back,"Dec 28, 1990 (32)",Spain,"1,89m",left,"Sep 1, 2022","Jun 30, 2024"
Jordi Alba,€5.00m,Left-Back,"Mar 21, 1989 (33)",Spain,"1,70m",left,"Jul 1, 2012","Jun 30, 2024"
Sergi Roberto,€6.00m,Right-Back,"Feb 7, 1992 (31)",Spain,"1,78m",right,"Jul 1, 2013","Jun 30, 2024"
Sergio Busquets,€5.00m,Defensive Midfield,"Jul 16, 1988 (34)",Spain,"1,89m",right,"Jul 1, 2008","Jun 30, 2023"
Pedri,€100.00m,Central Midfield,"Nov 25, 2002 (20)",Spain,"1,74m",right,"Sep 2, 2019","Jun 30, 2026"
Gavi,€90.00m,Central Midfield,"Aug 5, 2004 (18)",Spain,"1,73m",right,"Jul 1, 2021","Jun 30, 2026"
Frenkie de Jong,€50.00m,Central Midfield,"May 12, 1997 (25)",Netherlands,"1,81m",right,"Jul 1, 2019","Jun 30, 2026"
Franck Kessié,€35.00m,Central Midfield,"Dec 19, 1996 (26)",Cote d'Ivoire,"1,83m",right,"Jul 4, 2022","Jun 30, 2026"
Pablo Torre,€3.00m,Attacking Midfield,"Apr 3, 2003 (19)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Ansu Fati,€50.00m,Left Winger,"Oct 31, 2002 (20)",Spain,"1,78m",right,"Sep 23, 2020","Jun 30, 2027"
Ferran Torres,€35.00m,Left Winger,"Feb 29, 2000 (23)",Spain,"1,84m",right,"Jan 1, 2022","Jun 30, 2027"
Ousmane Dembélé,€60.00m,Right Winger,"May 15, 1997 (25)",France,"1,78m",both,"Aug 25, 2017","Jun 30, 2024"
Raphinha,€50.00m,Right Winger,"Dec 14, 1996 (26)",Brazil,"1,76m",left,"Jul 13, 2022","Jun 30, 2027"
Robert Lewandowski,€45.00m,Centre-Forward,"Aug 21, 1988 (34)",Poland,"1,85m",right,"Jul 19, 2022","Jun 30, 2026"
