name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Agustín Marchesín,€3.00m,Goalkeeper,"Mar 16, 1988 (35)",Argentina,"1,88m",right,"Aug 1, 2022","Jun 30, 2025"
Iván Villar,€1.20m,Goalkeeper,"Jul 9, 1997 (25)",Spain,"1,86m",right,"Jul 1, 2019","Jun 30, 2023"
Diego Alves,€300k,Goalkeeper,"Jun 24, 1985 (37)",Brazil,"1,87m",left,"Feb 8, 2023","Jun 30, 2023"
Joseph Aidoo,€7.00m,Centre-Back,"Sep 29, 1995 (27)",Ghana,"1,77m",right,"Jul 11, 2019","Jun 30, 2026"
Unai Núñez,€6.00m,Centre-Back,"Jan 30, 1997 (26)",Spain,"1,86m",right,"Jul 20, 2022","Jun 30, 2023"
Óscar Mingueza,€3.00m,Centre-Back,"May 13, 1999 (23)",Spain,"1,84m",right,"Jul 30, 2022","Jun 30, 2026"
Carlos Domínguez,€1.00m,Centre-Back,"Feb 11, 2001 (22)",Spain,"1,87m",left,-,"Jun 30, 2026"
Javi Galán,€12.00m,Left-Back,"Nov 19, 1994 (28)",Spain,"1,72m",left,"Jul 31, 2021","Jun 30, 2026"
Hugo Mallo,€3.50m,Right-Back,"Jun 22, 1991 (31)",Spain,"1,74m",right,"Jul 1, 2009","Jun 30, 2023"
Kevin Vázquez,€1.00m,Right-Back,"Mar 23, 1993 (29)",Spain,"1,75m",right,"Jul 1, 2018","Jun 30, 2023"
Renato Tapia,€9.00m,Defensive Midfield,"Jul 28, 1995 (27)",Peru,"1,85m",right,"Aug 4, 2020","Jun 30, 2024"
Fran Beltrán,€15.00m,Central Midfield,"Feb 3, 1999 (24)",Spain,"1,65m",right,"Aug 1, 2018","Jun 30, 2026"
Luca de la Torre,€2.00m,Central Midfield,"May 23, 1998 (24)",United States,"1,77m",right,"Jul 8, 2022","Jun 30, 2026"
Óscar Rodríguez,€10.00m,Attacking Midfield,"Jun 28, 1998 (24)",Spain,"1,74m",right,"Jul 8, 2022","Jun 30, 2023"
Gabri Veiga,€10.00m,Attacking Midfield,"May 27, 2002 (20)",Spain,"1,84m",right,"Jul 1, 2022","Jun 30, 2026"
Williot Swedberg,€5.00m,Attacking Midfield,"Feb 1, 2004 (19)",Sweden,"1,87m",right,"Jul 1, 2022","Jun 30, 2027"
Franco Cervi,€3.00m,Left Winger,"May 26, 1994 (28)",Argentina,"1,66m",left,"Jul 5, 2021","Jun 30, 2024"
Carles Pérez,€4.00m,Right Winger,"Feb 16, 1998 (25)",Spain,"1,73m",left,"Aug 9, 2022","Jun 30, 2023"
Augusto Solari,€2.50m,Right Winger,"Jan 3, 1992 (31)",Argentina,"1,76m",right,"Jan 23, 2021","Jun 30, 2023"
Jörgen Strand Larsen,€11.00m,Centre-Forward,"Feb 6, 2000 (23)",Norway,"1,93m",right,"Sep 1, 2022","Jun 30, 2028"
Iago Aspas,€7.00m,Centre-Forward,"Aug 1, 1987 (35)",Spain,"1,76m",left,"Jul 7, 2015","Jun 30, 2025"
Haris Seferovic,€6.00m,Centre-Forward,"Feb 22, 1992 (31)",Switzerland,"1,89m",left,"Jan 31, 2023","Jun 30, 2023"
Gonçalo Paciência,€3.00m,Centre-Forward,"Aug 1, 1994 (28)",Portugal,"1,84m",right,"Aug 6, 2022","Jun 30, 2025"
