name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Jan Oblak,€40.00m,Goalkeeper,"Jan 7, 1993 (30)",Slovenia,"1,88m",right,"Jul 16, 2014","Jun 30, 2028"
Ivo Grbic,€3.50m,Goalkeeper,"Jan 18, 1996 (27)",Croatia,"1,95m",right,"Aug 20, 2020","Jun 30, 2024"
José María Giménez,€40.00m,Centre-Back,"Jan 20, 1995 (28)",Uruguay,"1,85m",right,"Apr 25, 2013","Jun 30, 2025"
Mario Hermoso,€14.00m,Centre-Back,"Jun 18, 1995 (27)",Spain,"1,84m",left,"Jul 18, 2019","Jun 30, 2024"
Stefan Savic,€9.00m,Centre-Back,"Jan 8, 1991 (32)",Montenegro,"1,87m",right,"Jul 20, 2015","Jun 30, 2024"
Reinildo Mandava,€25.00m,Left-Back,"Jan 21, 1994 (29)",Mozambique,"1,80m",left,"Jan 31, 2022","Jun 30, 2025"
Sergio Reguilón,€20.00m,Left-Back,"Dec 16, 1996 (26)",Spain,"1,78m",left,"Aug 30, 2022","Jun 30, 2023"
Nahuel Molina,€22.00m,Right-Back,"Apr 6, 1998 (24)",Argentina,"1,75m",right,"Jul 28, 2022","Jun 30, 2027"
Matt Doherty,€12.00m,Right-Back,"Jan 16, 1992 (31)",Ireland,"1,85m",right,"Jan 31, 2023","Jun 30, 2023"
Geoffrey Kondogbia,€20.00m,Defensive Midfield,"Feb 15, 1993 (30)",Central African Republic,"1,88m",left,"Nov 3, 2020","Jun 30, 2024"
Axel Witsel,€5.00m,Defensive Midfield,"Jan 12, 1989 (34)",Belgium,"1,86m",right,"Jul 6, 2022","Jun 30, 2024"
Rodrigo de Paul,€40.00m,Central Midfield,"May 24, 1994 (28)",Argentina,"1,80m",right,"Jul 12, 2021","Jun 30, 2026"
Marcos Llorente,€35.00m,Central Midfield,"Jan 30, 1995 (28)",Spain,"1,84m",right,"Jul 1, 2019","Jun 30, 2027"
Koke,€18.00m,Central Midfield,"Jan 8, 1992 (31)",Spain,"1,76m",right,"Jan 1, 2011","Jun 30, 2024"
Saúl Ñíguez,€15.00m,Central Midfield,"Nov 21, 1994 (28)",Spain,"1,84m",left,"Jul 1, 2013","Jun 30, 2026"
Pablo Barrios,€500k,Central Midfield,"Jun 15, 2003 (19)",Spain,"1,81m",right,"Jan 23, 2023","Jun 30, 2028"
Thomas Lemar,€30.00m,Attacking Midfield,"Nov 12, 1995 (27)",France,"1,71m",left,"Jul 1, 2018","Jun 30, 2027"
Yannick Carrasco,€30.00m,Left Winger,"Sep 4, 1993 (29)",Belgium,"1,81m",right,"Sep 8, 2020","Jun 30, 2024"
Ángel Correa,€40.00m,Right Winger,"Mar 9, 1995 (28)",Argentina,"1,71m",right,"Jan 1, 2015","Jun 30, 2026"
Antoine Griezmann,€25.00m,Second Striker,"Mar 21, 1991 (31)",France,"1,76m",left,"Aug 31, 2021","Jun 30, 2023"
Álvaro Morata,€25.00m,Centre-Forward,"Oct 23, 1992 (30)",Spain,"1,89m",right,"Jul 1, 2020","Jun 30, 2024"
Memphis Depay,€20.00m,Centre-Forward,"Feb 13, 1994 (29)",Netherlands,"1,78m",right,"Jan 20, 2023","Jun 30, 2025"
