name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Stole Dimitrievski,€4.00m,Goalkeeper,"Dec 25, 1993 (29)",North Macedonia,"1,88m",right,"Jan 31, 2019","Jun 30, 2024"
Miguel Ángel Morro,€600k,Goalkeeper,"Sep 11, 2000 (22)",Spain,"1,95m",left,"Aug 1, 2020","Jun 30, 2025"
Diego López,€500k,Goalkeeper,"Nov 3, 1981 (41)",Spain,"1,96m",right,"Jul 2, 2022","Jun 30, 2023"
Alejandro Catena,€8.00m,Centre-Back,"Oct 28, 1994 (28)",Spain,"1,94m",right,"Jan 31, 2019","Jun 30, 2023"
Florian Lejeune,€3.00m,Centre-Back,"May 20, 1991 (31)",France,"1,90m",right,"Jul 29, 2022","Jun 30, 2023"
Abdul Mumin,€1.50m,Centre-Back,"Jun 6, 1998 (24)",Ghana,"1,88m",right,"Sep 1, 2022","Jun 30, 2026"
Esteban Saveljich,€600k,Centre-Back,"May 20, 1991 (31)",Montenegro,"1,87m",right,"Jul 26, 2019","Jun 30, 2023"
Mario Suárez,€300k,Centre-Back,"Feb 24, 1987 (36)",Spain,"1,89m",right,"Jan 31, 2019","Jun 30, 2023"
Fran García,€8.00m,Left-Back,"Aug 14, 1999 (23)",Spain,"1,69m",left,"Jul 13, 2021","Jun 30, 2025"
Pep Chavarría,€1.00m,Left-Back,"Apr 10, 1998 (24)",Spain,"1,74m",left,"Aug 31, 2022","Jun 30, 2027"
Iván Balliu,€3.50m,Right-Back,"Jan 1, 1992 (31)",Albania,"1,72m",right,"Jul 14, 2021","Jun 30, 2025"
Mario Hernández,€700k,Right-Back,"Jan 25, 1999 (24)",Spain,"1,77m",right,"Jan 1, 2019","Jun 30, 2023"
Pathé Ciss,€4.00m,Central Midfield,"Mar 16, 1994 (29)",Senegal,"1,86m",right,"Jul 28, 2021","Jun 30, 2025"
Óscar Valentín,€4.00m,Central Midfield,"Aug 20, 1994 (28)",Spain,"1,77m",right,"Jul 1, 2019","Jun 30, 2025"
Santi Comesaña,€3.50m,Central Midfield,"Oct 5, 1996 (26)",Spain,"1,88m",both,"Jul 16, 2016","Jun 30, 2023"
Unai López,€3.50m,Central Midfield,"Oct 30, 1995 (27)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2024"
Óscar Trejo,€3.00m,Attacking Midfield,"Apr 26, 1988 (34)",Argentina,"1,80m",right,"Jul 1, 2017","Jun 30, 2024"
José Pozo,€1.20m,Attacking Midfield,"Mar 15, 1996 (27)",Spain,"1,71m",left,"Jul 27, 2018","Jun 30, 2024"
Álvaro García,€6.00m,Left Winger,"Oct 27, 1992 (30)",Spain,"1,67m",both,"Aug 23, 2018","Jun 30, 2026"
Isi Palazón,€7.50m,Right Winger,"Dec 27, 1994 (28)",Spain,"1,69m",left,"Jan 23, 2020","Jun 30, 2025"
Salvi Sánchez,€1.80m,Right Winger,"Mar 30, 1991 (31)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2024"
Raúl de Tomás,€12.00m,Centre-Forward,"Oct 17, 1994 (28)",Spain,"1,80m",right,"Sep 13, 2022","Jun 30, 2027"
Sergio Camello,€7.00m,Centre-Forward,"Feb 10, 2001 (22)",Spain,"1,77m",right,"Aug 3, 2022","Jun 30, 2023"
Radamel Falcao,€2.00m,Centre-Forward,"Feb 10, 1986 (37)",Colombia,"1,77m",right,"Sep 4, 2021","Jun 30, 2023"
Andrés Martín,€1.00m,Centre-Forward,"Jul 11, 1999 (23)",Spain,"1,78m",left,"Jul 1, 2019","Jun 30, 2024"
