name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Predrag Rajković,€10.00m,Goalkeeper,"Oct 31, 1995 (27)",Serbia,"1,92m",right,"Jul 22, 2022","Jun 30, 2026"
Dominik Greif,€1.50m,Goalkeeper,"Apr 6, 1997 (25)",Slovakia,"1,97m",right,"Jul 6, 2021","Jun 30, 2026"
Leo Román,€300k,Goalkeeper,"Jul 6, 2000 (22)",Spain,"1,89m",right,"Jul 1, 2022","Jun 30, 2026"
Martin Valjent,€4.50m,Centre-Back,"Dec 11, 1995 (27)",Slovakia,"1,87m",right,"Jul 1, 2019","Jun 30, 2025"
Dennis Hadzikadunic,€3.50m,Centre-Back,"Jul 9, 1998 (24)",Bosnia-Herzegovina,"1,91m",right,"Jan 18, 2023","Jun 30, 2023"
Antonio Raíllo,€3.00m,Centre-Back,"Oct 8, 1991 (31)",Spain,"1,87m",,"Jul 1, 2016","Jun 30, 2024"
José Copete,€2.00m,Centre-Back,"Oct 10, 1999 (23)",Spain,"1,90m",left,"Jul 1, 2022","Jun 30, 2026"
Matija Nastasić,€1.50m,Centre-Back,"Mar 28, 1993 (29)",Serbia,"1,88m",left,"Sep 1, 2022","Jun 30, 2023"
Ludwig Augustinsson,€4.00m,Left-Back,"Apr 21, 1994 (28)",Sweden,"1,81m",left,"Jan 30, 2023","Jun 30, 2023"
Jaume Costa,€1.20m,Left-Back,"Mar 18, 1988 (35)",Spain,"1,71m",left,"Jul 7, 2021","Jun 30, 2023"
Pablo Maffeo,€6.00m,Right-Back,"Jul 12, 1997 (25)",Spain,"1,72m",right,"Jul 1, 2022","Jun 30, 2026"
Giovanni González,€2.00m,Right-Back,"Sep 20, 1994 (28)",Uruguay,"1,78m",right,"Jan 29, 2022","Jun 30, 2024"
Rodrigo Battaglia,€1.50m,Defensive Midfield,"Jul 12, 1991 (31)",Argentina,"1,87m",right,"Jul 29, 2022","Jun 30, 2024"
Manu Morlanes,€4.00m,Central Midfield,"Jan 12, 1999 (24)",Spain,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Iddrisu Baba,€3.00m,Central Midfield,"Jan 22, 1996 (27)",Ghana,"1,82m",right,"Jul 1, 2018","Jun 30, 2024"
Iñigo Ruiz de Galarreta,€2.00m,Central Midfield,"Aug 6, 1993 (29)",Spain,"1,75m",right,"Sep 1, 2019","Jun 30, 2023"
Antonio Sánchez,€1.80m,Central Midfield,"Apr 22, 1997 (25)",Spain,"1,79m",right,"Jul 1, 2018","Jun 30, 2024"
Clément Grenier,€900k,Central Midfield,"Jan 7, 1991 (32)",France,"1,86m",right,"Mar 3, 2022","Jun 30, 2024"
Kang-in Lee,€12.00m,Attacking Midfield,"Feb 19, 2001 (22)","Korea, South","1,73m",left,"Aug 30, 2021","Jun 30, 2025"
Dani Rodríguez,€1.20m,Attacking Midfield,"Jun 6, 1988 (34)",Spain,"1,78m",right,"Jul 1, 2018","Jun 30, 2024"
Daniel Luna,€1.00m,Attacking Midfield,"May 7, 2003 (19)",Colombia,"1,78m",left,"Jan 31, 2023","Jun 30, 2023"
Amath Ndiaye,€2.00m,Left Winger,"Jul 16, 1996 (26)",Senegal,"1,73m",right,"Jul 1, 2021","Jun 30, 2025"
Vedat Muriqi,€10.00m,Centre-Forward,"Apr 24, 1994 (28)",Kosovo,"1,94m",left,"Jul 22, 2022","Jun 30, 2027"
Tino Kadewere,€5.00m,Centre-Forward,"Jan 5, 1996 (27)",Zimbabwe,"1,83m",right,"Aug 29, 2022","Jun 30, 2023"
Abdón Prats,€1.20m,Centre-Forward,"Dec 7, 1992 (30)",Spain,"1,81m",left,"Jul 4, 2017","Jun 30, 2024"
Ángel Rodríguez,€1.00m,Centre-Forward,"Apr 26, 1987 (35)",Spain,"1,71m",right,"Jul 2, 2021","Jun 30, 2023"
