name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Fernando Pacheco,€3.00m,Goalkeeper,"May 18, 1992 (30)",Spain,"1,87m",left,"Jan 31, 2023","Jun 30, 2026"
Álvaro Fernández,€3.00m,Goalkeeper,"Apr 13, 1998 (24)",Spain,"1,86m",left,"Aug 31, 2022","Jun 30, 2023"
Joan García,€400k,Goalkeeper,"May 4, 2001 (21)",Spain,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
César Montes,€8.00m,Centre-Back,"Feb 24, 1997 (26)",Mexico,"1,95m",right,"Jan 1, 2023","Jun 30, 2028"
Leandro Cabrera,€3.50m,Centre-Back,"Jun 17, 1991 (31)",Uruguay,"1,90m",left,"Jan 20, 2020","Jun 30, 2024"
Fernando Calero,€2.00m,Centre-Back,"Sep 14, 1995 (27)",Spain,"1,84m",right,"Aug 9, 2019","Jun 30, 2024"
Sergi Gómez,€2.00m,Centre-Back,"Mar 28, 1992 (31)",Spain,"1,85m",right,"Jul 28, 2021","Jun 30, 2024"
Simo Keddari,€500k,Centre-Back,"Feb 3, 2005 (18)",Spain,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Brian Oliván,€6.00m,Left-Back,"Apr 1, 1994 (29)",Spain,"1,75m",left,"Jul 1, 2022","Jun 30, 2025"
Adrià Pedrosa,€5.00m,Left-Back,"May 13, 1998 (24)",Spain,"1,72m",left,"Jul 1, 2019","Jun 30, 2023"
Ronaël Pierre-Gabriel,€4.50m,Right-Back,"Jun 13, 1998 (24)",France,"1,77m",right,"Jan 18, 2023","Jun 30, 2023"
Óscar Gil,€3.00m,Right-Back,"Apr 26, 1998 (24)",Spain,"1,75m",both,"Sep 7, 2020","Jun 30, 2024"
Omar El Hilali,€500k,Right-Back,"Sep 12, 2003 (19)",Morocco,"1,83m",right,-,"Jun 30, 2024"
Rubén Sánchez,€500k,Right-Back,"Feb 4, 2001 (22)",Spain,"1,85m",right,"Jul 1, 2022","Jun 30, 2024"
Vini Souza,€7.00m,Defensive Midfield,"Jun 17, 1999 (23)",Brazil,"1,87m",right,"Jul 8, 2022","Jun 30, 2023"
Sergi Darder,€16.00m,Central Midfield,"Dec 22, 1993 (29)",Spain,"1,80m",right,"Jul 1, 2018","Jun 30, 2026"
Edu Expósito,€6.00m,Central Midfield,"Aug 1, 1996 (26)",Spain,"1,78m",right,"Aug 8, 2022","Jun 30, 2027"
Keidi Bare,€3.50m,Central Midfield,"Aug 28, 1997 (25)",Albania,"1,74m",right,"Sep 22, 2020","Jun 30, 2024"
José Gragera,€3.00m,Central Midfield,"May 14, 2000 (22)",Spain,"1,86m",right,"Jan 31, 2023","Jun 30, 2028"
Denis Suárez,€5.00m,Attacking Midfield,"Jan 6, 1994 (29)",Spain,"1,76m",right,"Jan 31, 2023","Jun 30, 2023"
Javi Puado,€7.00m,Left Winger,"May 25, 1998 (24)",Spain,"1,77m",right,"Jul 1, 2018","Jun 30, 2025"
Nico Melamed,€6.00m,Left Winger,"Apr 11, 2001 (21)",Spain,"1,73m",right,"Aug 1, 2020","Jun 30, 2024"
José Carlos Lazo,€2.50m,Left Winger,"Feb 16, 1996 (27)",Spain,"1,78m",both,"Aug 24, 2022","Jun 30, 2027"
Aleix Vidal,€1.80m,Right Winger,"Aug 21, 1989 (33)",Spain,"1,77m",right,"Aug 18, 2021","Jun 30, 2023"
Joselu,€6.00m,Centre-Forward,"Mar 27, 1990 (33)",Spain,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Martin Braithwaite,€6.00m,Centre-Forward,"Jun 5, 1991 (31)",Denmark,"1,77m",right,"Sep 1, 2022","Jun 30, 2025"
Dani Gómez,€2.00m,Centre-Forward,"Jul 30, 1998 (24)",Spain,"1,78m",right,"Aug 22, 2022","Jun 30, 2023"
