name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Conan Ledesma,€10.00m,Goalkeeper,"Feb 13, 1993 (30)",Argentina,"1,86m",right,"Jul 1, 2021","Jun 30, 2025"
David Gil,€700k,Goalkeeper,"Jan 11, 1994 (29)",Spain,"1,86m",right,"Jul 1, 2018","Jun 30, 2025"
Víctor Chust,€3.00m,Centre-Back,"Mar 5, 2000 (23)",Spain,"1,82m",both,"Jul 6, 2022","Jun 30, 2026"
Fali,€2.50m,Centre-Back,"Aug 12, 1993 (29)",Spain,"1,86m",right,"Jul 1, 2019","Jun 30, 2024"
Jorge Meré,€1.50m,Centre-Back,"Apr 17, 1997 (25)",Spain,"1,82m",right,"Jan 31, 2023","Jun 30, 2023"
Luis Hernández,€1.00m,Centre-Back,"Apr 14, 1989 (33)",Spain,"1,82m",right,"Jan 31, 2022","Jun 30, 2025"
Juan Cala,€800k,Centre-Back,"Nov 26, 1989 (33)",Spain,"1,86m",right,"Jul 17, 2019","Jun 30, 2024"
Momo Mbaye,€700k,Centre-Back,"Jun 28, 1998 (24)",Senegal,"1,92m",left,"Aug 9, 2022","Jun 30, 2024"
Alfonso Espino,€4.00m,Left-Back,"Jan 5, 1992 (31)",Uruguay,"1,72m",left,"Jan 28, 2019","Jun 30, 2023"
Santiago Arzamendia,€1.50m,Left-Back,"May 5, 1998 (24)",Paraguay,"1,72m",left,"Jul 8, 2021","Jun 30, 2025"
Joseba Zaldua,€2.50m,Right-Back,"Jun 24, 1992 (30)",Spain,"1,74m",right,"Jul 11, 2022","Jun 30, 2025"
Iza Carcelén,€1.50m,Right-Back,"Apr 23, 1993 (29)",Spain,"1,70m",right,"Jul 1, 2019","Jun 30, 2023"
Raúl Parra,€300k,Right-Back,"Nov 26, 1999 (23)",Spain,"1,87m",right,"Jul 1, 2022","Jun 30, 2024"
José Mari,€400k,Defensive Midfield,"Dec 6, 1987 (35)",Spain,"1,82m",right,"Aug 16, 2016","Jun 30, 2025"
Jon Ander Garrido,€300k,Defensive Midfield,"Oct 9, 1989 (33)",Spain,"1,85m",right,"Jul 21, 2014","Jun 30, 2023"
Rubén Alcaraz,€2.00m,Central Midfield,"May 1, 1991 (31)",Spain,"1,80m",right,"Jul 1, 2022","Jun 30, 2024"
Gonzalo Escalante,€2.00m,Central Midfield,"Mar 27, 1993 (29)",Argentina,"1,82m",right,"Jan 25, 2023","Jun 30, 2023"
Fede San Emeterio,€2.00m,Central Midfield,"Mar 16, 1997 (26)",Spain,"1,76m",right,"Aug 7, 2022","Jun 30, 2026"
Youba Diarra,€1.00m,Central Midfield,"Mar 24, 1998 (24)",Mali,"1,78m",right,"Jan 1, 2023","Jun 30, 2027"
Álex Fernández,€5.00m,Attacking Midfield,"Oct 15, 1992 (30)",Spain,"1,83m",right,"Aug 7, 2017","Jun 30, 2025"
Brian Ocampo,€2.00m,Left Winger,"Jun 25, 1999 (23)",Uruguay,"1,72m",right,"Aug 28, 2022","Jun 30, 2026"
Théo Bongonda,€4.00m,Right Winger,"Nov 20, 1995 (27)",DR Congo,"1,77m",left,"Aug 26, 2022","Jun 30, 2026"
Iván Alejo,€1.20m,Right Winger,"Feb 10, 1995 (28)",Spain,"1,86m",right,"Aug 4, 2020","Jun 30, 2025"
Antony Lozano,€2.80m,Centre-Forward,"Apr 25, 1993 (29)",Honduras,"1,83m",right,"Aug 4, 2020","Jun 30, 2023"
Roger Martí,€2.50m,Centre-Forward,"Jan 3, 1991 (32)",Spain,"1,79m",right,"Jan 26, 2023","Jun 30, 2023"
Sergi Guardiola,€2.50m,Centre-Forward,"May 29, 1991 (31)",Spain,"1,85m",left,"Jan 31, 2023","Jun 30, 2023"
Rubén Sobrino,€2.00m,Centre-Forward,"Jun 1, 1992 (30)",Spain,"1,85m",right,"Aug 30, 2021","Jun 30, 2024"
Álvaro Negredo,€1.20m,Centre-Forward,"Aug 20, 1985 (37)",Spain,"1,86m",left,"Aug 4, 2020","Jun 30, 2023"
Chris Ramos,€1.00m,Centre-Forward,"Jan 18, 1997 (26)",Spain,"1,90m",right,"Jan 31, 2023","Jun 30, 2028"
