name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Fernando Martínez,€2.00m,Goalkeeper,"Jun 10, 1990 (32)",Spain,"1,83m",right,"Jul 5, 2017","Jun 30, 2025"
Diego Mariño,€300k,Goalkeeper,"May 9, 1990 (32)",Spain,"1,87m",right,"Jan 26, 2023","Jun 30, 2024"
Diego Fuoli,€200k,Goalkeeper,"Oct 20, 1997 (25)",Spain,"1,88m",right,"Jul 1, 2022","Jun 30, 2023"
Kaiky,€5.00m,Centre-Back,"Jan 12, 2004 (19)",Brazil,"1,81m",right,"Jul 19, 2022","Jun 30, 2028"
Srdjan Babic,€3.50m,Centre-Back,"Apr 22, 1996 (26)",Serbia,"1,94m",left,"Jul 1, 2022","Jun 30, 2026"
Rodrigo Ely,€3.00m,Centre-Back,"Nov 3, 1993 (29)",Brazil,"1,91m",right,"Mar 7, 2022","Jun 30, 2024"
Chumi,€2.00m,Centre-Back,"Mar 2, 1999 (24)",Spain,"1,85m",right,"Sep 10, 2020","Jun 30, 2025"
Sergio Akieme,€9.00m,Left-Back,"Dec 16, 1997 (25)",Spain,"1,75m",left,"Jul 7, 2021","Jun 30, 2026"
Álex Centelles,€1.20m,Left-Back,"Aug 30, 1999 (23)",Spain,"1,85m",left,"Oct 2, 2020","Jun 30, 2026"
Alejandro Pozo,€3.00m,Right-Back,"Feb 22, 1999 (24)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2027"
Houboulang Mendes,€2.50m,Right-Back,"May 4, 1998 (24)",Guinea-Bissau,"1,84m",right,"Jul 6, 2022","Jun 30, 2026"
Samú Costa,€5.00m,Defensive Midfield,"Nov 27, 2000 (22)",Portugal,"1,85m",left,"Jul 1, 2021","Jun 30, 2026"
Iñigo Eguaras,€1.20m,Defensive Midfield,"Mar 7, 1992 (31)",Spain,"1,81m",right,"Jan 21, 2022","Jun 30, 2024"
Lucas Robertone,€7.00m,Central Midfield,"Mar 18, 1997 (26)",Argentina,"1,69m",right,"Oct 1, 2020","Jun 30, 2028"
Gonzalo Melero,€4.00m,Central Midfield,"Jan 2, 1994 (29)",Spain,"1,83m",right,"Sep 1, 2022","Jun 30, 2026"
Arnau Puigmal,€2.00m,Central Midfield,"Jan 10, 2001 (22)",Spain,"1,74m",right,"Jul 9, 2021","Jun 30, 2026"
César de la Hoz,€1.20m,Central Midfield,"Mar 30, 1992 (31)",Spain,"1,79m",right,"Jul 4, 2018","Jun 30, 2023"
Largie Ramazani,€9.00m,Left Winger,"Feb 27, 2001 (22)",Belgium,"1,67m",right,"Aug 24, 2020","Jun 30, 2025"
Lázaro,€5.00m,Left Winger,"Mar 12, 2002 (21)",Brazil,"1,81m",right,"Sep 1, 2022","Jun 30, 2028"
Adrián Embarba,€3.00m,Right Winger,"May 7, 1992 (30)",Spain,"1,73m",right,"Aug 24, 2022","Jun 30, 2026"
Francisco Portillo,€1.50m,Right Winger,"Jun 13, 1990 (32)",Spain,"1,69m",right,"Jul 22, 2021","Jun 30, 2023"
Léo Baptistão,€1.80m,Second Striker,"Aug 26, 1992 (30)",Brazil,"1,85m",right,"Aug 11, 2022","Jun 30, 2026"
El Bilal Touré,€10.00m,Centre-Forward,"Oct 3, 2001 (21)",Mali,"1,85m",both,"Sep 1, 2022","Jun 30, 2028"
Luis Suárez,€9.00m,Centre-Forward,"Dec 2, 1997 (25)",Colombia,"1,85m",right,"Jan 1, 2023","Jun 30, 2023"
Marko Milovanovic,€1.20m,Centre-Forward,"Aug 4, 2003 (19)",Serbia,"1,94m",right,"Jul 11, 2022","Jun 30, 2028"
Dyego Sousa,€1.00m,Centre-Forward,"Sep 14, 1989 (33)",Portugal,"1,89m",right,"Aug 31, 2021","Jun 30, 2024"
