name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Giorgi Mamardashvili,€25.00m,Goalkeeper,"Sep 29, 2000 (22)",Georgia,"1,97m",left,"Jan 1, 2022","Jun 30, 2027"
Jaume Doménech,€1.50m,Goalkeeper,"Nov 5, 1990 (32)",Spain,"1,85m",right,"Jul 1, 2015","Jun 30, 2025"
Iago Herrerín,€500k,Goalkeeper,"Jan 25, 1988 (35)",Spain,"1,87m",right,"Sep 28, 2022","Jun 30, 2023"
Cristian Rivero,€200k,Goalkeeper,"Mar 21, 1998 (24)",Spain,"1,88m",right,"Aug 1, 2020","Jun 30, 2024"
Mouctar Diakhaby,€8.00m,Centre-Back,"Dec 19, 1996 (26)",Guinea,"1,92m",right,"Jul 1, 2018","Jun 30, 2027"
Gabriel Paulista,€4.00m,Centre-Back,"Nov 26, 1990 (32)",Brazil,"1,87m",right,"Aug 18, 2017","Jun 30, 2024"
Eray Cömert,€4.00m,Centre-Back,"Feb 4, 1998 (25)",Switzerland,"1,83m",right,"Jan 25, 2022","Jun 30, 2026"
Cenk Özkacar,€1.80m,Centre-Back,"Oct 6, 2000 (22)",Turkey,"1,90m",left,"Aug 23, 2022","Jun 30, 2023"
Cristhian Mosquera,€1.00m,Centre-Back,"Jun 27, 2004 (18)",Colombia,"1,91m",right,-,"Jun 30, 2025"
José Gayà,€40.00m,Left-Back,"May 25, 1995 (27)",Spain,"1,72m",left,"Jul 1, 2014","Jun 30, 2027"
Jesús Vázquez,€5.00m,Left-Back,"Jan 2, 2003 (20)",Spain,"1,82m",left,"Jan 1, 2022","Jun 30, 2025"
Toni Lato,€2.50m,Left-Back,"Nov 21, 1997 (25)",Spain,"1,71m",left,"Jul 1, 2017","Jun 30, 2023"
Thierry Correia,€14.00m,Right-Back,"Mar 9, 1999 (24)",Portugal,"1,76m",right,"Sep 2, 2019","Jun 30, 2026"
Dimitri Foulquier,€3.00m,Right-Back,"Mar 23, 1993 (29)",Guadeloupe,"1,83m",right,"Aug 30, 2021","Jun 30, 2025"
Hugo Guillamón,€25.00m,Defensive Midfield,"Jan 31, 2000 (23)",Spain,"1,78m",right,"Jul 1, 2020","Jun 30, 2026"
Yunus Musah,€25.00m,Central Midfield,"Nov 29, 2002 (20)",United States,"1,78m",right,"Aug 1, 2020","Jun 30, 2026"
Nico González,€14.00m,Central Midfield,"Jan 3, 2002 (21)",Spain,"1,88m",right,"Aug 13, 2022","Jun 30, 2023"
André Almeida,€14.00m,Central Midfield,"May 30, 2000 (22)",Portugal,"1,76m",right,"Aug 25, 2022","Jun 30, 2028"
Ilaix Moriba,€7.00m,Central Midfield,"Jan 19, 2003 (20)",Guinea,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
Samuel Lino,€16.00m,Left Winger,"Dec 23, 1999 (23)",Brazil,"1,78m",right,"Jul 28, 2022","Jun 30, 2023"
Justin Kluivert,€14.00m,Left Winger,"May 5, 1999 (23)",Netherlands,"1,72m",both,"Sep 1, 2022","Jun 30, 2023"
Samu Castillejo,€8.00m,Right Winger,"Jan 18, 1995 (28)",Spain,"1,82m",left,"Jul 12, 2022","Jun 30, 2025"
Hugo Duro,€7.00m,Centre-Forward,"Nov 10, 1999 (23)",Spain,"1,82m",left,"Jul 1, 2022","Jun 30, 2026"
Edinson Cavani,€5.00m,Centre-Forward,"Feb 14, 1987 (36)",Uruguay,"1,84m",right,"Aug 29, 2022","Jun 30, 2024"
Marcos André,€4.00m,Centre-Forward,"Oct 20, 1996 (26)",Brazil,"1,85m",right,"Aug 25, 2021","Jun 30, 2026"
