name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Bono,€12.00m,Goalkeeper,"Apr 5, 1991 (32)",Morocco,"1,92m",left,"Sep 4, 2020","Jun 30, 2025"
Marko Dmitrović,€4.00m,Goalkeeper,"Jan 24, 1992 (31)",Serbia,"1,94m",left,"Jul 4, 2021","Jun 30, 2025"
Loïc Badé,€10.00m,Centre-Back,"Apr 11, 2000 (22)",France,"1,91m",right,"Jan 1, 2023","Jun 30, 2023"
Marcão,€10.00m,Centre-Back,"Jun 5, 1996 (26)",Brazil,"1,85m",left,"Jul 8, 2022","Jun 30, 2027"
Tanguy Nianzou,€9.00m,Centre-Back,"Jun 7, 2002 (20)",France,"1,91m",right,"Aug 17, 2022","Jun 30, 2027"
Karim Rekik,€4.00m,Centre-Back,"Dec 2, 1994 (28)",Netherlands,"1,86m",left,"Oct 5, 2020","Jun 30, 2025"
Alex Telles,€12.00m,Left-Back,"Dec 15, 1992 (30)",Brazil,"1,81m",left,"Aug 4, 2022","Jun 30, 2023"
Marcos Acuña,€12.00m,Left-Back,"Oct 28, 1991 (31)",Argentina,"1,72m",left,"Sep 14, 2020","Jun 30, 2025"
Gonzalo Montiel,€12.00m,Right-Back,"Jan 1, 1997 (26)",Argentina,"1,75m",right,"Aug 13, 2021","Jun 30, 2026"
Jesús Navas,€3.00m,Right-Back,"Nov 21, 1985 (37)",Spain,"1,72m",right,"Aug 1, 2017","Jun 30, 2024"
Pape Gueye,€10.00m,Defensive Midfield,"Jan 24, 1999 (24)",Senegal,"1,89m",left,"Jan 30, 2023","Jun 30, 2023"
Nemanja Gudelj,€4.00m,Defensive Midfield,"Nov 16, 1991 (31)",Serbia,"1,87m",right,"Jul 23, 2019","Jun 30, 2023"
Fernando,€3.00m,Defensive Midfield,"Jul 25, 1987 (35)",Brazil,"1,83m",right,"Jul 12, 2019","Jun 30, 2024"
Joan Jordán,€12.00m,Central Midfield,"Jul 6, 1994 (28)",Spain,"1,85m",right,"Jul 1, 2019","Jun 30, 2027"
Óliver Torres,€9.00m,Central Midfield,"Nov 10, 1994 (28)",Spain,"1,75m",right,"Jul 15, 2019","Jun 30, 2024"
Ivan Rakitic,€4.00m,Central Midfield,"Mar 10, 1988 (35)",Croatia,"1,84m",right,"Sep 1, 2020","Jun 30, 2024"
Lucas Ocampos,€12.00m,Left Winger,"Jul 11, 1994 (28)",Argentina,"1,87m",both,"Jul 3, 2019","Jun 30, 2024"
Bryan Gil,€12.00m,Left Winger,"Feb 11, 2001 (22)",Spain,"1,75m",left,"Jan 30, 2023","Jun 30, 2023"
Papu Gómez,€3.00m,Left Winger,"Feb 15, 1988 (35)",Argentina,"1,67m",right,"Jan 26, 2021","Jun 30, 2024"
Tecatito,€10.00m,Right Winger,"Jan 6, 1993 (30)",Mexico,"1,73m",both,"Jan 14, 2022","Jun 30, 2025"
Erik Lamela,€10.00m,Right Winger,"Mar 4, 1992 (31)",Argentina,"1,84m",left,"Jul 26, 2021","Jun 30, 2024"
Suso,€7.00m,Right Winger,"Nov 19, 1993 (29)",Spain,"1,77m",left,"Jul 21, 2020","Jun 30, 2025"
Youssef En-Nesyri,€15.00m,Centre-Forward,"Jun 1, 1997 (25)",Morocco,"1,92m",left,"Jan 16, 2020","Jun 30, 2025"
Rafa Mir,€10.00m,Centre-Forward,"Jun 18, 1997 (25)",Spain,"1,91m",right,"Aug 20, 2021","Jun 30, 2027"
