name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Filip Jörgensen,€1.50m,Goalkeeper,"Apr 16, 2002 (20)",Denmark,"1,90m",right,"Jan 5, 2023","Jun 30, 2025"
Pepe Reina,€700k,Goalkeeper,"Aug 31, 1982 (40)",Spain,"1,88m",right,"Jul 8, 2022","Jun 30, 2023"
Pau Torres,€50.00m,Centre-Back,"Jan 16, 1997 (26)",Spain,"1,91m",left,"Jul 1, 2018","Jun 30, 2024"
Jorge Cuenca,€6.00m,Centre-Back,"Nov 17, 1999 (23)",Spain,"1,90m",left,"Sep 21, 2020","Jun 30, 2025"
Aïssa Mandi,€4.00m,Centre-Back,"Oct 22, 1991 (31)",Algeria,"1,84m",right,"Jul 1, 2021","Jun 30, 2025"
Raúl Albiol,€3.00m,Centre-Back,"Sep 4, 1985 (37)",Spain,"1,90m",right,"Jul 4, 2019","Jun 30, 2023"
Alfonso Pedraza,€18.00m,Left-Back,"Apr 9, 1996 (26)",Spain,"1,84m",left,"Jul 1, 2016","Jun 30, 2026"
Johan Mojica,€5.00m,Left-Back,"Aug 21, 1992 (30)",Colombia,"1,85m",left,"Sep 1, 2022","Jun 30, 2026"
Alberto Moreno,€4.00m,Left-Back,"Jul 5, 1992 (30)",Spain,"1,71m",left,"Jul 9, 2019","Jun 30, 2024"
Juan Foyth,€25.00m,Right-Back,"Jan 12, 1998 (25)",Argentina,"1,87m",right,"Jul 1, 2021","Jun 30, 2026"
Kiko Femenía,€2.50m,Right-Back,"Feb 2, 1991 (32)",Spain,"1,71m",right,"Jul 28, 2022","Jun 30, 2025"
Francis Coquelin,€5.00m,Defensive Midfield,"May 13, 1991 (31)",France,"1,77m",right,"Aug 12, 2020","Jun 30, 2024"
Étienne Capoue,€3.00m,Defensive Midfield,"Jul 11, 1988 (34)",France,"1,89m",right,"Jan 4, 2021","Jun 30, 2024"
Giovani Lo Celso,€22.00m,Central Midfield,"Apr 9, 1996 (26)",Argentina,"1,77m",left,"Aug 14, 2022","Jun 30, 2023"
Dani Parejo,€7.00m,Central Midfield,"Apr 16, 1989 (33)",Spain,"1,82m",right,"Aug 12, 2020","Jun 30, 2024"
Manu Trigueros,€6.00m,Central Midfield,"Oct 17, 1991 (31)",Spain,"1,78m",right,"Jul 1, 2012","Jun 30, 2025"
Álex Baena,€15.00m,Left Winger,"Jul 20, 2001 (21)",Spain,"1,74m",right,"Aug 1, 2020","Jun 30, 2028"
Yéremy Pino,€38.00m,Right Winger,"Oct 20, 2002 (20)",Spain,"1,72m",right,"Aug 1, 2020","Jun 30, 2027"
Samuel Chukwueze,€20.00m,Right Winger,"May 22, 1999 (23)",Nigeria,"1,72m",left,"Nov 1, 2018","Jun 30, 2024"
Gerard Moreno,€35.00m,Centre-Forward,"Apr 7, 1992 (30)",Spain,"1,80m",left,"Jul 1, 2018","Jun 30, 2027"
Nicolas Jackson,€15.00m,Centre-Forward,"Jun 20, 2001 (21)",Senegal,"1,88m",right,"Jul 1, 2022","Jun 30, 2026"
José Luis Morales,€4.00m,Centre-Forward,"Jul 23, 1987 (35)",Spain,"1,80m",right,"Jul 1, 2022","Jun 30, 2024"
