name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Sergio Herrera,€8.00m,Goalkeeper,"Jun 5, 1993 (29)",Spain,"1,92m",right,"Jul 12, 2017",-
Aitor Fernández,€2.50m,Goalkeeper,"May 3, 1991 (31)",Spain,"1,82m",right,"Jul 2, 2022","Jun 30, 2025"
David García,€20.00m,Centre-Back,"Feb 14, 1994 (29)",Spain,"1,86m",both,"Jan 1, 2015","Jun 30, 2026"
Unai García,€2.50m,Centre-Back,"Feb 3, 1992 (31)",Spain,"1,86m",right,"Jul 1, 2015","Jun 30, 2025"
Aridane Hernández,€1.00m,Centre-Back,"Mar 23, 1989 (33)",Spain,"1,88m",right,"Jul 17, 2017","Jun 30, 2023"
Manu Sánchez,€10.00m,Left-Back,"Aug 24, 2000 (22)",Spain,"1,71m",left,"Jul 27, 2022","Jun 30, 2023"
Juan Cruz,€2.50m,Left-Back,"Jul 28, 1992 (30)",Spain,"1,82m",left,"Aug 30, 2020","Jun 30, 2026"
Nacho Vidal,€5.00m,Right-Back,"Jan 24, 1995 (28)",Spain,"1,80m",right,"Jul 13, 2018","Jun 30, 2025"
Rubén Peña,€2.50m,Right-Back,"Jul 18, 1991 (31)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2025"
Lucas Torró,€7.00m,Defensive Midfield,"Jul 19, 1994 (28)",Spain,"1,90m",right,"Aug 4, 2020","Jun 30, 2027"
Jon Moncayola,€12.00m,Central Midfield,"May 13, 1998 (24)",Spain,"1,82m",right,"Jul 1, 2019","Jun 30, 2031"
Darko Brasanac,€2.00m,Central Midfield,"Feb 12, 1992 (31)",Serbia,"1,78m",right,"Jul 22, 2019","Jun 30, 2023"
Pablo Ibáñez,€400k,Central Midfield,"Sep 20, 1998 (24)",Spain,"1,79m",right,"Jul 1, 2022","Jun 30, 2024"
Aimar Oroz,€6.00m,Attacking Midfield,"Nov 27, 2001 (21)",Spain,"1,77m",right,"Jul 1, 2022","Jun 30, 2026"
Abde Ezzalzouli,€8.00m,Left Winger,"Dec 17, 2001 (21)",Morocco,"1,77m",right,"Sep 1, 2022","Jun 30, 2023"
Moi Gómez,€8.00m,Left Winger,"Jun 23, 1994 (28)",Spain,"1,76m",right,"Jul 28, 2022","Jun 30, 2027"
Rubén García,€6.00m,Left Winger,"Jul 14, 1993 (29)",Spain,"1,71m",left,"Jul 1, 2019","Jun 30, 2024"
Kike Barja,€3.00m,Right Winger,"Apr 1, 1997 (25)",Spain,"1,79m",right,"Jan 1, 2018","Jun 30, 2026"
Chimy Ávila,€10.00m,Centre-Forward,"Feb 6, 1994 (29)",Argentina,"1,72m",right,"Jul 1, 2019","Jun 30, 2026"
Ante Budimir,€6.00m,Centre-Forward,"Jul 22, 1991 (31)",Croatia,"1,90m",left,"Jul 1, 2021","Jun 30, 2025"
Kike García,€1.80m,Centre-Forward,"Nov 25, 1989 (33)",Spain,"1,86m",right,"Jul 1, 2021","Jun 30, 2024"
