name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Sergio Asenjo,€2.50m,Goalkeeper,"Jun 28, 1989 (33)",Spain,"1,89m",right,"Jul 7, 2022","Jun 30, 2024"
Jordi Masip,€1.00m,Goalkeeper,"Jan 3, 1989 (34)",Spain,"1,80m",right,"Jul 17, 2017","Jun 30, 2024"
Javi Sánchez,€3.00m,Centre-Back,"Mar 14, 1997 (26)",Spain,"1,89m",right,"Jul 1, 2020","Jun 30, 2026"
Joaquín Fernández,€3.00m,Centre-Back,"May 31, 1996 (26)",Spain,"1,90m",right,"Aug 31, 2018","Jun 30, 2023"
Jawad El Yamiq,€1.20m,Centre-Back,"Feb 29, 1992 (31)",Morocco,"1,93m",right,"Sep 24, 2020","Jun 30, 2024"
Lucas Olaza,€2.50m,Left-Back,"Jul 21, 1994 (28)",Uruguay,"1,76m",left,"Jul 1, 2021","Jun 30, 2025"
Sergio Escudero,€1.80m,Left-Back,"Sep 2, 1989 (33)",Spain,"1,76m",left,"Jul 13, 2022","Jun 30, 2024"
Luis Pérez,€1.50m,Right-Back,"Feb 4, 1995 (28)",Spain,"1,73m",right,"Aug 4, 2020","Jun 30, 2025"
Iván Fresneda,€1.00m,Right-Back,"Sep 28, 2004 (18)",Spain,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Lucas Rosa,€1.00m,Right-Back,"Apr 3, 2000 (22)",Brazil,"1,77m",right,"Oct 1, 2022","Jun 30, 2025"
Martin Hongla,€3.50m,Defensive Midfield,"Mar 16, 1998 (25)",Cameroon,"1,81m",right,"Jan 31, 2023","Jun 30, 2023"
Monchu,€5.00m,Central Midfield,"Sep 13, 1999 (23)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Kike Pérez,€4.00m,Central Midfield,"Feb 14, 1997 (26)",Spain,"1,84m",left,"Aug 12, 2020","Jun 30, 2025"
Álvaro Aguado,€3.00m,Central Midfield,"May 1, 1996 (26)",Spain,"1,75m",right,"Jan 25, 2019","Jun 30, 2023"
Roque Mesa,€2.50m,Central Midfield,"Jun 7, 1989 (33)",Spain,"1,72m",right,"Oct 5, 2020","Jun 30, 2023"
Anuar,€1.00m,Central Midfield,"Jan 15, 1995 (28)",Morocco,"1,73m",right,"Jul 1, 2017","Jun 30, 2023"
Selim Amallah,€6.50m,Attacking Midfield,"Nov 15, 1996 (26)",Morocco,"1,86m",right,"Jan 31, 2023","Jun 30, 2027"
Darwin Machís,€4.00m,Left Winger,"Feb 7, 1993 (30)",Venezuela,"1,71m",right,"Jan 19, 2023","Jun 30, 2026"
Kenedy,€3.00m,Left Winger,"Feb 8, 1996 (27)",Brazil,"1,82m",left,"Sep 1, 2022","Jun 30, 2027"
Gonzalo Plata,€5.00m,Right Winger,"Nov 1, 2000 (22)",Ecuador,"1,78m",left,"Jul 11, 2022","Jun 30, 2027"
Óscar Plano,€3.00m,Right Winger,"Feb 11, 1991 (32)",Spain,"1,79m",both,"Jul 1, 2017","Jun 30, 2023"
Iván Sánchez,€800k,Right Winger,"Sep 23, 1992 (30)",Spain,"1,69m",left,"Jul 1, 2022","Jun 30, 2024"
Cyle Larin,€6.00m,Centre-Forward,"Apr 17, 1995 (27)",Canada,"1,88m",right,"Jan 24, 2023","Jun 30, 2023"
Sergio León,€2.00m,Centre-Forward,"Jan 6, 1989 (34)",Spain,"1,76m",right,"Aug 31, 2021","Jun 30, 2024"
