name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Unai Simón,€25.00m,Goalkeeper,"Jun 11, 1997 (25)",Spain,"1,90m",right,"Jul 1, 2018","Jun 30, 2025"
Julen Agirrezabala,€5.00m,Goalkeeper,"Dec 26, 2000 (22)",Spain,"1,87m",left,"Jul 1, 2022","Jun 30, 2025"
Ander Iru,€100k,Goalkeeper,"Aug 22, 1998 (24)",Spain,"1,88m",left,"Jul 1, 2022","Jun 30, 2023"
Iñigo Martínez,€18.00m,Centre-Back,"May 17, 1991 (31)",Spain,"1,82m",left,"Jan 30, 2018","Jun 30, 2023"
Yeray Álvarez,€15.00m,Centre-Back,"Jan 24, 1995 (28)",Spain,"1,82m",right,"Jul 1, 2016","Jun 30, 2026"
Dani Vivian,€14.00m,Centre-Back,"Jul 5, 1999 (23)",Spain,"1,84m",right,"Aug 1, 2020","Jun 30, 2026"
Aitor Paredes,€400k,Centre-Back,"Apr 29, 2000 (22)",Spain,"1,85m",right,-,"Jun 30, 2025"
Yuri Berchiche,€2.00m,Left-Back,"Feb 10, 1990 (33)",Spain,"1,81m",left,"Jul 2, 2018","Jun 30, 2024"
Mikel Balenziaga,€500k,Left-Back,"Feb 29, 1988 (35)",Spain,"1,77m",left,"Jul 1, 2013","Jun 30, 2023"
Iñigo Lekue,€3.00m,Right-Back,"May 4, 1993 (29)",Spain,"1,80m",right,"Jul 1, 2016","Jun 30, 2023"
Ander Capa,€2.00m,Right-Back,"Feb 8, 1992 (31)",Spain,"1,75m",right,"Jul 1, 2018","Jun 30, 2024"
Óscar de Marcos,€1.80m,Right-Back,"Apr 14, 1989 (33)",Spain,"1,82m",right,"Jul 1, 2010","Jun 30, 2023"
Mikel Vesga,€5.00m,Defensive Midfield,"Apr 8, 1993 (29)",Spain,"1,91m",left,"Jul 1, 2016","Jun 30, 2024"
Unai Vencedor,€14.00m,Central Midfield,"Nov 15, 2000 (22)",Spain,"1,76m",right,"Aug 1, 2020","Jun 30, 2027"
Oier Zarraga,€3.00m,Central Midfield,"Jan 4, 1999 (24)",Spain,"1,75m",right,"Feb 1, 2021","Jun 30, 2023"
Ander Herrera,€3.00m,Central Midfield,"Aug 14, 1989 (33)",Spain,"1,82m",right,"Jan 31, 2023","Jun 30, 2024"
Dani García,€2.00m,Central Midfield,"May 24, 1990 (32)",Spain,"1,79m",right,"Jul 1, 2018","Jun 30, 2024"
Oihan Sancet,€30.00m,Attacking Midfield,"Apr 25, 2000 (22)",Spain,"1,88m",right,"Aug 4, 2020","Jun 30, 2032"
Iker Muniain,€10.00m,Attacking Midfield,"Dec 19, 1992 (30)",Spain,"1,69m",right,"Jul 1, 2009","Jun 30, 2024"
Álex Berenguer,€15.00m,Left Winger,"Jul 4, 1995 (27)",Spain,"1,75m",right,"Oct 2, 2020","Jun 30, 2024"
Jon Morcillo,€3.00m,Left Winger,"Sep 15, 1998 (24)",Spain,"1,83m",left,"Aug 1, 2020","Jun 30, 2024"
Nico Williams,€25.00m,Right Winger,"Jul 12, 2002 (20)",Spain,"1,81m",right,"Jul 1, 2021","Jun 30, 2024"
Iñaki Williams,€25.00m,Centre-Forward,"Jun 15, 1994 (28)",Ghana,"1,86m",right,"Jul 1, 2015","Jun 30, 2028"
Raúl García,€2.50m,Centre-Forward,"Jul 11, 1986 (36)",Spain,"1,84m",right,"Aug 30, 2015","Jun 30, 2023"
Gorka Guruzeta,€2.00m,Centre-Forward,"Sep 12, 1996 (26)",Spain,"1,88m",right,"Jul 3, 2022","Jun 30, 2024"
