name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Paulo Gazzaniga,€2.50m,Goalkeeper,"Jan 2, 1992 (31)",Argentina,"1,96m",right,"Sep 1, 2022","Jun 30, 2023"
Juan Carlos,€300k,Goalkeeper,"Jan 20, 1988 (35)",Spain,"1,87m",,"Jul 1, 2019","Jun 30, 2023"
Toni Fuidias,€300k,Goalkeeper,"Apr 15, 2001 (21)",Spain,"1,95m",right,"Sep 1, 2022","Jun 30, 2025"
Santiago Bueno,€7.00m,Centre-Back,"Nov 9, 1998 (24)",Uruguay,"1,92m",right,"Aug 19, 2019","Jun 30, 2026"
David López,€2.00m,Centre-Back,"Oct 9, 1989 (33)",Spain,"1,85m",right,"Jul 25, 2022","Jun 30, 2023"
Alexander Callens,€2.00m,Centre-Back,"May 4, 1992 (30)",Peru,"1,85m",left,"Jan 23, 2023","Jun 30, 2025"
Bernardo Espinosa,€1.50m,Centre-Back,"Jul 11, 1989 (33)",Colombia,"1,92m",right,"Jul 7, 2017","Jun 30, 2024"
Juanpe,€1.50m,Centre-Back,"Apr 30, 1991 (31)",Spain,"1,90m",right,"Jul 7, 2016","Jun 30, 2023"
Miguel Gutiérrez,€8.00m,Left-Back,"Jul 27, 2001 (21)",Spain,"1,80m",left,"Aug 5, 2022","Jun 30, 2027"
Javi Hernández,€2.50m,Left-Back,"May 2, 1998 (24)",Spain,"1,85m",left,"Aug 19, 2022","Jun 30, 2023"
Arnau Martínez,€9.00m,Right-Back,"Apr 25, 2003 (19)",Spain,"1,82m",right,"Apr 1, 2021","Jun 30, 2025"
Yan Couto,€6.00m,Right-Back,"Jun 3, 2002 (20)",Brazil,"1,68m",right,"Jul 25, 2022","Jun 30, 2023"
Oriol Romeu,€5.00m,Defensive Midfield,"Sep 24, 1991 (31)",Spain,"1,83m",right,"Sep 1, 2022","Jun 30, 2025"
Ibrahima Kébé,€600k,Defensive Midfield,"Aug 1, 2000 (22)",Mali,"1,80m",right,"Jul 1, 2020","Jun 30, 2024"
Yangel Herrera,€9.00m,Central Midfield,"Jan 7, 1998 (25)",Venezuela,"1,84m",right,"Aug 2, 2022","Jun 30, 2023"
Aleix García,€7.00m,Central Midfield,"Jun 28, 1997 (25)",Spain,"1,73m",right,"Jul 23, 2021","Jun 30, 2023"
Reinier,€4.00m,Attacking Midfield,"Jan 19, 2002 (21)",Brazil,"1,85m",right,"Aug 19, 2022","Jun 30, 2023"
Iván Martín,€1.00m,Attacking Midfield,"Feb 14, 1999 (24)",Spain,"1,78m",left,"Jan 27, 2022","Jun 30, 2023"
Borja García,€1.00m,Attacking Midfield,"Nov 2, 1990 (32)",Spain,"1,75m",right,"Sep 3, 2021","Jun 30, 2023"
Rodrigo Riquelme,€7.50m,Left Winger,"Apr 2, 2000 (22)",Spain,"1,74m",right,"Aug 1, 2022","Jun 30, 2023"
Toni Villa,€2.50m,Left Winger,"Jan 7, 1995 (28)",Spain,"1,72m",right,"Sep 1, 2022","Jun 30, 2025"
Viktor Tsygankov,€22.00m,Right Winger,"Nov 15, 1997 (25)",Ukraine,"1,78m",left,"Jan 17, 2023","Jun 30, 2027"
Valery Fernández,€1.50m,Right Winger,"Nov 23, 1999 (23)",Spain,"1,82m",right,"Jan 1, 2019","Jun 30, 2026"
Taty Castellanos,€9.00m,Centre-Forward,"Oct 3, 1998 (24)",Argentina,"1,78m",right,"Jul 25, 2022","Jun 30, 2023"
Cristhian Stuani,€2.00m,Centre-Forward,"Oct 12, 1986 (36)",Uruguay,"1,84m",right,"Jul 21, 2017","Jun 30, 2026"
