name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Édgar Badía,€4.00m,Goalkeeper,"Feb 12, 1992 (31)",Spain,"1,80m",right,"Jan 5, 2019","Jun 30, 2025"
Axel Werner,€800k,Goalkeeper,"Feb 28, 1996 (27)",Argentina,"1,91m",right,"Sep 1, 2021","Jun 30, 2023"
Lisandro Magallán,€2.00m,Centre-Back,"Sep 27, 1993 (29)",Argentina,"1,85m",right,"Jan 5, 2023","Jun 30, 2023"
Enzo Roco,€1.80m,Centre-Back,"Aug 16, 1992 (30)",Chile,"1,92m",right,"Jul 9, 2021","Jun 30, 2023"
Diego González,€1.50m,Centre-Back,"Jan 28, 1995 (28)",Spain,"1,85m",right,"Oct 9, 2020","Jun 30, 2024"
Pedro Bigas,€1.00m,Centre-Back,"May 15, 1990 (32)",Spain,"1,81m",left,"Jul 7, 2021","Jun 30, 2023"
Gonzalo Verdú,€700k,Centre-Back,"Oct 21, 1988 (34)",Spain,"1,88m",right,"Jul 1, 2017","Jun 30, 2023"
John Donald,€400k,Centre-Back,"Sep 25, 2000 (22)",Spain,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Lautaro Blanco,€3.50m,Left-Back,"Feb 19, 1999 (24)",Argentina,"1,76m",left,"Aug 5, 2022","Jun 30, 2027"
Nicolás Fernández Mercau,€2.00m,Left-Back,"Jan 11, 2000 (23)",Argentina,"1,72m",left,"Sep 1, 2022","Jun 30, 2027"
Carlos Clerc,€1.80m,Left-Back,"Feb 21, 1992 (31)",Spain,"1,81m",left,"Jul 21, 2022","Jun 30, 2024"
José Ángel Carmona,€4.00m,Right-Back,"Jan 29, 2002 (21)",Spain,"1,84m",right,"Jan 11, 2023","Jun 30, 2023"
Pol Lirola,€2.50m,Right-Back,"Aug 13, 1997 (25)",Spain,"1,83m",right,"Aug 12, 2022","Jun 30, 2023"
Helibelton Palacios,€1.20m,Right-Back,"Jun 11, 1993 (29)",Colombia,"1,81m",right,"Feb 4, 2021","Jun 30, 2023"
Omar Mascarell,€3.50m,Defensive Midfield,"Feb 2, 1993 (30)",Spain,"1,81m",right,"Aug 23, 2021","Jun 30, 2025"
Gerard Gumbau,€3.00m,Defensive Midfield,"Dec 18, 1994 (28)",Spain,"1,88m",left,"Aug 31, 2021","Jun 30, 2023"
Raúl Guti,€3.00m,Central Midfield,"Dec 30, 1996 (26)",Spain,"1,78m",right,"Sep 20, 2020","Jun 30, 2025"
Pape Cheikh,€1.50m,Central Midfield,"Aug 8, 1997 (25)",Senegal,"1,80m",right,"Feb 14, 2023","Jun 30, 2023"
Randy Nteka,€2.00m,Attacking Midfield,"Dec 6, 1997 (25)",France,"1,89m",left,"Jan 31, 2023","Jun 30, 2023"
Pere Milla,€3.00m,Left Winger,"Sep 23, 1992 (30)",Spain,"1,80m",left,"Jul 1, 2019","Jun 30, 2025"
Tete Morente,€2.50m,Left Winger,"Dec 4, 1996 (26)",Spain,"1,84m",right,"Sep 16, 2020","Jun 30, 2024"
Fidel,€1.00m,Left Winger,"Oct 27, 1989 (33)",Spain,"1,80m",left,"Jul 1, 2019","Jun 30, 2024"
Álex Collado,€4.00m,Right Winger,"Apr 22, 1999 (23)",Spain,"1,77m",left,"Aug 15, 2022","Jun 30, 2023"
Josan,€1.00m,Right Winger,"Dec 3, 1989 (33)",Spain,"1,76m",right,"Jan 1, 2018","Jun 30, 2023"
Lucas Boyé,€6.00m,Centre-Forward,"Feb 28, 1996 (27)",Argentina,"1,83m",right,"Jul 1, 2021","Jun 30, 2024"
Ezequiel Ponce,€3.00m,Centre-Forward,"Mar 29, 1997 (26)",Argentina,"1,81m",right,"Jul 1, 2022","Jun 30, 2026"
