name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Álex Remiro,€25.00m,Goalkeeper,"Mar 24, 1995 (28)",Spain,"1,91m",right,"Jul 1, 2019","Jun 30, 2027"
Andoni Zubiaurre,€300k,Goalkeeper,"Dec 4, 1996 (26)",Spain,"1,89m",left,"Jul 1, 2022","Jun 30, 2024"
Robin Le Normand,€35.00m,Centre-Back,"Nov 11, 1996 (26)",France,"1,87m",right,"Jul 1, 2019","Jun 30, 2026"
Igor Zubeldia,€15.00m,Centre-Back,"Mar 30, 1997 (26)",Spain,"1,81m",right,"Jul 1, 2017","Jun 30, 2024"
Aritz Elustondo,€14.00m,Centre-Back,"Mar 28, 1994 (29)",Spain,"1,82m",right,"Jan 4, 2016","Jun 30, 2026"
Jon Pacheco,€6.00m,Centre-Back,"Jan 8, 2001 (22)",Spain,"1,84m",left,"Jul 1, 2022","Jun 30, 2027"
Aihen Muñoz,€6.00m,Left-Back,"Aug 16, 1997 (25)",Spain,"1,75m",left,"Jul 1, 2019","Jun 30, 2024"
Diego Rico,€3.00m,Left-Back,"Feb 23, 1993 (30)",Spain,"1,83m",left,"Jul 26, 2021","Jun 30, 2025"
Andoni Gorosabel,€10.00m,Right-Back,"Aug 4, 1996 (26)",Spain,"1,74m",right,"Jul 1, 2018","Jun 30, 2024"
Álex Sola,€3.00m,Right-Back,"Jun 9, 1999 (23)",Spain,"1,78m",right,"Jul 1, 2022","Jun 30, 2026"
Martín Zubimendi,€40.00m,Defensive Midfield,"Feb 2, 1999 (24)",Spain,"1,81m",right,"Sep 10, 2020","Jun 30, 2027"
Asier Illarramendi,€2.00m,Defensive Midfield,"Mar 8, 1990 (33)",Spain,"1,79m",right,"Aug 26, 2015","Jun 30, 2023"
Mikel Merino,€50.00m,Central Midfield,"Jun 22, 1996 (26)",Spain,"1,89m",left,"Jul 12, 2018","Jun 30, 2025"
Ander Guevara,€5.00m,Central Midfield,"Jul 7, 1997 (25)",Spain,"1,80m",right,"Jul 1, 2019","Jun 30, 2024"
Beñat Turrientes,€2.00m,Central Midfield,"Jan 31, 2002 (21)",Spain,"1,81m",right,"Jul 1, 2022","Jun 30, 2027"
Brais Méndez,€30.00m,Attacking Midfield,"Jan 7, 1997 (26)",Spain,"1,84m",left,"Jul 6, 2022","Jun 30, 2028"
Robert Navarro,€4.00m,Attacking Midfield,"Apr 12, 2002 (20)",Spain,"1,78m",right,"Aug 7, 2022","Jun 30, 2027"
David Silva,€4.00m,Attacking Midfield,"Jan 8, 1986 (37)",Spain,"1,70m",left,"Aug 17, 2020","Jun 30, 2023"
Mikel Oyarzabal,€50.00m,Left Winger,"Apr 21, 1997 (25)",Spain,"1,81m",left,"Jan 1, 2016","Jun 30, 2028"
Ander Barrenetxea,€6.00m,Left Winger,"Dec 27, 2001 (21)",Spain,"1,75m",right,"Jul 1, 2019","Jun 30, 2027"
Martín Merquelanz,€1.20m,Left Winger,"Jun 12, 1995 (27)",Spain,"1,76m",left,"Aug 14, 2018","Jun 30, 2025"
Takefusa Kubo,€15.00m,Right Winger,"Jun 4, 2001 (21)",Japan,"1,73m",left,"Jul 19, 2022","Jun 30, 2027"
Umar Sadiq,€18.00m,Centre-Forward,"Feb 2, 1997 (26)",Nigeria,"1,91m",right,"Sep 1, 2022","Jun 30, 2028"
Momo Cho,€15.00m,Centre-Forward,"Jan 19, 2004 (19)",France,"1,82m",left,"Jul 1, 2022","Jun 30, 2027"
Alexander Sörloth,€12.00m,Centre-Forward,"Dec 5, 1995 (27)",Norway,"1,95m",left,"Aug 29, 2022","Jun 30, 2023"
Carlos Fernández,€4.00m,Centre-Forward,"May 22, 1996 (26)",Spain,"1,85m",left,"Jan 24, 2021","Jun 30, 2026"
