name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Thibaut Courtois,€60.00m,Goalkeeper,"May 11, 1992 (30)",Belgium,"2,00m",left,"Aug 9, 2018","Jun 30, 2026"
Andriy Lunin,€4.00m,Goalkeeper,"Feb 11, 1999 (24)",Ukraine,"1,91m",right,"Jul 1, 2018","Jun 30, 2024"
Éder Militão,€60.00m,Centre-Back,"Jan 18, 1998 (25)",Brazil,"1,86m",right,"Jul 1, 2019","Jun 30, 2025"
David Alaba,€55.00m,Centre-Back,"Jun 24, 1992 (30)",Austria,"1,80m",left,"Jul 1, 2021","Jun 30, 2026"
Antonio Rüdiger,€40.00m,Centre-Back,"Mar 3, 1993 (30)",Germany,"1,90m",right,"Jul 1, 2022","Jun 30, 2026"
Nacho Fernández,€5.00m,Centre-Back,"Jan 18, 1990 (33)",Spain,"1,80m",right,"Sep 1, 2012","Jun 30, 2023"
Jesús Vallejo,€2.50m,Centre-Back,"Jan 5, 1997 (26)",Spain,"1,84m",right,"Jul 31, 2015","Jun 30, 2025"
Ferland Mendy,€40.00m,Left-Back,"Jun 8, 1995 (27)",France,"1,80m",left,"Jul 1, 2019","Jun 30, 2025"
Daniel Carvajal,€18.00m,Right-Back,"Jan 11, 1992 (31)",Spain,"1,73m",right,"Jul 1, 2013","Jun 30, 2025"
Lucas Vázquez,€9.00m,Right-Back,"Jul 1, 1991 (31)",Spain,"1,73m",right,"Jul 2, 2015","Jun 30, 2024"
Álvaro Odriozola,€6.00m,Right-Back,"Dec 14, 1995 (27)",Spain,"1,76m",right,"Jul 5, 2018","Jun 30, 2024"
Aurélien Tchouameni,€90.00m,Defensive Midfield,"Jan 27, 2000 (23)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2028"
Federico Valverde,€100.00m,Central Midfield,"Jul 22, 1998 (24)",Uruguay,"1,82m",right,"Jul 1, 2018","Jun 30, 2027"
Eduardo Camavinga,€50.00m,Central Midfield,"Nov 10, 2002 (20)",France,"1,82m",left,"Aug 31, 2021","Jun 30, 2027"
Toni Kroos,€20.00m,Central Midfield,"Jan 4, 1990 (33)",Germany,"1,83m",right,"Jul 17, 2014","Jun 30, 2023"
Luka Modric,€10.00m,Central Midfield,"Sep 9, 1985 (37)",Croatia,"1,72m",right,"Aug 27, 2012","Jun 30, 2023"
Dani Ceballos,€9.00m,Central Midfield,"Aug 7, 1996 (26)",Spain,"1,79m",right,"Jul 14, 2017","Jun 30, 2023"
Vinicius Junior,€120.00m,Left Winger,"Jul 12, 2000 (22)",Brazil,"1,76m",right,"Jul 12, 2018","Jun 30, 2024"
Eden Hazard,€7.50m,Left Winger,"Jan 7, 1991 (32)",Belgium,"1,75m",right,"Jul 1, 2019","Jun 30, 2024"
Rodrygo,€80.00m,Right Winger,"Jan 9, 2001 (22)",Brazil,"1,74m",right,"Jul 1, 2019","Jun 30, 2025"
Marco Asensio,€25.00m,Right Winger,"Jan 21, 1996 (27)",Spain,"1,82m",left,"Jul 1, 2015","Jun 30, 2023"
Karim Benzema,€35.00m,Centre-Forward,"Dec 19, 1987 (35)",France,"1,85m",right,"Jul 9, 2009","Jun 30, 2023"
Mariano Díaz,€3.00m,Centre-Forward,"Aug 1, 1993 (29)",Dominican Republic,"1,80m",right,"Aug 29, 2018","Jun 30, 2023"
Álvaro Rodríguez,€2.00m,Centre-Forward,"Jul 14, 2004 (18)",Uruguay,"1,93m",left,-,"Jun 30, 2027"
