Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Édgar Badía,es ESP,GK,31-035,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Omar Mascarell,es ESP,MF,30-045,21.2,0,9,3,33.3,0.42,0.14,0.0,0.0,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Gerard Gumbau,es ESP,MF,28-091,18.6,0,23,7,30.4,1.24,0.38,0.0,0.0,26.2,4,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
Lucas Boyé,ar ARG,FW,27-019,17.8,3,43,14,32.6,2.42,0.79,0.07,0.21,15.6,1,0,1,5.0,4.2,0.1,-2.0,-1.2,Matches
Carlos Clerc,es ESP,"DF,MF",31-026,17.5,0,6,3,50.0,0.34,0.17,0.0,0.0,14.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Helibelton Palacios,co COL,DF,29-281,16.9,0,4,3,75.0,0.24,0.18,0.0,0.0,13.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Enzo Roco,cl CHI,DF,30-215,16.4,0,10,3,30.0,0.61,0.18,0.0,0.0,10.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Pedro Bigas,es ESP,DF,32-185,15.7,0,13,5,38.5,0.83,0.32,0.0,0.0,18.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Pere Milla,es ESP,"FW,MF",30-177,13.4,6,21,4,19.0,1.57,0.3,0.14,0.75,15.4,1,3,3,4.5,2.1,0.1,1.5,0.9,Matches
Tete Morente,es ESP,"MF,DF",26-105,11.0,1,17,5,29.4,1.55,0.45,0.06,0.2,17.9,0,0,0,1.7,1.7,0.1,-0.7,-0.7,Matches
Raúl Guti,es ESP,MF,26-079,9.8,0,14,7,50.0,1.43,0.72,0.0,0.0,17.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
Fidel,es ESP,"MF,FW",33-143,8.7,1,5,0,0.0,0.57,0.0,0.0,,21.0,0,1,1,1.1,0.3,0.06,-0.1,-0.3,Matches
Ezequiel Ponce,ar ARG,"FW,MF",25-355,11.0,3,26,8,30.8,2.35,0.72,0.12,0.38,13.6,0,0,0,3.0,3.0,0.11,0.0,0.0,Matches
Roger Martí,es ESP,FW,32-075,7.3,0,6,2,33.3,0.82,0.27,0.0,0.0,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Álex Collado,es ESP,MF,23-331,6.0,1,11,5,45.5,1.85,0.84,0.09,0.2,21.0,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Diego González,es ESP,DF,28-050,9.3,0,6,0,0.0,0.64,0.0,0.0,,12.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
Pol Lirola,es ESP,DF,25-218,6.3,1,1,1,100.0,0.16,0.16,1.0,1.0,10.5,0,0,0,0.2,0.2,0.2,0.8,0.8,Matches
Gonzalo Verdú,es ESP,DF,34-149,6.0,1,6,2,33.3,0.99,0.33,0.17,0.5,13.6,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Carmona,es ESP,"MF,DF",21-049,5.8,1,5,3,60.0,0.86,0.52,0.2,0.33,17.9,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
Lisandro Magallán,ar ARG,DF,29-173,4.5,0,1,1,100.0,0.22,0.22,0.0,0.0,13.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Josan,es ESP,"DF,MF",33-106,4.9,1,3,2,66.7,0.62,0.41,0.33,0.5,14.1,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches
Johan Mojica,co COL,"DF,MF",30-210,3.0,0,3,0,0.0,1.0,0.0,0.0,,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Randy Ntekja,fr FRA,FW,25-103,2.3,0,3,0,0.0,1.32,0.0,0.0,,11.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",23-067,3.6,0,2,1,50.0,0.55,0.28,0.0,0.0,18.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Domingos Quina,pt POR,MF,23-121,3.1,0,6,0,0.0,1.96,0.0,0.0,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Lautaro Blanco,ar ARG,"DF,MF",24-028,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
John Donald,es ESP,DF,22-201,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Fernández,ar ARG,DF,34-026,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pape Cheikh Diop,sn SEN,MF,25-223,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alejandro Alfaro,es ESP,MF,20-277,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Javier Pastore,ar ARG,MF,33-272,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.1,25.0,19,244,79,32.4,9.76,3.16,0.06,0.19,17.5,8,4,5,23.2,19.2,0.08,-4.2,-4.2,
Opponent Total,,,28.0,25.0,48,370,139,37.6,14.8,5.56,0.11,0.29,17.1,13,7,10,50.5,42.6,0.12,-2.5,-1.6,
