name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Marco Bizot,€4.00m,Goalkeeper,"Mar 10, 1991 (32)",Netherlands,"1,93m",right,"Aug 4, 2021","Jun 30, 2024"
Joaquín Blázquez,€500k,Goalkeeper,"Jan 28, 2001 (22)",Argentina,"1,93m",right,"Jul 27, 2022","Jun 30, 2023"
Grégoire Coudert,€200k,Goalkeeper,"Apr 3, 1999 (23)",France,"1,88m",left,"Jul 5, 2021","Jun 30, 2023"
Brendan Chardonnet,€5.00m,Centre-Back,"Dec 22, 1994 (28)",France,"1,84m",right,"Jul 1, 2013","Jun 30, 2025"
Jean-Kévin Duverne,€4.00m,Centre-Back,"Jul 12, 1997 (25)",France,"1,84m",right,"Sep 2, 2019","Jun 30, 2023"
Lilian Brassier,€4.00m,Centre-Back,"Nov 2, 1999 (23)",France,"1,86m",left,"Jul 1, 2021","Jun 30, 2024"
Achraf Dari,€2.50m,Centre-Back,"May 6, 1999 (23)",Morocco,"1,88m",right,"Jul 29, 2022","Jun 30, 2026"
Christophe Hérelle,€2.50m,Centre-Back,"Aug 22, 1992 (30)",Martinique,"1,88m",right,"Aug 11, 2020","Jun 30, 2024"
Josué Escartin,€250k,Centre-Back,"Mar 21, 2003 (19)",France,"1,93m",right,"Aug 9, 2022","Jun 30, 2025"
Bradley Locko,€3.50m,Left-Back,"May 6, 2002 (20)",France,"1,80m",left,"Jan 31, 2023","Jun 30, 2023"
Kenny Lala,€1.50m,Right-Back,"Oct 3, 1991 (31)",France,"1,78m",right,"Jan 1, 2023",-
Noah Fadiga,€1.00m,Right-Back,"Dec 3, 1999 (23)",Senegal,"1,87m",both,"Jul 1, 2022","Jun 30, 2026"
Pierre Lees-Melou,€4.50m,Defensive Midfield,"May 25, 1993 (29)",France,"1,85m",right,"Jul 23, 2022","Jun 30, 2025"
Haris Belkebla,€4.00m,Central Midfield,"Jan 28, 1994 (29)",Algeria,"1,77m",right,"Jul 1, 2018","Jun 30, 2023"
Mahdi Camara,€4.00m,Central Midfield,"Jun 30, 1998 (24)",France,"1,78m",right,"Aug 26, 2022","Jun 30, 2023"
Hugo Magnetti,€1.80m,Central Midfield,"May 30, 1998 (24)",France,"1,80m",right,"Jul 1, 2018","Jun 30, 2026"
Félix Lemaréchal,€500k,Central Midfield,"Aug 7, 2003 (19)",France,"1,80m",right,"Jan 31, 2023","Jun 30, 2023"
Romain Del Castillo,€3.00m,Right Midfield,"Mar 29, 1996 (26)",France,"1,72m",left,"Aug 31, 2021","Jun 30, 2024"
Mathias Pereira Lage,€2.50m,Right Midfield,"Nov 30, 1996 (26)",France,"1,80m",right,"Jul 1, 2022","Jun 30, 2025"
Franck Honorat,€9.00m,Right Winger,"Aug 11, 1996 (26)",France,"1,80m",right,"Jul 1, 2020","Jun 30, 2025"
Alberth Elis,€4.00m,Right Winger,"Feb 12, 1996 (27)",Honduras,"1,85m",right,"Jan 30, 2023","Jun 30, 2023"
Karamoko Dembélé,€500k,Right Winger,"Feb 22, 2003 (20)",England,"1,67m",left,"Jul 5, 2022","Jun 30, 2026"
Taïryk Arconte,€400k,Right Winger,"Nov 12, 2003 (19)",France,"1,81m",,"Sep 1, 2022","Jun 30, 2026"
Steve Mounié,€6.00m,Centre-Forward,"Sep 29, 1994 (28)",Benin,"1,90m",right,"Sep 9, 2020","Jun 30, 2024"
Jérémy Le Douaron,€3.00m,Centre-Forward,"Apr 21, 1998 (24)",France,"1,89m",left,"Jul 1, 2020","Jun 30, 2026"
Loïc Rémy,€150k,Centre-Forward,"Jan 2, 1987 (36)",France,"1,85m",right,"Feb 1, 2023","Jun 30, 2023"
