name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Alexander Nübel,€10.00m,Goalkeeper,"Sep 30, 1996 (26)",Germany,"1,93m",right,"Jul 1, 2021","Jun 30, 2023"
Thomas Didillon,€1.20m,Goalkeeper,"Nov 28, 1995 (27)",France,"1,93m",left,"Jul 20, 2022","Jun 30, 2023"
Yann Lienard,€200k,Goalkeeper,"Mar 16, 2003 (20)",France,"1,94m",right,-,"Jun 30, 2024"
Axel Disasi,€25.00m,Centre-Back,"Mar 11, 1998 (25)",France,"1,90m",right,"Aug 7, 2020","Jun 30, 2025"
Guillermo Maripán,€13.00m,Centre-Back,"May 6, 1994 (28)",Chile,"1,90m",right,"Aug 24, 2019","Jun 30, 2025"
Malang Sarr,€8.00m,Centre-Back,"Jan 23, 1999 (24)",France,"1,83m",left,"Aug 10, 2022","Jun 30, 2023"
Chrislain Matsima,€4.00m,Centre-Back,"May 15, 2002 (20)",France,"1,93m",right,"Jul 1, 2020","Jun 30, 2025"
Yllan Okou,€300k,Centre-Back,"Dec 23, 2002 (20)",France,"1,89m",left,-,"Jun 30, 2025"
Caio Henrique,€20.00m,Left-Back,"Jul 31, 1997 (25)",Brazil,"1,78m",left,"Aug 27, 2020","Jun 30, 2027"
Ismail Jakobs,€7.00m,Left-Back,"Aug 17, 1999 (23)",Senegal,"1,84m",left,"Jul 12, 2021","Jun 30, 2026"
Vanderson,€18.00m,Right-Back,"Jun 21, 2001 (21)",Brazil,"1,73m",right,"Jan 1, 2022","Jun 30, 2027"
Ruben Aguilar,€10.00m,Right-Back,"Apr 26, 1993 (29)",France,"1,70m",right,"Aug 6, 2019","Jun 30, 2025"
Mohamed Camara,€25.00m,Defensive Midfield,"Jan 6, 2000 (23)",Mali,"1,73m",right,"Aug 14, 2022","Jun 30, 2027"
Soungoutou Magassa,€500k,Defensive Midfield,"Oct 8, 2003 (19)",France,"1,88m",right,"Jul 1, 2022","Jun 30, 2024"
Youssouf Fofana,€25.00m,Central Midfield,"Jan 10, 1999 (24)",France,"1,85m",right,"Jan 29, 2020","Jun 30, 2024"
Jean Lucas,€7.00m,Central Midfield,"Jun 22, 1998 (24)",Brazil,"1,79m",right,"Aug 2, 2021","Jun 30, 2026"
Eliot Matazo,€7.00m,Central Midfield,"Feb 15, 2002 (21)",Belgium,"1,70m",right,"Jul 1, 2020","Jun 30, 2026"
Aleksandr Golovin,€22.00m,Attacking Midfield,"May 30, 1996 (26)",Russia,"1,78m",right,"Jul 27, 2018","Jun 30, 2026"
Maghnes Akliouche,€4.00m,Attacking Midfield,"Feb 25, 2002 (21)",France,"1,83m",left,"Jul 1, 2022","Jun 30, 2024"
Eliesse Ben Seghir,€200k,Attacking Midfield,"Feb 16, 2005 (18)",France,-,right,"Jan 1, 2023","Jun 30, 2025"
Takumi Minamino,€10.00m,Left Winger,"Jan 16, 1995 (28)",Japan,"1,72m",right,"Jul 1, 2022","Jun 30, 2026"
Krépin Diatta,€13.00m,Right Winger,"Feb 25, 1999 (24)",Senegal,"1,75m",right,"Jan 21, 2021","Jun 30, 2025"
Gelson Martins,€10.00m,Right Winger,"May 11, 1995 (27)",Portugal,"1,70m",right,"Jul 1, 2019","Jun 30, 2024"
Wissam Ben Yedder,€20.00m,Centre-Forward,"Aug 12, 1990 (32)",France,"1,70m",both,"Aug 14, 2019","Jun 30, 2024"
Breel Embolo,€20.00m,Centre-Forward,"Feb 14, 1997 (26)",Switzerland,"1,87m",right,"Jul 15, 2022","Jun 30, 2026"
Kevin Volland,€16.00m,Centre-Forward,"Jul 30, 1992 (30)",Germany,"1,79m",left,"Sep 2, 2020","Jun 30, 2024"
Myron Boadu,€10.00m,Centre-Forward,"Jan 14, 2001 (22)",Netherlands,"1,81m",right,"Aug 4, 2021","Jun 30, 2026"
