name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Pau López,€12.00m,Goalkeeper,"Dec 13, 1994 (28)",Spain,"1,89m",left,"Jul 1, 2022","Jun 30, 2026"
Rubén Blanco,€3.00m,Goalkeeper,"Jul 25, 1995 (27)",Spain,"1,88m",right,"Jul 20, 2022","Jun 30, 2023"
Simon Ngapandouetnbu,€400k,Goalkeeper,"Apr 12, 2003 (19)",Cameroon,"1,86m",right,"Oct 11, 2019","Jun 30, 2024"
Chancel Mbemba,€17.00m,Centre-Back,"Aug 8, 1994 (28)",DR Congo,"1,82m",right,"Jul 15, 2022","Jun 30, 2025"
Samuel Gigot,€10.00m,Centre-Back,"Oct 12, 1993 (29)",France,"1,87m",right,"Jan 29, 2022","Jun 30, 2025"
Leonardo Balerdi,€10.00m,Centre-Back,"Jan 26, 1999 (24)",Argentina,"1,87m",right,"Jul 3, 2021","Jun 30, 2026"
Eric Bailly,€8.00m,Centre-Back,"Apr 12, 1994 (28)",Cote d'Ivoire,"1,87m",right,"Aug 24, 2022","Jun 30, 2023"
Nuno Tavares,€18.00m,Left-Back,"Jan 26, 2000 (23)",Portugal,"1,83m",left,"Jul 30, 2022","Jun 30, 2023"
Sead Kolasinac,€3.00m,Left-Back,"Jun 20, 1993 (29)",Bosnia-Herzegovina,"1,83m",left,"Jan 18, 2022","Jun 30, 2023"
Jonathan Clauss,€15.00m,Right-Back,"Sep 25, 1992 (30)",France,"1,78m",right,"Jul 20, 2022","Jun 30, 2025"
Issa Kaboré,€5.00m,Right-Back,"May 12, 2001 (21)",Burkina Faso,"1,80m",right,"Aug 17, 2022","Jun 30, 2023"
Jordan Veretout,€14.00m,Defensive Midfield,"Mar 1, 1993 (30)",France,"1,77m",right,"Aug 5, 2022","Jun 30, 2025"
Bartug Elmaz,€300k,Defensive Midfield,"Feb 19, 2003 (20)",Turkey,"1,79m",right,-,"Jun 30, 2026"
Mattéo Guendouzi,€25.00m,Central Midfield,"Apr 14, 1999 (23)",France,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Azzedine Ounahi,€15.00m,Central Midfield,"Apr 19, 2000 (22)",Morocco,"1,82m",right,"Jan 29, 2023","Jun 30, 2027"
Valentin Rongier,€14.00m,Central Midfield,"Dec 7, 1994 (28)",France,"1,72m",right,"Sep 3, 2019","Jun 30, 2026"
Ruslan Malinovskyi,€18.00m,Attacking Midfield,"May 4, 1993 (29)",Ukraine,"1,81m",left,"Jan 9, 2023","Jun 30, 2023"
Amine Harit,€14.00m,Attacking Midfield,"Jun 18, 1997 (25)",Morocco,"1,80m",right,"Sep 1, 2022","Jun 30, 2023"
Dimitri Payet,€3.00m,Attacking Midfield,"Mar 29, 1987 (35)",France,"1,75m",right,"Jan 30, 2017","Jun 30, 2024"
Cengiz Ünder,€17.00m,Right Winger,"Jul 14, 1997 (25)",Turkey,"1,73m",left,"Jul 1, 2022","Jun 30, 2025"
Vitinha,€15.00m,Centre-Forward,"Mar 15, 2000 (23)",Portugal,"1,78m",right,"Jan 31, 2023","Jun 30, 2027"
Alexis Sánchez,€4.50m,Centre-Forward,"Dec 19, 1988 (34)",Chile,"1,69m",right,"Aug 10, 2022","Jun 30, 2023"
