name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Brice Samba,€10.00m,Goalkeeper,"Apr 25, 1994 (28)",France,"1,87m",right,"Jul 5, 2022","Jun 30, 2027"
Wuilker Fariñez,€4.00m,Goalkeeper,"Feb 15, 1998 (25)",Venezuela,"1,80m",right,"Jul 1, 2021","Jun 30, 2024"
Jean-Louis Leca,€300k,Goalkeeper,"Sep 21, 1985 (37)",France,"1,80m",right,"Jul 1, 2018","Jun 30, 2024"
Yannick Pandor,€200k,Goalkeeper,"May 1, 2001 (21)",Comoros,"1,92m",left,"Jul 1, 2022","Jun 30, 2026"
Kevin Danso,€16.00m,Centre-Back,"Sep 19, 1998 (24)",Austria,"1,90m",right,"Aug 6, 2021","Jun 30, 2026"
Facundo Medina,€16.00m,Centre-Back,"May 28, 1999 (23)",Argentina,"1,84m",left,"Jul 2, 2020","Jun 30, 2026"
Jonathan Gradit,€4.50m,Centre-Back,"Nov 24, 1992 (30)",France,"1,80m",right,"Aug 20, 2019","Jun 30, 2026"
Steven Fortes,€500k,Centre-Back,"Apr 17, 1992 (30)",Cape Verde,"1,92m",right,"Jul 1, 2019","Jun 30, 2023"
Adrien Louveau,€100k,Centre-Back,"Feb 1, 2000 (23)",France,"1,89m",right,"Jul 1, 2022","Jun 30, 2023"
Deiver Machado,€3.00m,Left-Back,"Sep 2, 1993 (29)",Colombia,"1,80m",left,"Jul 7, 2021","Jun 30, 2026"
Massadio Haidara,€3.00m,Left-Back,"Dec 2, 1992 (30)",Mali,"1,79m",left,"Jul 1, 2018","Jun 30, 2025"
Ismaël Boura,€1.20m,Left-Back,"Aug 14, 2000 (22)",France,"1,73m",left,"Apr 19, 2020","Jun 30, 2023"
Julien Le Cardinal,€2.50m,Right-Back,"Aug 3, 1997 (25)",France,"1,84m",right,"Nov 15, 2022","Jun 30, 2025"
Salis Abdul Samed,€13.00m,Defensive Midfield,"Mar 26, 2000 (23)",Ghana,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Jean Onana,€4.00m,Defensive Midfield,"Jan 8, 2000 (23)",Cameroon,"1,89m",right,"Sep 1, 2022","Jun 30, 2027"
Lukasz Poreba,€2.50m,Defensive Midfield,"Mar 13, 2000 (23)",Poland,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Seko Fofana,€30.00m,Central Midfield,"May 7, 1995 (27)",Cote d'Ivoire,"1,85m",right,"Aug 18, 2020","Jun 30, 2025"
Mamadou Camara,€250k,Central Midfield,"Oct 15, 2002 (20)",Senegal,"1,85m",left,"Jul 2, 2021","Jun 30, 2024"
Yaya Fofana,€150k,Central Midfield,"Jun 12, 2004 (18)",Mali,"1,80m",right,-,"Jun 30, 2027"
Przemyslaw Frankowski,€7.00m,Right Midfield,"Apr 12, 1995 (27)",Poland,"1,75m",right,"Aug 5, 2021","Jun 30, 2026"
Jimmy Cabot,€4.00m,Right Midfield,"Apr 18, 1994 (28)",France,"1,64m",right,"Jul 1, 2022","Jun 30, 2026"
David Costa,€10.00m,Attacking Midfield,"Jan 5, 2001 (22)",Portugal,"1,68m",right,"Jul 1, 2020","Jun 30, 2026"
Angelo Fulgini,€9.00m,Attacking Midfield,"Aug 20, 1996 (26)",France,"1,82m",right,"Jan 31, 2023","Jun 30, 2023"
Alexis Claude-Maurice,€5.00m,Attacking Midfield,"Jun 6, 1998 (24)",France,"1,75m",right,"Aug 31, 2022","Jun 30, 2023"
Adrien Thomasson,€4.00m,Attacking Midfield,"Dec 10, 1993 (29)",France,"1,75m",right,"Jan 12, 2023","Jun 30, 2026"
Loïs Openda,€20.00m,Centre-Forward,"Feb 16, 2000 (23)",Belgium,"1,77m",right,"Jul 6, 2022","Jun 30, 2027"
Adam Buksa,€7.00m,Centre-Forward,"Jul 12, 1996 (26)",Poland,"1,93m",left,"Jul 1, 2022","Jun 30, 2027"
Florian Sotoca,€4.00m,Centre-Forward,"Oct 25, 1990 (32)",France,"1,87m",right,"Jul 1, 2019","Jun 30, 2026"
Wesley Saïd,€2.50m,Centre-Forward,"Apr 19, 1995 (27)",France,"1,71m",right,"Jul 1, 2021","Jun 30, 2026"
Rémy Labeau Lascary,€400k,Centre-Forward,"Mar 3, 2003 (20)",Guadeloupe,"1,84m",right,"Jan 1, 2023","Jun 30, 2026"
