name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Yvon Mvogo,€3.50m,Goalkeeper,"Jun 6, 1994 (28)",Switzerland,"1,90m",right,"Jul 13, 2022","Jun 30, 2024"
Julian Pollersbeck,€600k,Goalkeeper,"Aug 16, 1994 (28)",Germany,"1,95m",right,"Jan 31, 2023","Jun 30, 2023"
Vito Mannone,€300k,Goalkeeper,"Mar 2, 1988 (35)",Italy,"1,89m",right,"Sep 1, 2022","Jun 30, 2023"
Teddy Bartouche,€150k,Goalkeeper,"Jun 5, 1997 (25)",France,"1,78m",right,"Jul 1, 2020","Jun 30, 2023"
Montassar Talbi,€4.00m,Centre-Back,"May 26, 1998 (24)",Tunisia,"1,90m",right,"Jul 18, 2022","Jun 30, 2025"
Julien Laporte,€3.00m,Centre-Back,"Nov 4, 1993 (29)",France,"1,85m",right,"Jul 8, 2019","Jun 30, 2025"
Maxime Wackers,€150k,Centre-Back,"Jan 1, 1998 (25)",France,"1,84m",right,-,-
Bamo Meïté,€100k,Centre-Back,"Jun 20, 2001 (21)",Cote d'Ivoire,"1,83m",,"Jul 1, 2022","Jun 30, 2026"
Vincent Le Goff,€1.20m,Left-Back,"Oct 15, 1989 (33)",France,"1,77m",left,"Jul 17, 2014","Jun 30, 2024"
Darlin Yongwa,€1.00m,Left-Back,"Sep 22, 2000 (22)",Cameroon,"1,77m",left,"Jul 1, 2022","Jun 30, 2026"
Gédéon Kalulu,€4.00m,Right-Back,"Aug 29, 1997 (25)",DR Congo,"1,79m",right,"Jul 1, 2022","Jun 30, 2026"
Igor Silva,€2.00m,Right-Back,"Aug 21, 1996 (26)",Brazil,"1,73m",right,"Jul 23, 2021","Jun 30, 2026"
Laurent Abergel,€3.00m,Defensive Midfield,"Feb 1, 1993 (30)",France,"1,70m",right,"Jul 26, 2019","Jun 30, 2025"
Bonke Innocent,€2.00m,Defensive Midfield,"Jan 20, 1996 (27)",Nigeria,"1,78m",right,"Jan 18, 2022","Jun 30, 2025"
Jean-Victor Makengo,€7.50m,Central Midfield,"Jun 12, 1998 (24)",France,"1,77m",left,"Jan 30, 2023","Jun 30, 2027"
Ayman Kari,€500k,Central Midfield,"Nov 19, 2004 (18)",France,"1,76m",right,"Jan 31, 2023","Jun 30, 2023"
Romain Faivre,€10.00m,Right Midfield,"Jul 14, 1998 (24)",France,"1,80m",left,"Jan 28, 2023","Jun 30, 2023"
Enzo Le Fée,€12.00m,Attacking Midfield,"Feb 3, 2000 (23)",France,"1,70m",right,"Jul 1, 2019","Jun 30, 2024"
Adil Aouchiche,€3.00m,Attacking Midfield,"Jul 15, 2002 (20)",France,"1,81m",right,"Sep 1, 2022","Jun 30, 2026"
Julien Ponceau,€2.50m,Attacking Midfield,"Nov 28, 2000 (22)",France,"1,70m",right,"Jul 1, 2018","Jun 30, 2025"
Théo Le Bris,€2.00m,Attacking Midfield,"Oct 1, 2002 (20)",France,"1,70m",right,"Jul 1, 2022","Jun 30, 2027"
Yoann Cathline,€2.50m,Left Winger,"Jul 22, 2002 (20)",France,"1,76m",right,"Sep 5, 2022","Jun 30, 2027"
Stéphane Diarra,€3.00m,Right Winger,"Dec 9, 1998 (24)",Cote d'Ivoire,"1,73m",left,"Jul 1, 2020","Jun 30, 2025"
Bamba Dieng,€8.00m,Centre-Forward,"Mar 23, 2000 (22)",Senegal,"1,78m",right,"Jan 27, 2023","Jun 30, 2025"
Ibrahima Koné,€4.00m,Centre-Forward,"Jun 16, 1999 (23)",Mali,"1,90m",left,"Jan 31, 2022","Jun 30, 2026"
Siriné Doucouré,€500k,Centre-Forward,"Apr 8, 2002 (20)",France,"1,93m",right,"Sep 1, 2022","Jun 30, 2026"
