name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Benjamin Lecomte,€4.00m,Goalkeeper,"Apr 26, 1991 (31)",France,"1,86m",left,"Jan 26, 2023","Jun 30, 2027"
Dimitry Bertaud,€1.50m,Goalkeeper,"Jun 6, 1998 (24)",France,"1,80m",right,"Jul 1, 2017","Jun 30, 2025"
Bingourou Kamara,€800k,Goalkeeper,"Oct 21, 1996 (26)",Senegal,"1,95m",right,"Sep 1, 2022","Jun 30, 2023"
Matis Carvalho,€300k,Goalkeeper,"Apr 28, 1999 (23)",Portugal,"1,86m",left,"Jul 1, 2019","Jun 30, 2023"
Maxime Estève,€5.00m,Centre-Back,"May 26, 2002 (20)",France,"1,93m",left,"Jul 1, 2021","Jun 30, 2025"
Kiki Kouyaté,€3.50m,Centre-Back,"Apr 15, 1997 (25)",Mali,"1,92m",both,"Jan 20, 2023","Jun 30, 2026"
Christopher Jullien,€3.50m,Centre-Back,"Mar 22, 1993 (30)",France,"1,96m",right,"Aug 23, 2022","Jun 30, 2025"
Mamadou Sakho,€3.50m,Centre-Back,"Feb 13, 1990 (33)",France,"1,87m",left,"Jul 27, 2021","Jun 30, 2024"
Pedro Mendes,€3.00m,Centre-Back,"Oct 1, 1990 (32)",Portugal,"1,86m",right,"Jul 18, 2017","Jun 30, 2023"
Enzo Tchato,€3.00m,Centre-Back,"Nov 23, 2002 (20)",Cameroon,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Faitout Maouassa,€5.00m,Left-Back,"Jul 6, 1998 (24)",France,"1,70m",left,"Jul 1, 2022","Jun 30, 2023"
Issiaga Sylla,€2.00m,Left-Back,"Jan 1, 1994 (29)",Guinea,"1,80m",left,"Jan 31, 2023","Jun 30, 2025"
Théo Sainte-Luce,€2.00m,Left-Back,"Oct 20, 1998 (24)",France,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Thibault Tamas,€200k,Left-Back,"Feb 20, 2001 (22)",France,"1,78m",left,"Sep 27, 2019","Jun 30, 2023"
Falaye Sacko,€4.00m,Right-Back,"May 1, 1995 (27)",Mali,"1,79m",right,"Jul 1, 2022","Jun 30, 2023"
Mathías Suárez,€400k,Right-Back,"Jun 24, 1996 (26)",Uruguay,"1,82m",right,"Jan 2, 2019","Jun 30, 2023"
Joris Chotard,€9.00m,Defensive Midfield,"Sep 24, 2001 (21)",France,"1,79m",right,"Sep 25, 2019","Jun 30, 2025"
Jordan Ferri,€5.00m,Central Midfield,"Mar 12, 1992 (31)",France,"1,73m",right,"Jul 1, 2019","Jun 30, 2026"
Khalil Fayad,€2.50m,Central Midfield,"Jun 9, 2004 (18)",France,"1,76m",right,"Jul 1, 2022","Jun 30, 2027"
Léo Leroy,€1.20m,Central Midfield,"Feb 14, 2000 (23)",France,"1,87m",,"Jul 1, 2021","Jun 30, 2025"
Téji Savanier,€12.00m,Attacking Midfield,"Dec 22, 1991 (31)",France,"1,72m",right,"Jul 2, 2019","Jun 30, 2026"
Stephy Mavididi,€8.00m,Left Winger,"May 31, 1998 (24)",England,"1,82m",right,"Jul 1, 2020","Jun 30, 2024"
Béni Makouana,€800k,Left Winger,"Sep 28, 2002 (20)",Congo,"1,81m",right,"Oct 19, 2020","Jun 30, 2025"
Arnaud Nordin,€5.00m,Right Winger,"Jun 17, 1998 (24)",France,"1,70m",left,"Jul 1, 2022","Jun 30, 2025"
Elye Wahi,€25.00m,Centre-Forward,"Jan 2, 2003 (20)",France,"1,84m",right,"Jan 1, 2021","Jun 30, 2025"
Wahbi Khazri,€3.00m,Centre-Forward,"Feb 8, 1991 (32)",Tunisia,"1,76m",right,"Jul 1, 2022","Jun 30, 2023"
Valère Germain,€2.00m,Centre-Forward,"Apr 17, 1990 (32)",France,"1,81m",right,"Aug 31, 2021","Jun 30, 2024"
Yanis Guermouche,€200k,Centre-Forward,"Apr 15, 2001 (21)",Algeria,"1,92m",,"Jul 1, 2021","Jun 30, 2024"
