name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Maxime Dupé,€2.00m,Goalkeeper,"Mar 4, 1993 (30)",France,"1,88m",right,"Jul 1, 2020","Jun 30, 2023"
Kjetil Haug,€400k,Goalkeeper,"Jun 12, 1998 (24)",Norway,"1,91m",right,"Jul 1, 2022","Jun 30, 2026"
Thomas Himeur,€150k,Goalkeeper,"Jan 17, 2001 (22)",France,"1,87m",,"Jul 1, 2021","Jun 30, 2024"
Anthony Rouault,€6.00m,Centre-Back,"May 29, 2001 (21)",France,"1,86m",right,"Jul 1, 2019","Jun 30, 2024"
Rasmus Nicolaisen,€5.00m,Centre-Back,"Mar 16, 1997 (26)",Denmark,"1,91m",left,"Aug 17, 2021","Jun 30, 2025"
Logan Costa,€400k,Centre-Back,"Apr 1, 2001 (21)",Cape Verde,"1,90m",right,"Aug 20, 2021","Jun 30, 2025"
Kévin Keben,€400k,Centre-Back,"Jan 26, 2004 (19)",Cameroon,-,,"Jul 1, 2022","Jun 30, 2025"
Gabriel Suazo,€2.00m,Left-Back,"Aug 9, 1997 (25)",Chile,"1,78m",left,"Jan 16, 2023","Jun 30, 2026"
Oliver Zandén,€1.20m,Left-Back,"Aug 14, 2001 (21)",Sweden,"1,83m",,"Jul 19, 2022","Jun 30, 2026"
Moussa Diarra,€800k,Left-Back,"Nov 10, 2000 (22)",Mali,"1,85m",left,"Jul 1, 2019","Jun 30, 2024"
Mikkel Desler,€2.50m,Right-Back,"Feb 19, 1995 (28)",Denmark,"1,84m",right,"Jul 20, 2021","Jun 30, 2023"
Warren Kamanzi,€1.00m,Right-Back,"Nov 11, 2000 (22)",Norway,"1,77m",right,"Jan 2, 2023","Jun 30, 2026"
Stijn Spierings,€4.00m,Defensive Midfield,"Mar 12, 1996 (27)",Netherlands,"1,88m",right,"Oct 5, 2020","Jun 30, 2023"
Branco van den Boomen,€7.00m,Central Midfield,"Jul 21, 1995 (27)",Netherlands,"1,88m",right,"Aug 7, 2020","Jun 30, 2023"
Brecht Dejaegere,€1.80m,Central Midfield,"May 29, 1991 (31)",Belgium,"1,73m",right,"Jul 1, 2021","Jun 30, 2023"
Theocharis Tsingaras,€1.80m,Central Midfield,"Aug 20, 2000 (22)",Greece,"1,75m",right,"Sep 1, 2022","Jun 30, 2023"
Vincent Sierro,€1.20m,Central Midfield,"Oct 8, 1995 (27)",Switzerland,"1,85m",right,"Jan 23, 2023","Jun 30, 2026"
Farès Chaïbi,€4.00m,Attacking Midfield,"Nov 28, 2002 (20)",Algeria,"1,83m",right,"Jul 1, 2022","Jun 30, 2025"
Denis Genreau,€1.20m,Attacking Midfield,"May 21, 1999 (23)",Australia,"1,75m",right,"Aug 2, 2021","Jun 30, 2025"
Veljko Birmancevic,€3.50m,Left Winger,"Mar 5, 1998 (25)",Serbia,"1,79m",both,"Sep 1, 2022","Jun 30, 2026"
Rafael Ratão,€2.50m,Left Winger,"Nov 30, 1995 (27)",Brazil,"1,83m",right,"Aug 31, 2021","Jun 30, 2024"
Zakaria Aboukhlal,€3.50m,Right Winger,"Feb 18, 2000 (23)",Morocco,"1,79m",both,"Jul 1, 2022","Jun 30, 2026"
Rhys Healey,€3.00m,Centre-Forward,"Dec 6, 1994 (28)",England,"1,80m",right,"Aug 27, 2020","Jun 30, 2023"
Thijs Dallinga,€3.00m,Centre-Forward,"Aug 3, 2000 (22)",Netherlands,"1,90m",right,"Jul 1, 2022","Jun 30, 2026"
Ado Onaiwu,€1.50m,Centre-Forward,"Nov 8, 1995 (27)",Japan,"1,80m",right,"Jul 20, 2021","Jun 30, 2024"
Saïd Hamulic,€1.50m,Centre-Forward,"Nov 12, 2000 (22)",Bosnia-Herzegovina,"1,88m",right,"Jan 24, 2023","Jun 30, 2027"
