name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Paul Bernardoni,€5.00m,Goalkeeper,"Apr 18, 1997 (25)",France,"1,90m",left,"Jul 1, 2020","Jun 30, 2024"
Yahia Fofana,€2.50m,Goalkeeper,"Aug 21, 2000 (22)",France,"1,94m",right,"Jul 1, 2022","Jun 30, 2026"
Melvin Zinga,€100k,Goalkeeper,"Mar 16, 2002 (21)",France,"1,87m",left,"Jul 1, 2022","Jun 30, 2023"
Théo Borne,€100k,Goalkeeper,"Jul 15, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2023"
Cédric Hountondji,€3.00m,Centre-Back,"Jan 19, 1994 (29)",Benin,"1,94m",right,"Jul 18, 2022","Jun 30, 2026"
Miha Blazic,€2.00m,Centre-Back,"May 8, 1993 (29)",Slovenia,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Ousmane Camara,€2.00m,Centre-Back,"Mar 6, 2003 (20)",France,"1,97m",right,"Aug 16, 2022","Jun 30, 2026"
Souleyman Doumbia,€3.00m,Left-Back,"Sep 24, 1996 (26)",Cote d'Ivoire,"1,83m",left,"Jul 8, 2020","Jun 30, 2023"
Faouzi Ghoulam,€1.00m,Left-Back,"Feb 1, 1991 (32)",Algeria,"1,84m",left,"Jan 31, 2023","Jun 30, 2023"
Ilyes Chetti,€500k,Left-Back,"Jan 22, 1995 (28)",Algeria,"1,76m",left,"Jul 19, 2022","Jun 30, 2026"
Yan Valery,€2.50m,Right-Back,"Feb 22, 1999 (24)",Tunisia,"1,80m",right,"Sep 1, 2022","Jun 30, 2026"
Halid Sabanovic,€800k,Right-Back,"Aug 22, 1999 (23)",Bosnia-Herzegovina,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Abdoulaye Bamba,€400k,Right-Back,"Apr 25, 1990 (32)",Cote d'Ivoire,"1,82m",right,"Jan 1, 2017","Jun 30, 2023"
Ali Kalla,€100k,Right-Back,"Apr 23, 1998 (24)",France,"1,72m",left,"Jul 1, 2022","Jun 30, 2023"
Batista Mendy,€3.00m,Defensive Midfield,"Jan 12, 2000 (23)",France,"1,91m",right,"Jul 19, 2021","Jun 30, 2024"
Ibrahim Amadou,€1.80m,Defensive Midfield,"Apr 6, 1993 (29)",France,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Zinédine Ould Khaled,€250k,Defensive Midfield,"Jan 14, 2000 (23)",France,"1,95m",right,"Jul 29, 2019","Jun 30, 2025"
Nabil Bentaleb,€5.00m,Central Midfield,"Nov 24, 1994 (28)",Algeria,"1,87m",left,"Jan 6, 2022","Jun 30, 2025"
Yassin Belkhdim,€100k,Central Midfield,"Feb 14, 2002 (21)",Morocco,"1,75m",right,"Jul 1, 2022","Jun 30, 2025"
Pierrick Capelle,€300k,Left Midfield,"Apr 15, 1987 (35)",France,"1,81m",left,"Jul 1, 2015","Jun 30, 2023"
Himad Abdelli,€1.20m,Attacking Midfield,"Nov 17, 1999 (23)",France,"1,85m",left,"Jul 1, 2022","Jun 30, 2026"
Waniss Taïbi,€500k,Attacking Midfield,"Mar 7, 2002 (21)",France,"1,84m",both,"Jul 1, 2021","Jun 30, 2025"
Jean-Mattéo Bahoya,€100k,Attacking Midfield,"May 7, 2005 (17)",France,"1,80m",right,-,"Jun 30, 2025"
Farid El Melali,€700k,Left Winger,"Jul 13, 1997 (25)",Algeria,"1,68m",both,"Aug 9, 2018","Jun 30, 2023"
Abdallah Sima,€7.00m,Right Winger,"Jun 17, 2001 (21)",Senegal,"1,88m",right,"Jul 13, 2022","Jun 30, 2023"
Sada Thioub,€2.00m,Right Winger,"Jun 1, 1995 (27)",Senegal,"1,79m",right,"Jul 23, 2019","Jun 30, 2023"
Ibrahima Niane,€3.50m,Centre-Forward,"Mar 11, 1999 (24)",Senegal,"1,87m",right,"Jan 31, 2023","Jun 30, 2023"
Adrien Hunou,€3.50m,Centre-Forward,"Jan 19, 1994 (29)",France,"1,79m",right,"Jul 1, 2022","Jun 30, 2025"
Amine Salama,€1.80m,Centre-Forward,"Jul 18, 2000 (22)",France,"1,92m",right,"Jul 1, 2022","Jun 30, 2026"
Loïs Diony,€1.00m,Centre-Forward,"Dec 20, 1992 (30)",France,"1,83m",right,"Sep 10, 2020","Jun 30, 2023"
Ulrick Eneme-Ella,€250k,Centre-Forward,"May 22, 2001 (21)",Gabon,"1,84m",right,"Jul 1, 2022","Jun 30, 2025"
