name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Yehvann Diouf,€1.00m,Goalkeeper,"Nov 16, 1999 (23)",France,"1,84m",right,"Jul 1, 2019","Jun 30, 2027"
Alexandre Olliero,€700k,Goalkeeper,"Feb 15, 1996 (27)",France,"1,93m",right,"Jan 31, 2023","Jun 30, 2026"
Nicolas Penneteau,€150k,Goalkeeper,"Feb 28, 1981 (42)",France,"1,85m",left,"Jul 1, 2021","Jun 30, 2023"
Florent Duparchy,€100k,Goalkeeper,"Jun 20, 2000 (22)",France,"1,87m",right,-,"Jun 30, 2024"
Emmanuel Agbadou,€3.00m,Centre-Back,"Jun 17, 1997 (25)",Cote d'Ivoire,"1,92m",right,"Jul 1, 2022","Jun 30, 2027"
Yunis Abdelhamid,€800k,Centre-Back,"Sep 28, 1987 (35)",Morocco,"1,90m",left,"Jul 1, 2017","Jun 30, 2024"
Thibault De Smet,€400k,Left-Back,"Jun 5, 1998 (24)",Belgium,"1,83m",left,"Jul 1, 2020","Jun 30, 2024"
Thomas Foket,€4.50m,Right-Back,"Sep 25, 1994 (28)",Belgium,"1,77m",right,"Aug 31, 2018","Jun 30, 2025"
Maxime Busi,€3.00m,Right-Back,"Oct 14, 1999 (23)",Belgium,"1,82m",right,"Jul 1, 2022","Jun 30, 2026"
Azor Matusiwa,€6.00m,Defensive Midfield,"Apr 28, 1998 (24)",Netherlands,"1,73m",right,"Aug 31, 2021","Jun 30, 2026"
Marshall Munetsi,€5.00m,Defensive Midfield,"Jun 22, 1996 (26)",Zimbabwe,"1,88m",right,"Jul 1, 2019","Jun 30, 2026"
Jens Cajuste,€4.50m,Defensive Midfield,"Aug 10, 1999 (23)",Sweden,"1,88m",right,"Jan 10, 2022","Jun 30, 2026"
Dion Lopy,€3.00m,Defensive Midfield,"Feb 2, 2002 (21)",Senegal,"1,86m",right,"Jul 1, 2021","Jun 30, 2024"
Kamory Doumbia,€2.50m,Attacking Midfield,"Feb 18, 2003 (20)",Mali,"1,70m",right,"Jul 1, 2022","Jun 30, 2025"
Arbër Zeneli,€4.00m,Left Winger,"Feb 25, 1995 (28)",Kosovo,"1,76m",right,"Jan 26, 2019","Jun 30, 2025"
Myziane Maolida,€1.75m,Left Winger,"Feb 14, 1999 (24)",France,"1,82m",right,"Jan 31, 2023","Jun 30, 2023"
Mitchell van Bergen,€1.50m,Left Winger,"Aug 27, 1999 (23)",Netherlands,"1,70m",right,"Aug 27, 2021","Jun 30, 2025"
Junya Ito,€9.00m,Right Winger,"Mar 9, 1993 (30)",Japan,"1,76m",right,"Jul 29, 2022","Jun 30, 2026"
Alexis Flips,€3.00m,Right Winger,"Jan 18, 2000 (23)",France,"1,73m",right,"Jul 1, 2021","Jun 30, 2024"
Folarin Balogun,€14.00m,Centre-Forward,"Jul 3, 2001 (21)",England,"1,78m",right,"Aug 3, 2022","Jun 30, 2023"
Kaj Sierhuis,€1.50m,Centre-Forward,"Apr 27, 1998 (24)",Netherlands,"1,80m",right,"Jan 31, 2020","Jun 30, 2024"
Noah Jean Holm,€800k,Centre-Forward,"May 23, 2001 (21)",Norway,-,,"Sep 1, 2022","Jun 30, 2023"
