name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Gianluigi Donnarumma,€50.00m,Goalkeeper,"Feb 25, 1999 (24)",Italy,"1,96m",right,"Jul 14, 2021","Jun 30, 2026"
Sergio Rico,€4.00m,Goalkeeper,"Sep 1, 1993 (29)",Spain,"1,96m",right,"Sep 5, 2020","Jun 30, 2024"
Alexandre Letellier,€400k,Goalkeeper,"Dec 11, 1990 (32)",France,"1,93m",right,"Sep 25, 2020","Jun 30, 2024"
Lucas Lavallée,€150k,Goalkeeper,"Feb 18, 2003 (20)",France,"1,95m",right,-,"Jun 30, 2025"
Marquinhos,€70.00m,Centre-Back,"May 14, 1994 (28)",Brazil,"1,83m",right,"Jul 19, 2013","Jun 30, 2024"
Presnel Kimpembe,€40.00m,Centre-Back,"Aug 13, 1995 (27)",France,"1,83m",left,"Jul 1, 2015","Jun 30, 2024"
Sergio Ramos,€6.00m,Centre-Back,"Mar 30, 1986 (36)",Spain,"1,84m",right,"Jul 8, 2021","Jun 30, 2023"
El Chadaille Bitshiabu,€2.00m,Centre-Back,"May 16, 2005 (17)",France,"1,96m",left,"Jul 1, 2022","Jun 30, 2024"
Nuno Mendes,€60.00m,Left-Back,"Jun 19, 2002 (20)",Portugal,"1,83m",left,"Jul 1, 2022","Jun 30, 2026"
Juan Bernat,€12.00m,Left-Back,"Mar 1, 1993 (30)",Spain,"1,77m",left,"Aug 31, 2018","Jun 30, 2025"
Achraf Hakimi,€70.00m,Right-Back,"Nov 4, 1998 (24)",Morocco,"1,81m",right,"Jul 6, 2021","Jun 30, 2026"
Nordi Mukiele,€20.00m,Right-Back,"Nov 1, 1997 (25)",France,"1,87m",right,"Jul 26, 2022","Jun 30, 2027"
Timothée Pembélé,€5.00m,Right-Back,"Sep 9, 2002 (20)",France,"1,83m",right,"Jul 1, 2020","Jun 30, 2024"
Danilo Pereira,€12.00m,Defensive Midfield,"Sep 9, 1991 (31)",Portugal,"1,88m",right,"Jul 1, 2021","Jun 30, 2025"
Marco Verratti,€50.00m,Central Midfield,"Nov 5, 1992 (30)",Italy,"1,65m",right,"Jul 18, 2012","Jun 30, 2026"
Fabián Ruiz,€45.00m,Central Midfield,"Apr 3, 1996 (26)",Spain,"1,89m",left,"Aug 30, 2022","Jun 30, 2027"
Vitinha,€45.00m,Central Midfield,"Feb 13, 2000 (23)",Portugal,"1,72m",right,"Jul 1, 2022","Jun 30, 2027"
Carlos Soler,€35.00m,Central Midfield,"Jan 2, 1997 (26)",Spain,"1,80m",right,"Sep 1, 2022","Jun 30, 2027"
Renato Sanches,€25.00m,Central Midfield,"Aug 18, 1997 (25)",Portugal,"1,76m",right,"Aug 4, 2022","Jun 30, 2027"
Warren Zaïre-Emery,€6.00m,Central Midfield,"Mar 8, 2006 (17)",France,"1,78m",right,"Jul 1, 2022","Jun 30, 2025"
Ismaël Gharbi,€1.50m,Attacking Midfield,"Apr 10, 2004 (18)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2025"
Neymar,€75.00m,Left Winger,"Feb 5, 1992 (31)",Brazil,"1,75m",right,"Aug 3, 2017","Jun 30, 2025"
Lionel Messi,€50.00m,Right Winger,"Jun 24, 1987 (35)",Argentina,"1,70m",left,"Aug 10, 2021","Jun 30, 2023"
Kylian Mbappé,€180.00m,Centre-Forward,"Dec 20, 1998 (24)",France,"1,78m",right,"Jul 1, 2018","Jun 30, 2025"
Hugo Ekitiké,€25.00m,Centre-Forward,"Jun 20, 2002 (20)",France,"1,89m",right,"Jul 16, 2022","Jun 30, 2023"
Ilyes Housni,-,Centre-Forward,"May 14, 2005 (17)",France,"1,72m",right,-,"Jun 30, 2026"
