name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Mory Diaw,€1.50m,Goalkeeper,"Jun 22, 1993 (29)",Senegal,"1,95m",right,"Jul 1, 2022","Jun 30, 2024"
Ouparine Djoco,€600k,Goalkeeper,"Apr 22, 1998 (24)",France,"1,88m",left,"Jul 1, 2018","Jun 30, 2025"
Lucas Margueron,€150k,Goalkeeper,"Feb 12, 2001 (22)",France,"1,94m",right,"Jul 2, 2020","Jun 30, 2023"
Alidu Seidu,€5.00m,Centre-Back,"Jun 4, 2000 (22)",Ghana,"1,73m",right,"Jul 1, 2020","Jun 30, 2027"
Mateusz Wieteska,€3.00m,Centre-Back,"Feb 11, 1997 (26)",Poland,"1,87m",right,"Jul 25, 2022","Jun 30, 2026"
Maximiliano Caufriez,€1.80m,Centre-Back,"Feb 16, 1997 (26)",Belgium,"1,89m",right,"Aug 29, 2022","Jun 30, 2023"
Cheick Oumar Konaté,€1.00m,Centre-Back,"Apr 2, 2004 (19)",Mali,"1,73m",,"Feb 1, 2023","Jun 30, 2026"
Florent Ogier,€500k,Centre-Back,"Mar 21, 1989 (34)",France,"1,83m",right,"Jul 13, 2018","Jun 30, 2024"
Souleymane Cissé,€100k,Centre-Back,"Aug 8, 2002 (20)",France,"1,90m",,"Jul 1, 2022","Jun 30, 2023"
Neto Borges,€2.00m,Left-Back,"Sep 13, 1996 (26)",Brazil,"1,85m",left,"Jul 1, 2022","Jun 30, 2024"
Baïla Diallo,€250k,Left-Back,"Jun 24, 2001 (21)",Senegal,"1,76m",left,"Jan 22, 2021","Jun 30, 2024"
Mehdi Zeffane,€500k,Right-Back,"May 19, 1992 (30)",Algeria,"1,76m",right,"Jul 1, 2022","Jun 30, 2024"
Oliver Kamdem,€100k,Right-Back,"Oct 15, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2023"
Yohann Magnin,€2.00m,Defensive Midfield,"Jun 21, 1997 (25)",France,"1,83m",right,"Jan 25, 2019","Jun 30, 2025"
Maxime Gonalons,€1.00m,Defensive Midfield,"Mar 10, 1989 (34)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2024"
Johan Gastien,€800k,Defensive Midfield,"Jan 25, 1988 (35)",France,"1,79m",right,"Jul 1, 2018","Jun 30, 2025"
Yanis Massolin,€100k,Central Midfield,"Sep 20, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2025"
Jim Allevinah,€2.00m,Right Midfield,"Feb 27, 1995 (28)",Gabon,"1,72m",right,"Jul 1, 2019","Jun 30, 2024"
Muhammed Cham,€5.00m,Attacking Midfield,"Sep 26, 2000 (22)",Austria,"1,80m",left,"Oct 4, 2020","Jun 30, 2026"
Saîf-Eddine Khaoui,€1.50m,Attacking Midfield,"Apr 27, 1995 (27)",Tunisia,"1,80m",left,"Aug 14, 2021","Jun 30, 2023"
Aïman Maurer,€500k,Attacking Midfield,"Sep 25, 2004 (18)",Morocco,"1,73m",right,"Feb 1, 2023","Jun 30, 2025"
Elbasan Rashani,€2.00m,Left Winger,"May 9, 1993 (29)",Kosovo,"1,81m",left,"Jul 16, 2021","Jun 30, 2025"
Jérémie Bela,€1.80m,Left Winger,"Apr 8, 1993 (29)",Angola,"1,73m",right,"Aug 2, 2022","Jun 30, 2024"
Komnen Andric,€2.00m,Centre-Forward,"Jul 1, 1995 (27)",Serbia,"1,89m",right,"Jul 15, 2022","Jun 30, 2025"
Grejohn Kyei,€2.00m,Centre-Forward,"Aug 12, 1995 (27)",France,"1,87m",right,"Jan 31, 2022","Jun 30, 2024"
