name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Dogan Alemdar,€4.00m,Goalkeeper,"Oct 29, 2002 (20)",Turkey,"1,92m",right,"Aug 27, 2021","Jun 30, 2026"
Steve Mandanda,€1.50m,Goalkeeper,"Mar 28, 1985 (38)",France,"1,87m",right,"Jul 6, 2022","Jun 30, 2024"
Romain Salin,€300k,Goalkeeper,"Jul 29, 1984 (38)",France,"1,86m",left,"Jul 1, 2019","Jun 30, 2024"
Elias Damergy,€200k,Goalkeeper,"Oct 17, 2002 (20)",Tunisia,"1,86m",right,"Jul 1, 2022","Jun 30, 2023"
Arthur Theate,€20.00m,Centre-Back,"May 25, 2000 (22)",Belgium,"1,85m",left,"Jul 29, 2022","Jun 30, 2026"
Joe Rodon,€8.00m,Centre-Back,"Oct 22, 1997 (25)",Wales,"1,93m",right,"Aug 1, 2022","Jun 30, 2023"
Warmed Omari,€8.00m,Centre-Back,"Apr 23, 2000 (22)",France,"1,88m",right,"Jul 1, 2021","Jun 30, 2026"
Christopher Wooh,€6.00m,Centre-Back,"Sep 18, 2001 (21)",Cameroon,"1,91m",right,"Sep 1, 2022","Jun 30, 2026"
Jeanuël Belocian,€4.00m,Centre-Back,"Feb 17, 2005 (18)",France,"1,82m",left,"Jul 1, 2022","Jun 30, 2024"
Adrien Truffert,€18.00m,Left-Back,"Nov 20, 2001 (21)",France,"1,76m",left,"Jul 1, 2020","Jun 30, 2025"
Birger Meling,€5.00m,Left-Back,"Dec 17, 1994 (28)",Norway,"1,73m",left,"Jul 20, 2021","Jun 30, 2026"
Djed Spence,€13.00m,Right-Back,"Aug 9, 2000 (22)",England,"1,84m",right,"Jan 31, 2023","Jun 30, 2023"
Hamari Traoré,€10.00m,Right-Back,"Jan 27, 1992 (31)",Mali,"1,75m",right,"Jul 1, 2017","Jun 30, 2023"
Lorenz Assignon,€4.00m,Right-Back,"Jun 22, 2000 (22)",France,"1,81m",right,"Jul 1, 2021","Jun 30, 2025"
Guéla Doué,€300k,Right-Back,"Oct 17, 2002 (20)",Cote d'Ivoire,"1,86m",both,"Jul 1, 2022","Jun 30, 2025"
Lesley Ugochukwu,€8.00m,Defensive Midfield,"Mar 26, 2004 (19)",France,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
Baptiste Santamaria,€15.00m,Central Midfield,"Mar 9, 1995 (28)",France,"1,83m",right,"Aug 17, 2021","Jun 30, 2025"
Xeka,€9.00m,Central Midfield,"Nov 10, 1994 (28)",Portugal,"1,85m",both,"Sep 21, 2022","Jun 30, 2024"
Flavien Tait,€7.00m,Central Midfield,"Feb 2, 1993 (30)",France,"1,76m",right,"Jul 9, 2019","Jun 30, 2024"
Benjamin Bourigeaud,€18.00m,Right Midfield,"Jan 14, 1994 (29)",France,"1,78m",right,"Jul 1, 2017","Jun 30, 2026"
Lovro Majer,€20.00m,Attacking Midfield,"Jan 17, 1998 (25)",Croatia,"1,78m",left,"Aug 26, 2021","Jun 30, 2027"
Désiré Doué,€15.00m,Attacking Midfield,"Jun 3, 2005 (17)",France,"1,81m",right,"Jul 1, 2022","Jun 30, 2025"
Martin Terrier,€35.00m,Left Winger,"Mar 4, 1997 (26)",France,"1,84m",right,"Jul 6, 2020","Jun 30, 2026"
Karl Toko Ekambi,€10.00m,Left Winger,"Sep 14, 1992 (30)",Cameroon,"1,82m",right,"Jan 26, 2023","Jun 30, 2023"
Ibrahim Salah,€3.00m,Left Winger,"Aug 30, 2001 (21)",Morocco,"1,85m",right,"Jan 31, 2023","Jun 30, 2027"
Jérémy Doku,€18.00m,Right Winger,"May 27, 2002 (20)",Belgium,"1,73m",right,"Oct 5, 2020","Jun 30, 2025"
Amine Gouiri,€35.00m,Centre-Forward,"Feb 16, 2000 (23)",France,"1,81m",right,"Sep 1, 2022","Jun 30, 2027"
Arnaud Kalimuendo,€25.00m,Centre-Forward,"Jan 20, 2002 (21)",France,"1,75m",right,"Aug 11, 2022","Jun 30, 2027"
