name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Gerónimo Rulli,€10.00m,Goalkeeper,"May 20, 1992 (30)",Argentina,"1,89m",right,"Jan 6, 2023","Jun 30, 2026"
Remko Pasveer,€250k,Goalkeeper,"Nov 8, 1983 (39)",Netherlands,"1,87m",right,"Jul 1, 2021","Jun 30, 2023"
Maarten Stekelenburg,€100k,Goalkeeper,"Sep 22, 1982 (40)",Netherlands,"1,97m",right,"Aug 1, 2020","Jun 30, 2023"
Jurrien Timber,€42.00m,Centre-Back,"Jun 17, 2001 (21)",Netherlands,"1,82m",right,"Sep 18, 2020","Jun 30, 2025"
Calvin Bassey,€18.00m,Centre-Back,"Dec 31, 1999 (23)",Nigeria,"1,85m",left,"Jul 20, 2022","Jun 30, 2027"
Ahmetcan Kaplan,€5.00m,Centre-Back,"Jan 16, 2003 (20)",Turkey,"1,89m",left,"Aug 19, 2022","Jun 30, 2027"
Olivier Aertssen,€350k,Centre-Back,"Aug 7, 2004 (18)",Netherlands,"1,83m",right,-,"Jun 30, 2025"
Jorrel Hato,-,Centre-Back,"Mar 7, 2006 (17)",Netherlands,-,left,-,"Jun 30, 2025"
Owen Wijndal,€10.00m,Left-Back,"Nov 28, 1999 (23)",Netherlands,"1,76m",left,"Jul 12, 2022","Jun 30, 2027"
Youri Baas,€700k,Left-Back,"Mar 17, 2003 (20)",Netherlands,"1,82m",left,"Jan 1, 2023","Jun 30, 2026"
Devyne Rensch,€8.00m,Right-Back,"Jan 18, 2003 (20)",Netherlands,"1,79m",both,"Nov 10, 2020","Jun 30, 2025"
Jorge Sánchez,€6.00m,Right-Back,"Dec 10, 1997 (25)",Mexico,"1,75m",right,"Aug 10, 2022","Jun 30, 2026"
Edson Álvarez,€35.00m,Defensive Midfield,"Oct 24, 1997 (25)",Mexico,"1,87m",right,"Jul 22, 2019","Jun 30, 2025"
Florian Grillitsch,€8.00m,Defensive Midfield,"Aug 7, 1995 (27)",Austria,"1,87m",right,"Sep 1, 2022","Jun 30, 2023"
Kenneth Taylor,€14.00m,Central Midfield,"May 16, 2002 (20)",Netherlands,"1,82m",both,"Nov 10, 2020","Jun 30, 2027"
Youri Regeer,€2.00m,Central Midfield,"Aug 18, 2003 (19)",Netherlands,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Kian Fitz-Jim,€800k,Central Midfield,"Jul 5, 2003 (19)",Netherlands,"1,74m",right,"Jan 1, 2023","Jun 30, 2024"
Mohammed Kudus,€30.00m,Attacking Midfield,"Aug 2, 2000 (22)",Ghana,"1,77m",left,"Jul 31, 2020","Jun 30, 2025"
Steven Berghuis,€14.00m,Attacking Midfield,"Dec 19, 1991 (31)",Netherlands,"1,82m",left,"Jul 16, 2021","Jun 30, 2025"
Davy Klaassen,€12.00m,Attacking Midfield,"Feb 21, 1993 (30)",Netherlands,"1,79m",right,"Oct 5, 2020","Jun 30, 2024"
Steven Bergwijn,€24.00m,Left Winger,"Oct 8, 1997 (25)",Netherlands,"1,78m",right,"Jul 8, 2022","Jun 30, 2027"
Dusan Tadić,€7.00m,Left Winger,"Nov 20, 1988 (34)",Serbia,"1,81m",left,"Jul 3, 2018","Jun 30, 2024"
Francisco Conceição,€8.00m,Right Winger,"Dec 14, 2002 (20)",Portugal,"1,70m",left,"Jul 21, 2022","Jun 30, 2027"
Brian Brobbey,€13.00m,Centre-Forward,"Feb 1, 2002 (21)",Netherlands,"1,80m",right,"Jul 22, 2022","Jun 30, 2027"
Lorenzo Lucca,€6.00m,Centre-Forward,"Sep 10, 2000 (22)",Italy,"2,01m",right,"Aug 4, 2022","Jun 30, 2023"
