Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Willi Orban,hu HUN,DF,30-151,24.8,39,28,24,15,0,21,34,61.8,13,31,19,12,33,72,101,1,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",22-160,21.0,34,22,8,15,11,12,29,41.4,17,28,2,26,16,50,24,0,Matches
Joško Gvardiol,hr CRO,DF,21-070,19.3,17,12,11,6,0,6,16,37.5,10,30,14,16,26,43,62,1,Matches
Janis Blaswich,de GER,GK,31-336,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
André Silva,pt POR,FW,27-148,17.7,10,4,2,4,4,3,7,42.9,4,11,1,10,2,12,3,0,Matches
Benjamin Henrichs,de GER,"DF,MF",26-039,18.9,62,39,35,25,2,37,55,67.3,18,39,4,35,27,89,33,0,Matches
Xaver Schlager,at AUT,MF,25-187,16.3,40,23,13,25,2,20,43,46.5,23,19,2,17,16,56,23,0,Matches
David Raum,de GER,"DF,FW",24-346,15.9,33,21,20,9,4,12,21,57.1,9,20,5,15,15,48,20,1,Matches
Timo Werner,de GER,"FW,MF",27-028,15.5,6,3,3,2,1,3,10,30.0,7,9,0,9,5,11,5,0,Matches
Christopher Nkunku,fr FRA,"FW,MF",25-140,15.8,3,2,0,1,2,1,5,20.0,4,7,3,4,7,10,8,0,Matches
Marcel Halstenberg,de GER,DF,31-188,14.1,31,17,16,10,5,17,31,54.8,14,21,1,20,15,46,19,0,Matches
Emil Forsberg,se SWE,"MF,FW",31-162,13.2,13,11,1,5,7,5,15,33.3,10,19,0,19,3,16,5,0,Matches
Konrad Laimer,at AUT,MF,25-311,11.4,37,18,14,18,5,20,35,57.1,15,20,1,19,13,50,6,0,Matches
Kevin Kampl,si SVN,MF,32-176,10.5,17,10,4,12,1,4,15,26.7,11,17,6,11,14,31,3,0,Matches
Mohamed Simakan,fr FRA,DF,22-335,10.4,12,10,8,3,1,8,13,61.5,5,14,2,12,10,22,37,0,Matches
Dani Olmo,es ESP,"MF,FW",24-331,9.0,11,7,1,7,3,5,8,62.5,3,9,0,9,6,17,3,0,Matches
Amadou Haidara,ml MLI,MF,25-062,10.5,15,6,8,7,0,7,24,29.2,17,19,4,15,18,33,13,0,Matches
Péter Gulácsi,hu HUN,GK,32-332,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Abdou Diallo,sn SEN,"DF,MF",26-334,4.8,6,5,5,1,0,1,3,33.3,2,4,3,1,7,13,18,0,Matches
Lukas Klostermann,de GER,DF,26-304,4.3,10,6,3,7,0,5,9,55.6,4,1,1,0,4,14,10,0,Matches
Yussuf Poulsen,dk DEN,FW,28-292,3.9,4,3,1,2,1,0,3,0.0,3,3,1,2,0,4,5,0,Matches
Hugo Novoa,es ESP,"DF,FW",20-092,2.0,8,2,1,3,4,4,7,57.1,3,4,0,4,1,9,0,0,Matches
Ørjan Nyland,no NOR,GK,32-205,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Alexander Sørloth,no NOR,FW,27-119,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Sanoussy Ba,de GER,DF,19-088,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,26.0,408,249,178,177,53,191,383,49.9,192,325,69,256,238,646,406,3,
Opponent Total,,,27.2,26.0,471,271,226,195,50,215,465,46.2,250,373,88,285,309,780,463,8,
