name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Emiliano Martínez,€28.00m,Goalkeeper,"Sep 2, 1992 (30)",Argentina,"1,95m",right,"Sep 16, 2020","Jun 30, 2027"
Robin Olsen,€2.00m,Goalkeeper,"Jan 8, 1990 (33)",Sweden,"1,96m",right,"Jul 1, 2022",-
Jed Steer,€600k,Goalkeeper,"Sep 23, 1992 (30)",England,"1,83m",left,"Jul 1, 2013","Jun 30, 2023"
Viljami Sinisalo,€400k,Goalkeeper,"Oct 11, 2001 (21)",Finland,"1,90m",right,"Jul 1, 2022","Jun 30, 2025"
Diego Carlos,€30.00m,Centre-Back,"Mar 15, 1993 (30)",Brazil,"1,85m",right,"Jul 1, 2022","Jun 30, 2026"
Tyrone Mings,€25.00m,Centre-Back,"Mar 13, 1993 (30)",England,"1,96m",left,"Jul 8, 2019","Jun 30, 2026"
Ezri Konsa,€22.00m,Centre-Back,"Oct 23, 1997 (25)",England,"1,83m",right,"Jul 11, 2019","Jun 30, 2026"
Calum Chambers,€8.00m,Centre-Back,"Jan 20, 1995 (28)",England,"1,82m",right,"Jan 27, 2022","Jun 30, 2025"
Álex Moreno,€20.00m,Left-Back,"Jun 8, 1993 (29)",Spain,"1,79m",left,"Jan 11, 2023","Jun 30, 2026"
Lucas Digne,€17.00m,Left-Back,"Jul 20, 1993 (29)",France,"1,78m",left,"Jan 13, 2022","Jun 30, 2026"
Matty Cash,€22.00m,Right-Back,"Aug 7, 1997 (25)",Poland,"1,85m",right,"Sep 3, 2020","Jun 30, 2027"
Ashley Young,€1.00m,Right-Back,"Jul 9, 1985 (37)",England,"1,75m",both,"Jul 1, 2021","Jun 30, 2023"
Boubacar Kamara,€25.00m,Defensive Midfield,"Nov 23, 1999 (23)",France,"1,84m",right,"Jul 1, 2022","Jun 30, 2027"
Leander Dendoncker,€17.00m,Defensive Midfield,"Apr 15, 1995 (27)",Belgium,"1,88m",right,"Sep 1, 2022",-
Douglas Luiz,€35.00m,Central Midfield,"May 9, 1998 (24)",Brazil,"1,77m",right,"Jul 25, 2019","Jun 30, 2026"
Jacob Ramsey,€32.00m,Central Midfield,"May 28, 2001 (21)",England,"1,80m",right,"Jul 1, 2020","Jun 30, 2027"
John McGinn,€27.00m,Central Midfield,"Oct 18, 1994 (28)",Scotland,"1,78m",left,"Aug 8, 2018","Jun 30, 2025"
Leon Bailey,€25.00m,Left Winger,"Aug 9, 1997 (25)",Jamaica,"1,78m",left,"Aug 4, 2021","Jun 30, 2025"
Philippe Coutinho,€14.00m,Left Winger,"Jun 12, 1992 (30)",Brazil,"1,72m",right,"Jul 1, 2022","Jun 30, 2026"
Emiliano Buendía,€28.00m,Right Winger,"Dec 25, 1996 (26)",Argentina,"1,72m",right,"Jul 1, 2021","Jun 30, 2026"
Bertrand Traoré,€14.00m,Right Winger,"Sep 6, 1995 (27)",Burkina Faso,"1,81m",left,"Sep 19, 2020","Jun 30, 2024"
Ollie Watkins,€32.00m,Centre-Forward,"Dec 30, 1995 (27)",England,"1,80m",right,"Sep 9, 2020","Jun 30, 2025"
Jhon Durán,€12.00m,Centre-Forward,"Dec 13, 2003 (19)",Colombia,"1,85m",left,"Jan 23, 2023",-
Aaron Ramsdale,€38.00m,Goalkeeper,"May 14, 1998 (24)",England,"1,90m",right,"Aug 20, 2021","Jun 30, 2025"
Matt Turner,€5.00m,Goalkeeper,"Jun 24, 1994 (28)",United States,"1,91m",right,"Jul 1, 2022","Jun 30, 2025"
William Saliba,€55.00m,Centre-Back,"Mar 24, 2001 (22)",France,"1,92m",right,"Jul 25, 2019","Jun 30, 2024"
Gabriel Magalhães,€50.00m,Centre-Back,"Dec 19, 1997 (25)",Brazil,"1,90m",left,"Sep 1, 2020","Jun 30, 2027"
Jakub Kiwior,€20.00m,Centre-Back,"Feb 15, 2000 (23)",Poland,"1,89m",left,"Jan 23, 2023","Jun 30, 2028"
Rob Holding,€10.00m,Centre-Back,"Sep 20, 1995 (27)",England,"1,89m",right,"Jul 22, 2016","Jun 30, 2024"
Oleksandr Zinchenko,€40.00m,Left-Back,"Dec 15, 1996 (26)",Ukraine,"1,75m",left,"Jul 22, 2022","Jun 30, 2026"
Kieran Tierney,€25.00m,Left-Back,"Jun 5, 1997 (25)",Scotland,"1,80m",left,"Aug 8, 2019","Jun 30, 2026"
Ben White,€50.00m,Right-Back,"Oct 8, 1997 (25)",England,"1,86m",right,"Jul 30, 2021","Jun 30, 2026"
Takehiro Tomiyasu,€25.00m,Right-Back,"Nov 5, 1998 (24)",Japan,"1,88m",right,"Aug 31, 2021","Jun 30, 2025"
Thomas Partey,€38.00m,Defensive Midfield,"Jun 13, 1993 (29)",Ghana,"1,85m",right,"Oct 5, 2020","Jun 30, 2025"
Jorginho,€35.00m,Defensive Midfield,"Dec 20, 1991 (31)",Italy,"1,78m",right,"Jan 31, 2023","Jun 30, 2024"
Mohamed Elneny,€9.00m,Defensive Midfield,"Jul 11, 1992 (30)",Egypt,"1,79m",right,"Jan 14, 2016","Jun 30, 2024"
