Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Jefferson Lerma,co COL,"MF,DF",28-163,28,2458.0,88.0,94.2,27.3,28,88.0,25,0,,0,0.96,24.0,53.0,-29.0,-1.06,-0.47,25.4,48.0,-22.5,-0.82,-0.35,Matches
Adam Smith,eng ENG,DF,31-342,28,2380.0,85.0,91.2,26.4,28,85.0,22,0,,0,0.96,26.0,48.0,-22.0,-0.83,2.3,26.0,45.0,-19.0,-0.72,0.98,Matches
Philip Billing,dk DEN,"MF,FW",26-299,28,2125.0,76.0,81.4,23.6,26,79.0,8,2,36.0,0,0.93,25.0,43.0,-18.0,-0.76,1.46,23.0,38.5,-15.5,-0.66,0.79,Matches
Marcos Senesi,ar ARG,DF,25-331,25,2052.0,82.0,78.6,22.8,24,85.0,18,1,11.0,3,0.76,21.0,48.0,-27.0,-1.18,-0.7,23.7,40.8,-17.2,-0.75,0.24,Matches
Dominic Solanke,eng ENG,"FW,MF",25-204,24,2057.0,86.0,78.8,22.9,23,87.0,14,1,45.0,0,1.08,26.0,38.0,-12.0,-0.53,2.4,23.8,38.8,-15.0,-0.66,0.7,Matches
Chris Mepham,wls WAL,DF,25-152,21,1749.0,83.0,67.0,19.4,19,90.0,18,2,24.0,4,0.81,18.0,44.0,-26.0,-1.34,-0.92,14.3,34.2,-19.8,-1.02,-0.66,Matches
Neto,br BRA,GK,33-261,19,1665.0,88.0,63.8,18.5,19,88.0,18,0,,3,1.11,17.0,26.0,-9.0,-0.49,1.51,20.3,32.4,-12.0,-0.65,0.43,Matches
Lewis Cook,eng ENG,MF,26-062,22,1522.0,69.0,58.3,16.9,17,84.0,13,5,20.0,2,0.86,17.0,36.0,-19.0,-1.12,-0.21,12.9,28.9,-16.0,-0.95,-0.34,Matches
Jordan Zemura,zw ZIM,DF,23-143,19,1454.0,77.0,55.7,16.2,17,83.0,12,2,23.0,5,0.95,14.0,31.0,-17.0,-1.05,-0.04,14.0,26.9,-12.9,-0.8,0.01,Matches
Marcus Tavernier,eng ENG,"MF,FW",24-015,19,1445.0,76.0,55.4,16.1,16,84.0,9,3,35.0,0,1.21,21.0,32.0,-11.0,-0.69,0.78,14.7,26.7,-12.0,-0.75,0.13,Matches
Lloyd Kelly,eng ENG,DF,24-182,14,1260.0,90.0,48.3,14.0,14,90.0,14,0,,0,1.0,9.0,25.0,-16.0,-1.14,-0.21,12.4,24.7,-12.3,-0.88,-0.14,Matches
