name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Diogo Costa,€45.00m,Goalkeeper,"Sep 19, 1999 (23)",Portugal,"1,86m",right,"Jul 1, 2019","Jun 30, 2027",2160.0,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,107.0,108.0,387.0,392.0,245.0,432.0,0.0,0.2,2.0,18.0,0.0,0.0,0.0,835.0,976.0,4.0,0.0,0.0,0.0,0.0,0.0,619.0,2427.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Cláudio Ramos,€1.50m,Goalkeeper,"Nov 16, 1991 (31)",Portugal,"1,83m",right,"Aug 14, 2020","Jun 30, 2024",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Carmo,€16.00m,Centre-Back,"Jul 19, 1999 (23)",Portugal,"1,96m",left,"Jul 5, 2022","Jun 30, 2027",632.0,8,7,5.0,3.0,2.0,3.0,0.0,4.0,10.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,28.0,14.0,7.0,94.0,100.0,196.0,215.0,53.0,91.0,0.0,0.1,0.0,27.0,1.0,0.0,18.0,63.0,277.0,186.0,13.0,9.0,0.0,0.0,0.0,337.0,1487.0,689.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,7.6,0.0,0.0,0.0,0.9
Fábio Cardoso,€4.00m,Centre-Back,"Apr 19, 1994 (28)",Portugal,"1,87m",right,"Jul 1, 2021","Jun 30, 2026",985.0,12,11,5.0,3.0,2.0,2.0,1.0,3.0,12.0,36.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,51.0,27.0,10.0,213.0,228.0,389.0,405.0,85.0,108.0,0.0,0.6,2.0,34.0,2.0,0.0,29.0,73.0,393.0,405.0,31.0,16.0,4.0,2.0,1.0,558.0,2403.0,1434.0,2.0,5.0,0.0,1.0,1.0,1.0,8.0,2.0,0.13,12.2,0.0,0.0,0.0,0.8
Pepe,€1.00m,Centre-Back,"Feb 26, 1983 (40)",Portugal,"1,87m",right,"Jan 8, 2019","Jun 30, 2023",1743.0,24,18,24.0,16.0,10.0,9.0,5.0,1.0,29.0,10.0,0.0,70.0,57.0,1.0,8.0,1.0,2.0,1.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,44.0,2.0,0.0,0.0,0.0,131.0,13.0,14.0,365.0,433.0,197.0,257.0,46.0,81.0,5.0,3.5,31.0,58.0,27.0,6.0,85.0,22.0,187.0,506.0,426.0,53.0,107.0,46.0,40.0,692.0,4466.0,2291.0,66.0,57.0,19.0,48.0,28.0,4.0,26.0,7.0,0.15,20.8,0.0,0.0,0.0,4.2
Pepe,€1.00m,Centre-Back,"Feb 26, 1983 (40)",Portugal,"1,87m",right,"Jan 8, 2019","Jun 30, 2023",1274.0,16,14,32.0,24.0,19.0,13.0,0.0,4.0,16.0,42.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,13.0,2.0,0.0,1.0,1.0,90.0,30.0,16.0,277.0,292.0,367.0,392.0,121.0,179.0,0.0,0.4,3.0,71.0,3.0,0.0,66.0,91.0,460.0,536.0,26.0,10.0,4.0,2.0,1.0,654.0,2793.0,1656.0,5.0,2.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,17.8,0.0,0.0,0.0,0.2
Pepê,€22.00m,Left Winger,"Feb 24, 1997 (26)",Brazil,"1,75m",right,"Jul 1, 2021","Jun 30, 2027",1743.0,24,18,24.0,16.0,10.0,9.0,5.0,1.0,29.0,10.0,0.0,70.0,57.0,1.0,8.0,1.0,2.0,1.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,44.0,2.0,0.0,0.0,0.0,131.0,13.0,14.0,365.0,433.0,197.0,257.0,46.0,81.0,5.0,3.5,31.0,58.0,27.0,6.0,85.0,22.0,187.0,506.0,426.0,53.0,107.0,46.0,40.0,692.0,4466.0,2291.0,66.0,57.0,19.0,48.0,28.0,4.0,26.0,7.0,0.15,20.8,0.0,0.0,0.0,4.2
Pepê,€22.00m,Left Winger,"Feb 24, 1997 (26)",Brazil,"1,75m",right,"Jul 1, 2021","Jun 30, 2027",1274.0,16,14,32.0,24.0,19.0,13.0,0.0,4.0,16.0,42.0,0.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,13.0,2.0,0.0,1.0,1.0,90.0,30.0,16.0,277.0,292.0,367.0,392.0,121.0,179.0,0.0,0.4,3.0,71.0,3.0,0.0,66.0,91.0,460.0,536.0,26.0,10.0,4.0,2.0,1.0,654.0,2793.0,1656.0,5.0,2.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,17.8,0.0,0.0,0.0,0.2
Wendell,€5.00m,Left-Back,"Jul 20, 1993 (29)",Brazil,"1,76m",left,"Aug 19, 2021","Jun 30, 2025",1138.0,16,14,33.0,18.0,16.0,14.0,3.0,0.0,14.0,15.0,0.0,21.0,15.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,17.0,1.0,0.0,0.0,0.0,65.0,12.0,8.0,370.0,399.0,253.0,294.0,40.0,75.0,1.0,1.1,12.0,35.0,9.0,5.0,36.0,26.0,239.0,461.0,227.0,14.0,16.0,7.0,7.0,511.0,2489.0,1394.0,40.0,34.0,1.0,15.0,4.0,1.0,8.0,2.0,0.13,20.5,0.0,0.0,0.0,0.4
João Mário,€16.00m,Right-Back,"Jan 3, 2000 (23)",Portugal,"1,78m",both,"Sep 1, 2020","Jun 30, 2027",1921.0,24,24,31.0,17.0,7.0,17.0,7.0,1.0,8.0,6.0,0.0,111.0,85.0,9.0,4.0,5.0,8.0,0.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,27.0,36.0,2.0,0.0,0.0,0.0,142.0,8.0,14.0,588.0,634.0,284.0,328.0,53.0,102.0,6.0,8.1,47.0,64.0,48.0,17.0,132.0,10.0,109.0,529.0,830.0,80.0,66.0,27.0,27.0,884.0,4609.0,2075.0,57.0,49.0,11.0,43.0,25.0,17.0,48.0,18.0,0.21,20.7,1.0,7.0,9.0,14.9
