name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Sergio Herrera,€8.00m,Goalkeeper,"Jun 5, 1993 (29)",Spain,"1,92m",right,"Jul 12, 2017",-,1170.0,13,13,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,2.0,1.0,17.0,17.0,116.0,119.0,147.0,310.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,366.0,468.0,7.0,0.0,0.0,1.0,1.0,0.0,247.0,1528.0,938.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Aitor Fernández,€3.00m,Goalkeeper,"May 3, 1991 (31)",Spain,"1,82m",right,"Jul 2, 2022","Jun 30, 2025",1260.0,14,14,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,28.0,29.0,129.0,136.0,171.0,344.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,447.0,537.0,7.0,0.0,0.0,0.0,0.0,0.0,295.0,1426.0,971.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
David García,€20.00m,Centre-Back,"Feb 14, 1994 (29)",Spain,"1,86m",both,"Jan 1, 2015","Jun 30, 2026",2029.0,23,23,29.0,15.0,20.0,9.0,0.0,8.0,33.0,116.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,41.0,12.0,0.0,0.0,1.0,0.0,120.0,59.0,26.0,285.0,324.0,415.0,470.0,127.0,222.0,0.0,0.3,5.0,89.0,3.0,0.0,79.0,148.0,586.0,651.0,39.0,17.0,3.0,3.0,0.0,667.0,3283.0,1697.0,11.0,4.0,0.0,6.0,1.0,2.0,11.0,3.0,0.18,10.3,0.0,0.0,0.0,0.5
Unai García,€2.50m,Centre-Back,"Feb 3, 1992 (31)",Spain,"1,86m",right,"Jul 1, 2015","Jun 30, 2025",1451.0,18,17,17.0,9.0,11.0,4.0,2.0,12.0,17.0,56.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,18.0,4.0,0.0,0.0,1.0,0.0,75.0,31.0,24.0,144.0,160.0,315.0,364.0,79.0,149.0,1.0,0.2,3.0,39.0,3.0,2.0,41.0,74.0,392.0,410.0,30.0,7.0,7.0,5.0,1.0,433.0,2106.0,1205.0,11.0,6.0,0.0,4.0,5.0,0.0,4.0,1.0,0.0,13.3,0.0,0.0,0.0,0.2
Aridane Hernández,€1.00m,Centre-Back,"Mar 23, 1989 (34)",Spain,"1,88m",right,"Jul 17, 2017","Jun 30, 2023",1044.0,13,12,11.0,7.0,9.0,2.0,0.0,13.0,17.0,51.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,70.0,19.0,11.0,146.0,162.0,229.0,263.0,69.0,104.0,0.0,0.1,0.0,23.0,1.0,0.0,26.0,87.0,310.0,324.0,16.0,4.0,4.0,3.0,0.0,365.0,1680.0,837.0,3.0,2.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0
Juan Cruz,€2.50m,Left-Back,"Jul 28, 1992 (30)",Spain,"1,82m",left,"Aug 30, 2020","Jun 30, 2026",174.0,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,14.0,16.0,5.0,11.0,0.0,4.0,0.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,6.0,18.0,33.0,8.0,7.0,3.0,3.0,36.0,284.0,176.0,7.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,0.2,16.4,0.0,0.0,0.0,0.5
Juan Cruz,€2.00m,Right Winger,"Apr 25, 2000 (22)",Spain,"1,80m",left,-,"Jun 30, 2025",174.0,5,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,14.0,16.0,5.0,11.0,0.0,4.0,0.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,6.0,18.0,33.0,8.0,7.0,3.0,3.0,36.0,284.0,176.0,7.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,0.2,16.4,0.0,0.0,0.0,0.5
Nacho Vidal,€5.00m,Right-Back,"Jan 24, 1995 (28)",Spain,"1,80m",right,"Jul 13, 2018","Jun 30, 2025",1046.0,16,12,25.0,13.0,15.0,5.0,5.0,2.0,18.0,26.0,1.0,18.0,11.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0,54.0,26.0,9.0,197.0,221.0,161.0,204.0,31.0,74.0,0.0,0.6,3.0,26.0,6.0,3.0,36.0,48.0,202.0,265.0,202.0,14.0,26.0,12.0,12.0,263.0,1190.0,502.0,16.0,8.0,3.0,13.0,10.0,0.0,8.0,1.0,0.0,18.9,0.0,0.0,0.0,0.5
Rubén Peña,€2.50m,Right-Back,"Jul 18, 1991 (31)",Spain,"1,70m",right,"Jul 1, 2022","Jun 30, 2025",653.0,11,7,16.0,8.0,3.0,12.0,1.0,4.0,8.0,15.0,0.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,43.0,8.0,11.0,110.0,122.0,74.0,106.0,16.0,41.0,1.0,1.1,8.0,20.0,8.0,6.0,31.0,13.0,93.0,177.0,124.0,14.0,13.0,6.0,6.0,196.0,1188.0,642.0,17.0,13.0,3.0,17.0,6.0,0.0,11.0,2.0,0.0,22.3,0.0,0.0,0.0,1.1
Lucas Torró,€7.00m,Defensive Midfield,"Jul 19, 1994 (28)",Spain,"1,90m",right,"Aug 4, 2020","Jun 30, 2027",1968.0,26,25,41.0,28.0,23.0,14.0,4.0,3.0,34.0,49.0,1.0,19.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,55.0,26.0,0.0,0.0,0.0,0.0,141.0,59.0,41.0,394.0,457.0,286.0,338.0,52.0,84.0,0.0,0.4,6.0,71.0,0.0,0.0,85.0,68.0,287.0,687.0,195.0,29.0,16.0,8.0,5.0,519.0,2135.0,852.0,11.0,14.0,1.0,28.0,12.0,0.0,22.0,3.0,0.0,23.2,0.0,0.0,0.0,0.9
