Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Kieran Trippier,eng ENG,DF,32-199,27.4,2213,92,537,930,760,19,2213,30,15,50.0,11,36.7,906,3039,1466,24,26,1,23,6,1116,116,Matches
Nick Pope,eng ENG,GK,30-352,27.2,752,633,746,6,0,0,752,0,0,,0,,396,2370,1409,0,0,0,2,0,274,0,Matches
Dan Burn,eng ENG,DF,30-332,26.5,1558,135,625,678,264,48,1558,18,8,44.4,9,50.0,680,3248,1639,22,17,4,24,6,825,33,Matches
Fabian Schär,ch SUI,DF,31-107,25.8,1620,181,810,678,147,53,1620,10,3,30.0,5,50.0,863,4731,3111,22,22,2,15,6,953,18,Matches
Sven Botman,nl NED,DF,23-084,24.7,1493,251,873,564,64,39,1493,1,1,100.0,0,0.0,835,3937,2122,7,4,2,7,2,969,3,Matches
Sean Longstaff,eng ENG,MF,25-158,24.4,1245,43,249,648,355,61,1245,23,7,30.4,15,65.2,629,2592,1058,19,11,7,32,26,809,95,Matches
Miguel Almirón,py PAR,FW,29-055,22.0,1017,19,114,326,596,96,1017,62,24,38.7,27,43.5,646,4309,1865,62,34,21,35,18,712,206,Matches
Joe Willock,eng ENG,MF,23-229,21.3,1022,37,168,448,420,85,1022,66,24,36.4,34,51.5,587,3792,2048,69,37,25,52,20,679,111,Matches
Joelinton,br BRA,"MF,FW",26-235,21.8,1252,55,233,597,439,78,1252,72,35,48.6,28,38.9,647,3646,1713,47,34,7,58,42,811,115,Matches
Bruno Guimarães,br BRA,MF,25-141,20.5,1311,43,265,719,348,34,1311,59,29,49.2,17,28.8,843,4569,1924,24,34,3,26,42,955,24,Matches
Callum Wilson,eng ENG,FW,31-038,14.6,324,5,18,122,184,79,323,14,4,28.6,7,50.0,206,1031,490,20,10,9,49,23,260,83,Matches
Allan Saint-Maximin,fr FRA,FW,26-025,11.1,522,5,58,172,307,65,522,81,43,53.1,29,35.8,377,3408,2005,73,42,32,25,28,400,99,Matches
Jacob Murphy,eng ENG,FW,28-041,9.9,423,8,46,144,243,53,423,31,10,32.3,15,48.4,272,1863,1139,46,25,18,12,17,304,97,Matches
Alexander Isak,se SWE,FW,23-197,8.1,263,7,15,84,169,52,261,31,10,32.3,17,54.8,148,919,498,16,13,10,14,12,188,57,Matches
Chris Wood,nz NZL,FW,31-120,5.0,149,8,19,70,60,16,148,2,1,50.0,0,0.0,52,159,62,1,1,0,12,5,101,23,Matches
Matt Targett,eng ENG,DF,27-200,4.8,329,12,87,137,108,0,329,1,1,100.0,0,0.0,145,499,297,2,5,0,4,5,174,12,Matches
Ryan Fraser,sct SCO,FW,29-041,3.5,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322,8,7,1,7,1,107,23,Matches
Jamaal Lascelles,eng ENG,DF,29-146,2.2,101,25,62,36,3,3,101,0,0,,0,,52,244,96,0,0,0,0,0,63,0,Matches
Anthony Gordon,eng ENG,"FW,MF",22-041,2.4,126,1,11,57,60,15,126,9,5,55.6,3,33.3,73,493,217,7,6,5,9,2,90,19,Matches
Elliot Anderson,sct SCO,"FW,MF",20-151,2.2,146,2,21,48,82,28,146,19,5,26.3,9,47.4,88,640,335,16,6,8,3,8,94,19,Matches
Martin Dúbravka,sk SVK,GK,34-081,0.7,24,21,24,0,0,0,24,0,0,,0,,16,99,45,0,0,0,0,0,6,0,Matches
Matt Ritchie,sct SCO,"FW,MF",33-208,0.4,30,1,8,12,11,1,30,1,1,100.0,0,0.0,19,75,31,0,2,0,0,0,23,6,Matches
Jonjo Shelvey,eng ENG,MF,31-038,0.4,28,0,8,18,2,0,28,0,0,,0,,10,63,19,0,0,0,0,0,17,0,Matches
Javier Manquillo,es ESP,DF,28-336,0.2,11,1,5,2,4,0,11,0,0,,0,,6,46,31,2,0,0,0,0,6,1,Matches
Jamal Lewis,nir NIR,DF,25-071,0.1,13,0,6,2,5,2,13,0,0,,0,,8,38,10,0,1,0,0,0,11,1,Matches
Emil Krafth,se SWE,DF,28-247,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,28.0,16120,1586,5027,6549,4711,836,16116,532,227,42.7,226,42.5,8598,46410,23952,487,337,155,409,269,9947,1161,
Opponent Total,,,27.7,28.0,15612,2034,5688,6546,3542,536,15610,516,228,44.2,229,44.4,8244,43444,22030,439,274,131,388,227,9392,936,
