name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Guillermo Ochoa,€1.20m,Goalkeeper,"Jul 13, 1985 (37)",Mexico,"1,83m",right,"Jan 2, 2023","Jun 30, 2023"
Luigi Sepe,€1.00m,Goalkeeper,"May 8, 1991 (31)",Italy,"1,85m",left,"Jul 1, 2022","Jun 30, 2024"
Vincenzo Fiorillo,€300k,Goalkeeper,"Jan 13, 1990 (33)",Italy,"1,90m",left,"Aug 6, 2021","Jun 30, 2025"
Flavius Daniliuc,€8.00m,Centre-Back,"Apr 27, 2001 (21)",Austria,"1,88m",right,"Aug 29, 2022","Jun 30, 2026"
Matteo Lovato,€6.50m,Centre-Back,"Feb 14, 2000 (23)",Italy,"1,88m",right,"Jul 6, 2022","Jun 30, 2027"
Dylan Bronn,€3.00m,Centre-Back,"Jun 19, 1995 (27)",Tunisia,"1,86m",right,"Aug 12, 2022","Jun 30, 2025"
William Troost-Ekong,€3.00m,Centre-Back,"Sep 1, 1993 (29)",Nigeria,"1,91m",right,"Jan 24, 2023","Jun 30, 2023"
Lorenzo Pirola,€3.00m,Centre-Back,"Feb 20, 2002 (21)",Italy,"1,88m",left,"Jul 30, 2022","Jun 30, 2023"
Norbert Gyomber,€1.00m,Centre-Back,"Jul 3, 1992 (30)",Slovakia,"1,89m",right,"Sep 12, 2020","Jun 30, 2025"
Federico Fazio,€600k,Centre-Back,"Mar 17, 1987 (36)",Argentina,"1,95m",right,"Jan 29, 2022","Jun 30, 2024"
Domagoj Bradaric,€5.00m,Left-Back,"Dec 10, 1999 (23)",Croatia,"1,78m",left,"Jul 15, 2022","Jun 30, 2026"
Pasquale Mazzocchi,€5.00m,Right-Back,"Jul 27, 1995 (27)",Italy,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Junior Sambia,€3.50m,Right-Back,"Sep 7, 1996 (26)",France,"1,85m",right,"Jul 19, 2022","Jun 30, 2026"
Giulio Maggiore,€7.50m,Central Midfield,"Mar 12, 1998 (25)",Italy,"1,84m",right,"Aug 16, 2022","Jun 30, 2026"
Emil Bohinen,€4.00m,Central Midfield,"Mar 12, 1999 (24)",Norway,"1,89m",left,"Jul 1, 2022","Jun 30, 2026"
Lassana Coulibaly,€4.00m,Central Midfield,"Apr 10, 1996 (26)",Mali,"1,83m",right,"Jul 31, 2021","Jun 30, 2026"
Tonny Vilhena,€3.40m,Central Midfield,"Jan 3, 1995 (28)",Netherlands,"1,75m",left,"Aug 10, 2022","Jun 30, 2023"
Hans Nicolussi Caviglia,€2.00m,Central Midfield,"Jun 18, 2000 (22)",Italy,"1,84m",right,"Jan 5, 2023","Jun 30, 2023"
Domen Crnigoj,€1.50m,Central Midfield,"Nov 18, 1995 (27)",Slovenia,"1,88m",right,"Jan 26, 2023","Jun 30, 2023"
Grigoris Kastanos,€1.30m,Central Midfield,"Jan 30, 1998 (25)",Cyprus,"1,79m",left,"Aug 2, 2022","Jun 30, 2026"
Antonio Pio Iervolino,€75k,Central Midfield,"May 23, 2003 (19)",Italy,-,,"Jul 1, 2022","Jun 30, 2024"
Antonio Candreva,€1.50m,Right Midfield,"Feb 28, 1987 (36)",Italy,"1,80m",right,"Aug 12, 2022","Jun 30, 2023"
Boulaye Dia,€14.00m,Centre-Forward,"Nov 16, 1996 (26)",Senegal,"1,80m",right,"Aug 18, 2022","Jun 30, 2023"
Krzysztof Piatek,€8.50m,Centre-Forward,"Jul 1, 1995 (27)",Poland,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Federico Bonazzoli,€4.50m,Centre-Forward,"May 21, 1997 (25)",Italy,"1,82m",left,"Jul 26, 2022","Jun 30, 2026"
Erik Botheim,€3.80m,Centre-Forward,"Jan 10, 2000 (23)",Norway,"1,85m",right,"Jul 7, 2022","Jun 30, 2026"
Diego Valencia,€2.50m,Centre-Forward,"Jan 14, 2000 (23)",Chile,"1,85m",right,"Jul 11, 2022","Jun 30, 2026"
