name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Lorenzo Montipò,€4.00m,Goalkeeper,"Feb 20, 1996 (27)",Italy,"1,91m",right,"Jul 1, 2022","Jun 30, 2025"
Simone Perilli,€200k,Goalkeeper,"Jan 7, 1995 (28)",Italy,"1,95m",right,"Aug 3, 2022","Jun 30, 2024"
Alessandro Berardi,€50k,Goalkeeper,"Jan 16, 1991 (32)",Italy,"1,85m",right,"Dec 14, 2018","Jun 30, 2025"
Pawel Dawidowicz,€3.50m,Centre-Back,"May 20, 1995 (27)",Poland,"1,89m",both,"Jul 1, 2019","Jun 30, 2025"
Isak Hien,€3.00m,Centre-Back,"Jan 13, 1999 (24)",Sweden,"1,91m",right,"Aug 27, 2022","Jun 30, 2026"
Federico Ceccherini,€3.00m,Centre-Back,"May 11, 1992 (30)",Italy,"1,87m",right,"Jul 1, 2021","Jun 30, 2024"
Diego Coppola,€3.00m,Centre-Back,"Dec 28, 2003 (19)",Italy,"1,92m",right,"Jan 1, 2022","Jun 30, 2027"
Giangiacomo Magnani,€2.80m,Centre-Back,"Oct 4, 1995 (27)",Italy,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
Juan Cabal,€2.50m,Centre-Back,"Jan 8, 2001 (22)",Colombia,"1,86m",left,"Aug 20, 2022","Jun 30, 2027"
Josh Doig,€6.00m,Left-Back,"May 18, 2002 (20)",Scotland,"1,89m",left,"Jul 13, 2022","Jun 30, 2026"
Davide Faraoni,€3.50m,Right-Back,"Oct 25, 1991 (31)",Italy,"1,80m",right,"Jul 1, 2019","Jun 30, 2025"
Fabio Depaoli,€3.00m,Right-Back,"Apr 24, 1997 (25)",Italy,"1,82m",right,"Sep 1, 2022","Jun 30, 2023"
Deyovaisio Zeefuik,€1.50m,Right-Back,"Mar 11, 1998 (25)",Netherlands,"1,77m",right,"Jan 16, 2023","Jun 30, 2023"
Adrien Tamèze,€8.00m,Defensive Midfield,"Feb 4, 1994 (29)",Cameroon,"1,80m",right,"Sep 3, 2020","Jun 30, 2024"
Oliver Abildgaard,€5.00m,Defensive Midfield,"Jun 10, 1996 (26)",Denmark,"1,92m",left,"Jan 31, 2023","Jun 30, 2023"
Ibrahim Sulemana,€800k,Defensive Midfield,"May 22, 2003 (19)",Ghana,"1,80m",right,"Jul 1, 2022",-
Miguel Veloso,€700k,Defensive Midfield,"May 11, 1986 (36)",Portugal,"1,80m",left,"Jul 20, 2019","Jun 30, 2023"
Filippo Terracciano,€1.00m,Central Midfield,"Feb 8, 2003 (20)",Italy,"1,81m",right,"Jul 1, 2022","Jun 30, 2026"
Darko Lazović,€2.50m,Left Midfield,"Sep 15, 1990 (32)",Serbia,"1,81m",right,"Aug 6, 2019","Jun 30, 2024"
Simone Verdi,€4.50m,Attacking Midfield,"Jul 12, 1992 (30)",Italy,"1,74m",both,"Sep 1, 2022","Jun 30, 2023"
Ondrej Duda,€4.00m,Attacking Midfield,"Dec 5, 1994 (28)",Slovakia,"1,81m",right,"Jan 29, 2023","Jun 30, 2023"
Ajdin Hrustic,€1.80m,Attacking Midfield,"Jul 5, 1996 (26)",Australia,"1,80m",left,"Sep 1, 2022","Jun 30, 2026"
Yayah Kallon,€1.50m,Right Winger,"Jun 30, 2001 (21)",Sierra Leone,"1,75m",left,"Aug 26, 2022","Jun 30, 2023"
Cyril Ngonge,€1.30m,Right Winger,"May 26, 2000 (22)",Belgium,"1,79m",left,"Jan 19, 2023","Jun 30, 2023"
Thomas Henry,€4.50m,Centre-Forward,"Sep 20, 1994 (28)",France,"1,91m",right,"Jul 16, 2022","Jun 30, 2026"
Kevin Lasagna,€2.50m,Centre-Forward,"Aug 10, 1992 (30)",Italy,"1,81m",left,"Jul 1, 2021","Jun 30, 2025"
Adolfo Gaich,€1.80m,Centre-Forward,"Feb 26, 1999 (24)",Argentina,"1,90m",right,"Jan 30, 2023","Jun 30, 2023"
Milan Djuric,€1.00m,Centre-Forward,"May 22, 1990 (32)",Bosnia-Herzegovina,"1,99m",right,"Jul 1, 2022","Jun 30, 2025"
Jayden Braaf,€1.00m,Centre-Forward,"Aug 31, 2002 (20)",Netherlands,"1,80m",right,"Jan 16, 2023","Jun 30, 2023"
