name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Ivan Provedel,€12.00m,Goalkeeper,"Mar 17, 1994 (29)",Italy,"1,94m",right,"Aug 8, 2022","Jun 30, 2027"
Luís Maximiano,€8.00m,Goalkeeper,"Jan 5, 1999 (24)",Portugal,"1,90m",both,"Jul 13, 2022","Jun 30, 2027"
Marius Adamonis,€150k,Goalkeeper,"May 13, 1997 (25)",Lithuania,"1,91m",right,"Jul 1, 2017","Jun 30, 2025"
Alessio Romagnoli,€18.00m,Centre-Back,"Jan 12, 1995 (28)",Italy,"1,85m",left,"Jul 12, 2022","Jun 30, 2027"
Nicolò Casale,€17.00m,Centre-Back,"Feb 14, 1998 (25)",Italy,"1,91m",right,"Jul 8, 2022","Jun 30, 2027"
Patric,€6.00m,Centre-Back,"Apr 17, 1993 (29)",Spain,"1,84m",right,"Jul 1, 2015","Jun 30, 2027"
Mario Gila,€3.00m,Centre-Back,"Aug 29, 2000 (22)",Spain,"1,85m",right,"Jul 12, 2022","Jun 30, 2027"
Luca Pellegrini,€9.00m,Left-Back,"Mar 7, 1999 (24)",Italy,"1,78m",left,"Jan 31, 2023","Jun 30, 2023"
Stefan Radu,€400k,Left-Back,"Oct 22, 1986 (36)",Romania,"1,83m",left,"Jul 1, 2008","Jun 30, 2023"
Manuel Lazzari,€15.00m,Right-Back,"Nov 29, 1993 (29)",Italy,"1,74m",right,"Jul 12, 2019","Jun 30, 2027"
Adam Marusic,€7.50m,Right-Back,"Oct 17, 1992 (30)",Montenegro,"1,85m",right,"Jul 1, 2017","Jun 30, 2025"
Elseid Hysaj,€4.00m,Right-Back,"Feb 2, 1994 (29)",Albania,"1,82m",right,"Jul 1, 2021","Jun 30, 2025"
Danilo Cataldi,€7.00m,Defensive Midfield,"Aug 6, 1994 (28)",Italy,"1,80m",right,"Jul 1, 2013","Jun 30, 2024"
Marco Bertini,€100k,Defensive Midfield,"Aug 7, 2002 (20)",Italy,"1,85m",right,"Jul 1, 2022","Jun 30, 2024"
Sergej Milinković-Savić,€60.00m,Central Midfield,"Feb 27, 1995 (28)",Serbia,"1,91m",right,"Aug 6, 2015","Jun 30, 2024"
Luis Alberto,€18.00m,Central Midfield,"Sep 28, 1992 (30)",Spain,"1,83m",right,"Aug 31, 2016","Jun 30, 2025"
Marcos Antônio,€8.00m,Central Midfield,"Jun 13, 2000 (22)",Brazil,"1,66m",right,"Jul 1, 2022","Jun 30, 2027"
Toma Basic,€7.00m,Central Midfield,"Nov 25, 1996 (26)",Croatia,"1,90m",left,"Aug 25, 2021","Jun 30, 2026"
Matías Vecino,€4.50m,Central Midfield,"Aug 24, 1991 (31)",Uruguay,"1,87m",right,"Aug 1, 2022","Jun 30, 2025"
Mohamed Fares,€3.00m,Left Midfield,"Feb 15, 1996 (27)",Algeria,"1,83m",left,"Oct 1, 2020","Jun 30, 2025"
Mattia Zaccagni,€25.00m,Left Winger,"Jun 16, 1995 (27)",Italy,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Diego González,€750k,Left Winger,"Jan 7, 2003 (20)",Paraguay,"1,77m",right,"Jan 31, 2023","Jun 30, 2023"
Felipe Anderson,€15.00m,Right Winger,"Apr 15, 1993 (29)",Brazil,"1,75m",right,"Jul 16, 2021","Jun 30, 2024"
Matteo Cancellieri,€5.00m,Right Winger,"Feb 12, 2002 (21)",Italy,"1,80m",left,"Jul 1, 2022","Jun 30, 2023"
Pedro,€2.50m,Right Winger,"Jul 28, 1987 (35)",Spain,"1,67m",both,"Aug 19, 2021","Jun 30, 2023"
Luka Romero,€1.00m,Right Winger,"Nov 18, 2004 (18)",Argentina,"1,65m",left,"Jul 20, 2021","Jun 30, 2023"
Ciro Immobile,€18.00m,Centre-Forward,"Feb 20, 1990 (33)",Italy,"1,85m",right,"Jul 27, 2016","Jun 30, 2026"
