name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Bartlomiej Dragowski,€4.50m,Goalkeeper,"Aug 19, 1997 (25)",Poland,"1,91m",right,"Aug 10, 2022","Jun 30, 2025"
Jeroen Zoet,€500k,Goalkeeper,"Jan 6, 1991 (32)",Netherlands,"1,89m",right,"Sep 8, 2020","Jun 30, 2024"
Petar Zovko,€100k,Goalkeeper,"Mar 25, 2002 (21)",Bosnia-Herzegovina,"1,92m",left,"Jul 12, 2021","Jun 30, 2024"
Federico Marchetti,€50k,Goalkeeper,"Feb 7, 1983 (40)",Italy,"1,88m",left,"Jan 21, 2023","Jun 30, 2023"
Ethan Ampadu,€9.00m,Centre-Back,"Sep 14, 2000 (22)",Wales,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Dimitrios Nikolaou,€3.80m,Centre-Back,"Aug 13, 1998 (24)",Greece,"1,88m",left,"Aug 9, 2021","Jun 30, 2026"
Przemyslaw Wisniewski,€3.00m,Centre-Back,"Jul 27, 1998 (24)",Poland,"1,95m",right,"Jan 25, 2023","Jun 30, 2027"
Mattia Caldara,€2.50m,Centre-Back,"May 5, 1994 (28)",Italy,"1,87m",right,"Jul 17, 2022","Jun 30, 2023"
Arkadiusz Reca,€3.00m,Left-Back,"Jun 17, 1995 (27)",Poland,"1,87m",left,"Jul 1, 2022","Jun 30, 2025"
João Moutinho,€1.50m,Left-Back,"Jan 12, 1998 (25)",Portugal,"1,83m",left,"Jan 2, 2023","Jun 30, 2026"
Emil Holm,€5.00m,Right-Back,"May 13, 2000 (22)",Sweden,"1,91m",right,"Aug 26, 2021","Jun 30, 2026"
Kelvin Amian,€3.50m,Right-Back,"Feb 8, 1998 (25)",France,"1,80m",right,"Jul 22, 2021","Jun 30, 2026"
Salva Ferrer,€1.00m,Right-Back,"Jan 21, 1998 (25)",Spain,"1,84m",right,"Aug 9, 2019","Jun 30, 2025"
Salvatore Esposito,€3.50m,Defensive Midfield,"Oct 7, 2000 (22)",Italy,"1,78m",right,"Jan 6, 2023","Jun 30, 2023"
Mehdi Bourabia,€1.30m,Defensive Midfield,"Aug 7, 1991 (31)",Morocco,"1,83m",right,"Jul 1, 2022","Jun 30, 2024"
Albin Ekdal,€800k,Defensive Midfield,"Jul 28, 1989 (33)",Sweden,"1,86m",right,"Jul 13, 2022","Jun 30, 2024"
Simone Bastoni,€7.50m,Central Midfield,"Nov 5, 1996 (26)",Italy,"1,81m",left,"Jul 1, 2014","Jun 30, 2025"
Szymon Zurkowski,€4.50m,Central Midfield,"Sep 25, 1997 (25)",Poland,"1,85m",right,"Jan 12, 2023","Jun 30, 2023"
Jacopo Sala,€500k,Central Midfield,"Dec 5, 1991 (31)",Italy,"1,81m",right,"Sep 5, 2020","Jun 30, 2024"
Tio Cipot,€500k,Central Midfield,"Apr 20, 2003 (19)",Slovenia,"1,84m",right,"Jan 19, 2023","Jun 30, 2027"
Julius Beck,€250k,Central Midfield,"Apr 27, 2005 (17)",Denmark,"1,78m",right,"Aug 1, 2022","Jun 30, 2024"
Kevin Agudelo,€3.50m,Attacking Midfield,"Nov 14, 1998 (24)",Colombia,"1,78m",left,"Jul 1, 2022","Jun 30, 2026"
Viktor Kovalenko,€2.00m,Attacking Midfield,"Feb 14, 1996 (27)",Ukraine,"1,82m",right,"Aug 2, 2022","Jun 30, 2023"
Daniel Maldini,€2.00m,Attacking Midfield,"Oct 11, 2001 (21)",Italy,"1,88m",right,"Jul 29, 2022","Jun 30, 2023"
Emmanuel Gyasi,€2.50m,Left Winger,"Jan 11, 1994 (29)",Ghana,"1,81m",right,"Aug 9, 2016","Jun 30, 2025"
Daniele Verde,€4.00m,Right Winger,"Jun 20, 1996 (26)",Italy,"1,68m",left,"Jul 1, 2021","Jun 30, 2025"
Eldor Shomurodov,€7.00m,Centre-Forward,"Jun 29, 1995 (27)",Uzbekistan,"1,90m",right,"Jan 30, 2023","Jun 30, 2023"
M'Bala Nzola,€6.50m,Centre-Forward,"Aug 18, 1996 (26)",Angola,"1,85m",left,"Oct 7, 2020","Jun 30, 2024"
Raimonds Krollis,€2.50m,Centre-Forward,"Oct 28, 2001 (21)",Latvia,"1,86m",left,"Jan 20, 2023","Jun 30, 2026"
