name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Marco Carnesecchi,€13.00m,Goalkeeper,"Jul 1, 2000 (22)",Italy,"1,91m",right,"Aug 31, 2022","Jun 30, 2023"
Mouhamadou Sarr,€250k,Goalkeeper,"Jan 5, 1997 (26)",Senegal,"1,90m",right,"Aug 27, 2021",-
Gianluca Saro,€200k,Goalkeeper,"Jun 25, 2000 (22)",Italy,"1,79m",right,"Aug 12, 2022",-
Dorian Ciezkowski,€100k,Goalkeeper,"Mar 22, 2001 (22)",Poland,"1,92m",left,"Jul 30, 2021","Jun 30, 2023"
Johan Vásquez,€3.60m,Centre-Back,"Oct 22, 1998 (24)",Mexico,"1,84m",left,"Jul 1, 2022","Jun 30, 2023"
Emanuel Aiwu,€3.50m,Centre-Back,"Dec 25, 2000 (22)",Austria,"1,85m",right,"Aug 5, 2022","Jun 30, 2026"
Alex Ferrari,€1.50m,Centre-Back,"Jul 1, 1994 (28)",Italy,"1,91m",right,"Jan 2, 2023","Jun 30, 2023"
Luka Lochoshvili,€1.50m,Centre-Back,"May 29, 1998 (24)",Georgia,"1,92m",left,"Aug 10, 2022",-
Vlad Chiriches,€1.30m,Centre-Back,"Nov 14, 1989 (33)",Romania,"1,84m",right,"Jul 8, 2022","Jun 30, 2023"
Matteo Bianchetti,€800k,Centre-Back,"Mar 17, 1993 (30)",Italy,"1,89m",right,"Aug 17, 2019","Jun 30, 2025"
Emanuele Valeri,€3.50m,Left-Back,"Dec 7, 1998 (24)",Italy,"1,80m",left,"Sep 10, 2020","Jun 30, 2024"
Giacomo Quagliata,€2.00m,Left-Back,"Feb 19, 2000 (23)",Italy,"1,80m",left,"Jul 26, 2022","Jun 30, 2026"
Leonardo Sernicola,€1.90m,Right-Back,"Jul 30, 1997 (25)",Italy,"1,87m",right,"Jul 8, 2022",-
Paolo Ghiglione,€1.60m,Right-Back,"Feb 2, 1997 (26)",Italy,"1,91m",right,"Jul 17, 2022","Jun 30, 2025"
Charles Pickel,€3.80m,Defensive Midfield,"May 15, 1997 (25)",Switzerland,"1,87m",right,"Jul 22, 2022","Jun 30, 2026"
Pablo Galdames,€2.00m,Defensive Midfield,"Dec 30, 1996 (26)",Chile,"1,76m",right,"Jan 31, 2023","Jun 30, 2023"
Michele Castagnetti,€700k,Defensive Midfield,"Dec 27, 1989 (33)",Italy,"1,80m",left,"Jul 2, 2018","Jun 30, 2024"
Soualiho Meïté,€4.00m,Central Midfield,"Mar 17, 1994 (29)",France,"1,87m",right,"Sep 1, 2022","Jun 30, 2023"
Marco Benassi,€1.50m,Central Midfield,"Sep 8, 1994 (28)",Italy,"1,84m",right,"Jan 19, 2023","Jun 30, 2023"
Christian Acella,€150k,Central Midfield,"Jul 7, 2002 (20)",Italy,-,right,"Jul 1, 2021",-
Cristian Buonaiuto,€800k,Left Winger,"Dec 29, 1992 (30)",Italy,"1,79m",right,"Sep 4, 2020","Jun 30, 2024"
Cyriel Dessers,€6.00m,Centre-Forward,"Dec 8, 1994 (28)",Nigeria,"1,85m",right,"Aug 10, 2022","Jun 30, 2027"
Felix Afena-Gyan,€5.50m,Centre-Forward,"Jan 19, 2003 (20)",Ghana,"1,75m",right,"Aug 29, 2022",-
David Okereke,€4.30m,Centre-Forward,"Aug 29, 1997 (25)",Nigeria,"1,81m",right,"Jul 28, 2022","Jun 30, 2025"
Frank Tsadjout,€1.20m,Centre-Forward,"Jul 28, 1999 (23)",Italy,"1,90m",left,"Jul 15, 2022","Jun 30, 2025"
Daniel Ciofani,€200k,Centre-Forward,"Jul 31, 1985 (37)",Italy,"1,91m",right,"Aug 9, 2019","Jun 30, 2023"
