name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Vanja Milinković-Savić,€3.50m,Goalkeeper,"Feb 20, 1997 (26)",Serbia,"2,02m",right,"Jul 1, 2017","Jun 30, 2024"
Etrit Berisha,€600k,Goalkeeper,"Mar 10, 1989 (34)",Albania,"1,94m",left,"Jul 1, 2022","Jun 30, 2024"
Luca Gemello,€300k,Goalkeeper,"Jul 3, 2000 (22)",Italy,"1,90m",right,"Jul 1, 2019","Jun 30, 2023"
Matteo Fiorenza,€25k,Goalkeeper,"Jun 15, 2003 (19)",Italy,"1,95m",right,"Jul 1, 2022","Jun 30, 2026"
Perr Schuurs,€20.00m,Centre-Back,"Nov 26, 1999 (23)",Netherlands,"1,91m",right,"Aug 18, 2022","Jun 30, 2026"
Alessandro Buongiorno,€8.00m,Centre-Back,"Jun 6, 1999 (23)",Italy,"1,94m",left,"Jul 1, 2018","Jun 30, 2025"
David Zima,€5.50m,Centre-Back,"Nov 8, 2000 (22)",Czech Republic,"1,90m",right,"Aug 31, 2021","Jun 30, 2025"
Andreaw Gravillon,€5.00m,Centre-Back,"Feb 8, 1998 (25)",Guadeloupe,"1,88m",right,"Jan 31, 2023","Jun 30, 2023"
Ricardo Rodríguez,€3.50m,Centre-Back,"Aug 25, 1992 (30)",Switzerland,"1,80m",left,"Sep 1, 2020","Jun 30, 2024"
Koffi Djidji,€3.00m,Centre-Back,"Nov 30, 1992 (30)",Cote d'Ivoire,"1,84m",right,"Jul 1, 2019","Jun 30, 2023"
Stephane Singo,€14.00m,Right-Back,"Dec 25, 2000 (22)",Cote d'Ivoire,"1,90m",right,"Jul 1, 2019","Jun 30, 2024"
Valentino Lazaro,€6.50m,Right-Back,"Mar 24, 1996 (27)",Austria,"1,80m",right,"Aug 1, 2022","Jun 30, 2023"
Mërgim Vojvoda,€5.00m,Right-Back,"Feb 1, 1995 (28)",Kosovo,"1,87m",right,"Sep 1, 2020","Jun 30, 2024"
Ola Aina,€3.50m,Right-Back,"Oct 8, 1996 (26)",Nigeria,"1,84m",right,"Jul 1, 2019","Jun 30, 2023"
Brian Bayeye,€700k,Right-Back,"Jun 30, 2000 (22)",France,"1,82m",right,"Jul 4, 2022","Jun 30, 2026"
Samuele Ricci,€15.00m,Defensive Midfield,"Aug 21, 2001 (21)",Italy,"1,80m",right,"Jul 1, 2022",-
Ivan Ilić,€15.00m,Central Midfield,"Mar 17, 2001 (22)",Serbia,"1,85m",left,"Jan 30, 2023","Jun 30, 2023"
Karol Linetty,€3.50m,Central Midfield,"Feb 2, 1995 (28)",Poland,"1,76m",right,"Sep 1, 2020","Jun 30, 2024"
Ronaldo Vieira,€3.00m,Central Midfield,"Jul 19, 1998 (24)",England,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Gvidas Gineitis,€500k,Central Midfield,"Apr 15, 2004 (18)",Lithuania,"1,87m",left,"Jan 2, 2023","Jun 30, 2026"
Michel Adopo,€400k,Central Midfield,"Jul 19, 2000 (22)",France,"1,87m",right,"Jan 25, 2020","Jun 30, 2023"
Nikola Vlasic,€20.00m,Attacking Midfield,"Oct 4, 1997 (25)",Croatia,"1,78m",right,"Aug 11, 2022","Jun 30, 2023"
Aleksey Miranchuk,€12.00m,Attacking Midfield,"Oct 17, 1995 (27)",Russia,"1,82m",left,"Aug 11, 2022","Jun 30, 2023"
Nemanja Radonjić,€4.00m,Left Winger,"Feb 15, 1996 (27)",Serbia,"1,85m",both,"Jul 7, 2022","Jun 30, 2023"
Yann Karamoh,€3.00m,Left Winger,"Jul 8, 1998 (24)",Cote d'Ivoire,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
Demba Seck,€3.00m,Right Winger,"Feb 10, 2001 (22)",Senegal,"1,90m",left,"Jan 31, 2022","Jun 30, 2026"
Antonio Sanabria,€7.00m,Centre-Forward,"Mar 4, 1996 (27)",Paraguay,"1,81m",right,"Jan 31, 2021","Jun 30, 2025"
Pietro Pellegri,€4.00m,Centre-Forward,"Mar 17, 2001 (22)",Italy,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
