name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Alex Meret,€18.00m,Goalkeeper,"Mar 22, 1997 (26)",Italy,"1,90m",left,"Jul 1, 2019","Jun 30, 2024"
Pierluigi Gollini,€5.00m,Goalkeeper,"Mar 18, 1995 (28)",Italy,"1,94m",right,"Jan 25, 2023","Jun 30, 2023"
Hubert Idasiak,€150k,Goalkeeper,"Feb 3, 2002 (21)",Poland,"1,88m",right,"Jul 1, 2022","Jun 30, 2024"
Davide Marfella,€50k,Goalkeeper,"Sep 15, 1999 (23)",Italy,"1,82m",right,"Aug 19, 2021","Jun 30, 2023"
Min-jae Kim,€50.00m,Centre-Back,"Nov 15, 1996 (26)","Korea, South","1,90m",right,"Jul 27, 2022","Jun 30, 2025"
Amir Rrahmani,€25.00m,Centre-Back,"Feb 24, 1994 (29)",Kosovo,"1,92m",both,"Jan 20, 2020","Jun 30, 2024"
Leo Östigard,€7.00m,Centre-Back,"Nov 28, 1999 (23)",Norway,"1,82m",right,"Jul 18, 2022",-
Juan Jesus,€4.00m,Centre-Back,"Jun 10, 1991 (31)",Brazil,"1,85m",left,"Aug 18, 2021","Jun 30, 2025"
Mathías Olivera,€18.00m,Left-Back,"Oct 31, 1997 (25)",Uruguay,"1,85m",left,"Jul 1, 2022","Jun 30, 2027"
Mário Rui,€8.00m,Left-Back,"May 27, 1991 (31)",Portugal,"1,68m",left,"Jan 3, 2018","Jun 30, 2025"
Giovanni Di Lorenzo,€25.00m,Right-Back,"Aug 4, 1993 (29)",Italy,"1,83m",right,"Jul 1, 2019","Jun 30, 2026"
Bartosz Bereszynski,€2.00m,Right-Back,"Jul 12, 1992 (30)",Poland,"1,83m",right,"Jan 7, 2023","Jun 30, 2023"
Stanislav Lobotka,€38.00m,Defensive Midfield,"Nov 25, 1994 (28)",Slovakia,"1,70m",both,"Jan 15, 2020","Jun 30, 2027"
Diego Demme,€4.00m,Defensive Midfield,"Nov 21, 1991 (31)",Germany,"1,70m",right,"Jan 11, 2020","Jun 30, 2024"
Piotr Zielinski,€40.00m,Central Midfield,"May 20, 1994 (28)",Poland,"1,80m",both,"Aug 4, 2016","Jun 30, 2024"
Frank Anguissa,€40.00m,Central Midfield,"Nov 16, 1995 (27)",Cameroon,"1,84m",right,"Jul 1, 2022","Jun 30, 2025"
Eljif Elmas,€26.00m,Central Midfield,"Sep 24, 1999 (23)",North Macedonia,"1,82m",right,"Jul 24, 2019","Jun 30, 2025"
Tanguy Ndombélé,€25.00m,Central Midfield,"Dec 28, 1996 (26)",France,"1,81m",right,"Aug 19, 2022","Jun 30, 2023"
Karim Zedadka,€300k,Left Midfield,"Jun 9, 2000 (22)",Algeria,"1,84m",right,"Sep 1, 2020","Jun 30, 2023"
Gianluca Gaetano,€4.50m,Attacking Midfield,"May 5, 2000 (22)",Italy,"1,83m",right,"Jul 1, 2019","Jun 30, 2025"
Khvicha Kvaratskhelia,€85.00m,Left Winger,"Feb 12, 2001 (22)",Georgia,"1,83m",both,"Jul 1, 2022","Jun 30, 2027"
Alessio Zerbin,€4.00m,Left Winger,"Mar 3, 1999 (24)",Italy,"1,82m",right,"Jul 1, 2018","Jun 30, 2027"
Hirving Lozano,€28.00m,Right Winger,"Jul 30, 1995 (27)",Mexico,"1,75m",right,"Aug 23, 2019","Jun 30, 2024"
Matteo Politano,€20.00m,Right Winger,"Aug 3, 1993 (29)",Italy,"1,71m",left,"Jul 1, 2021","Jun 30, 2025"
Giacomo Raspadori,€35.00m,Second Striker,"Feb 18, 2000 (23)",Italy,"1,72m",both,"Aug 20, 2022","Jun 30, 2023"
Victor Osimhen,€100.00m,Centre-Forward,"Dec 29, 1998 (24)",Nigeria,"1,86m",right,"Sep 1, 2020","Jun 30, 2025"
Giovanni Simeone,€17.00m,Centre-Forward,"Jul 5, 1995 (27)",Argentina,"1,80m",right,"Aug 18, 2022","Jun 30, 2023"
