name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Pietro Terracciano,€2.00m,Goalkeeper,"Mar 8, 1990 (33)",Italy,"1,93m",right,"Jul 7, 2019","Jun 30, 2025"
Salvatore Sirigu,€600k,Goalkeeper,"Jan 12, 1987 (36)",Italy,"1,92m",right,"Jan 25, 2023","Jun 30, 2023"
Michele Cerofolini,€300k,Goalkeeper,"Jan 4, 1999 (24)",Italy,"1,88m",right,"Jul 1, 2017","Jun 30, 2024"
Nikola Milenković,€20.00m,Centre-Back,"Oct 12, 1997 (25)",Serbia,"1,95m",right,"Jul 1, 2017","Jun 30, 2027"
Igor,€11.00m,Centre-Back,"Feb 7, 1998 (25)",Brazil,"1,85m",left,"Jul 1, 2021","Jun 30, 2024"
Lucas Martínez Quarta,€10.00m,Centre-Back,"May 10, 1996 (26)",Argentina,"1,83m",right,"Oct 5, 2020","Jun 30, 2025"
Cristiano Biraghi,€6.50m,Left-Back,"Sep 1, 1992 (30)",Italy,"1,85m",left,"Jul 1, 2018","Jun 30, 2024"
Luca Ranieri,€2.30m,Left-Back,"Apr 23, 1999 (23)",Italy,"1,87m",left,"Jul 1, 2018","Jun 30, 2024"
Aleksa Terzić,€1.50m,Left-Back,"Aug 17, 1999 (23)",Serbia,"1,84m",left,"Jul 1, 2019","Jun 30, 2024"
Dodô,€17.00m,Right-Back,"Nov 17, 1998 (24)",Brazil,"1,66m",right,"Jul 22, 2022","Jun 30, 2027"
Lorenzo Venuti,€2.50m,Right-Back,"Apr 12, 1995 (27)",Italy,"1,79m",right,"Jul 1, 2014","Jun 30, 2024"
Sofyan Amrabat,€25.00m,Defensive Midfield,"Aug 21, 1996 (26)",Morocco,"1,85m",right,"Jan 30, 2020","Jun 30, 2024"
Rolando Mandragora,€9.00m,Defensive Midfield,"Jun 29, 1997 (25)",Italy,"1,83m",left,"Jul 4, 2022","Jun 30, 2026"
Gaetano Castrovilli,€10.00m,Central Midfield,"Feb 17, 1997 (26)",Italy,"1,87m",right,"Jul 1, 2017","Jun 30, 2024"
Alfred Duncan,€5.00m,Central Midfield,"Mar 10, 1993 (30)",Ghana,"1,78m",left,"Sep 1, 2020","Jun 30, 2024"
Giacomo Bonaventura,€2.50m,Central Midfield,"Aug 22, 1989 (33)",Italy,"1,80m",right,"Sep 10, 2020","Jun 30, 2024"
Alessandro Bianco,€600k,Central Midfield,"Oct 1, 2002 (20)",Italy,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Antonin Barak,€12.00m,Attacking Midfield,"Dec 3, 1994 (28)",Czech Republic,"1,90m",left,"Jan 31, 2023","Jun 30, 2027"
Riccardo Saponara,€2.00m,Attacking Midfield,"Dec 21, 1991 (31)",Italy,"1,84m",right,"Jul 1, 2018","Jun 30, 2023"
Nicolás González,€28.00m,Left Winger,"Apr 6, 1998 (25)",Argentina,"1,80m",left,"Jul 1, 2021","Jun 30, 2026"
Riccardo Sottil,€9.00m,Left Winger,"Jun 3, 1999 (23)",Italy,"1,80m",right,"Jul 1, 2018","Jun 30, 2026"
Josip Brekalo,€6.50m,Left Winger,"Jun 23, 1998 (24)",Croatia,"1,75m",right,"Jan 28, 2023","Jun 30, 2026"
Jonathan Ikoné,€16.00m,Right Winger,"May 2, 1998 (24)",France,"1,75m",left,"Jan 3, 2022","Jun 30, 2026"
Arthur Cabral,€14.00m,Centre-Forward,"Apr 25, 1998 (24)",Brazil,"1,86m",right,"Jan 29, 2022","Jun 30, 2026"
Christian Kouamé,€13.00m,Centre-Forward,"Dec 6, 1997 (25)",Cote d'Ivoire,"1,85m",right,"Sep 1, 2020","Jun 30, 2024"
Luka Jović,€10.00m,Centre-Forward,"Dec 23, 1997 (25)",Serbia,"1,82m",both,"Jul 8, 2022","Jun 30, 2024"
