name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Wladimiro Falcone,€3.50m,Goalkeeper,"Apr 12, 1995 (27)",Italy,"1,95m",right,"Jul 17, 2022","Jun 30, 2023"
Marco Bleve,€200k,Goalkeeper,"Oct 18, 1995 (27)",Italy,"1,84m",right,"Jan 31, 2013","Jun 30, 2023"
Federico Brancolini,€200k,Goalkeeper,"Jul 14, 2001 (21)",Italy,"1,92m",right,"Jul 1, 2022","Jun 30, 2027"
Jasper Samooja,€75k,Goalkeeper,"Jul 21, 2003 (19)",Finland,"1,89m",,"Jul 1, 2022",-
Marin Pongracic,€6.00m,Centre-Back,"Sep 11, 1997 (25)",Croatia,"1,93m",right,"Aug 22, 2022","Jun 30, 2023"
Federico Baschirotto,€2.20m,Centre-Back,"Sep 20, 1996 (26)",Italy,"1,87m",right,"Jul 12, 2022","Jun 30, 2025"
Pietro Ceccaroni,€2.00m,Centre-Back,"Dec 21, 1995 (27)",Italy,"1,88m",left,"Jan 31, 2023","Jun 30, 2023"
Samuel Umtiti,€2.00m,Centre-Back,"Nov 14, 1993 (29)",France,"1,82m",left,"Aug 25, 2022","Jun 30, 2023"
Simone Romagnoli,€750k,Centre-Back,"Feb 9, 1990 (33)",Italy,"1,93m",right,"Jan 31, 2023",-
Alessandro Tuia,€700k,Centre-Back,"Jun 8, 1990 (32)",Italy,"1,84m",right,"Jul 1, 2021","Jun 30, 2023"
Kastriot Dermaku,€600k,Centre-Back,"Jan 15, 1992 (31)",Albania,"1,94m",right,"Aug 30, 2021","Jun 30, 2024"
Giuseppe Pezzella,€3.00m,Left-Back,"Nov 29, 1997 (25)",Italy,"1,87m",left,"Aug 26, 2022","Jun 30, 2023"
Antonino Gallo,€2.00m,Left-Back,"Jan 5, 2000 (23)",Italy,"1,83m",left,"Jul 25, 2019","Jun 30, 2026"
Valentin Gendrey,€2.60m,Right-Back,"Jun 21, 2000 (22)",France,"1,79m",right,"Jul 29, 2021","Jun 30, 2024"
Tommaso Cassandro,€900k,Right-Back,"Jan 9, 2000 (23)",Italy,"1,85m",right,"Jan 17, 2023","Jun 30, 2025"
Mats Lemmens,€100k,Right-Back,"Mar 10, 2002 (21)",Belgium,"1,86m",right,"Jul 1, 2022","Jun 30, 2023"
Morten Hjulmand,€8.00m,Defensive Midfield,"Jun 25, 1999 (23)",Denmark,"1,85m",right,"Jan 16, 2021","Jun 30, 2024"
Daniel Samek,€2.00m,Defensive Midfield,"Feb 19, 2004 (19)",Czech Republic,"1,84m",right,"Jul 30, 2022","Jun 30, 2027"
Alexis Blin,€2.00m,Defensive Midfield,"Sep 16, 1996 (26)",France,"1,84m",right,"Jul 1, 2021","Jun 30, 2025"
Youssef Maleh,€4.50m,Central Midfield,"Aug 22, 1998 (24)",Morocco,"1,79m",left,"Jan 3, 2023","Jun 30, 2023"
Joan González,€3.00m,Central Midfield,"Feb 1, 2002 (21)",Spain,"1,90m",right,"Jul 1, 2022","Jun 30, 2027"
Kristoffer Askildsen,€2.00m,Central Midfield,"Jan 9, 2001 (22)",Norway,"1,90m",right,"Jul 17, 2022","Jun 30, 2023"
Thórir Jóhann Helgason,€900k,Central Midfield,"Sep 28, 2000 (22)",Iceland,"1,87m",right,"Jul 15, 2021","Jun 30, 2025"
Medon Berisha,€100k,Central Midfield,"Oct 21, 2003 (19)",Albania,"1,86m",right,"Jul 1, 2022",-
Lameck Banda,€3.00m,Left Winger,"Jan 29, 2001 (22)",Zambia,"1,69m",right,"Aug 4, 2022","Jun 30, 2026"
Federico Di Francesco,€1.50m,Left Winger,"Jun 14, 1994 (28)",Italy,"1,71m",right,"Jul 31, 2022","Jun 30, 2025"
Gabriel Strefezza,€8.50m,Right Winger,"Apr 18, 1997 (25)",Brazil,"1,68m",right,"Aug 12, 2021","Jun 30, 2025"
Rémi Oudin,€4.00m,Right Winger,"Nov 18, 1996 (26)",France,"1,86m",left,"Aug 31, 2022","Jun 30, 2023"
Lorenzo Colombo,€3.50m,Centre-Forward,"Mar 8, 2002 (21)",Italy,"1,83m",left,"Jul 7, 2022","Jun 30, 2023"
Assan Ceesay,€3.00m,Centre-Forward,"Mar 17, 1994 (29)",The Gambia,"1,88m",left,"Jul 1, 2022","Jun 30, 2024"
Joel Voelkerling Persson,€600k,Centre-Forward,"Jan 15, 2003 (20)",Sweden,"1,94m",right,"Jul 13, 2022","Jun 30, 2027"
