name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Michele Di Gregorio,€7.00m,Goalkeeper,"Jul 27, 1997 (25)",Italy,"1,87m",right,"Jul 1, 2022","Jun 30, 2025"
Alessio Cragno,€4.00m,Goalkeeper,"Jun 28, 1994 (28)",Italy,"1,84m",right,"Jul 1, 2022","Jun 30, 2023"
Alessandro Sorrentino,€500k,Goalkeeper,"Apr 3, 2002 (21)",Italy,"1,90m",right,"Jul 13, 2022","Jun 30, 2027"
Eugenio Lamanna,€100k,Goalkeeper,"Aug 7, 1989 (33)",Italy,"1,87m",right,"Jul 13, 2019",-
Marlon,€7.50m,Centre-Back,"Sep 7, 1995 (27)",Brazil,"1,82m",right,"Aug 5, 2022","Jun 30, 2023"
Pablo Marí,€5.00m,Centre-Back,"Aug 31, 1993 (29)",Spain,"1,93m",left,"Aug 11, 2022","Jun 30, 2023"
Armando Izzo,€2.80m,Centre-Back,"Mar 2, 1992 (31)",Italy,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Luca Caldirola,€1.00m,Centre-Back,"Feb 1, 1991 (32)",Italy,"1,86m",left,"Jul 17, 2021","Jun 30, 2023"
Valentin Antov,€800k,Centre-Back,"Nov 9, 2000 (22)",Bulgaria,"1,87m",right,"Jul 1, 2022",-
Luca Marrone,€300k,Centre-Back,"Mar 28, 1990 (33)",Italy,"1,86m",right,"Aug 31, 2021","Jun 30, 2023"
Carlos Augusto,€8.00m,Left-Back,"Jan 7, 1999 (24)",Brazil,"1,84m",left,"Sep 1, 2020","Jun 30, 2024"
Franco Carboni,€1.00m,Left-Back,"Apr 4, 2003 (20)",Argentina,"1,90m",left,"Jan 24, 2023","Jun 30, 2024"
Samuele Birindelli,€2.30m,Right-Back,"Jul 19, 1999 (23)",Italy,"1,76m",right,"Jul 7, 2022","Jun 30, 2026"
Giulio Donati,€500k,Right-Back,"Feb 5, 1990 (33)",Italy,"1,78m",right,"Sep 1, 2020","Jun 30, 2023"
Nicolò Rovella,€12.00m,Defensive Midfield,"Dec 4, 2001 (21)",Italy,"1,79m",right,"Aug 31, 2022","Jun 30, 2023"
Andrea Barberis,€900k,Defensive Midfield,"Dec 11, 1993 (29)",Italy,"1,77m",right,"Sep 1, 2020","Jun 30, 2023"
Matteo Pessina,€14.00m,Central Midfield,"Apr 21, 1997 (25)",Italy,"1,87m",left,"Jul 6, 2022","Jun 30, 2023"
Stefano Sensi,€8.00m,Central Midfield,"Aug 5, 1995 (27)",Italy,"1,68m",right,"Jul 2, 2022","Jun 30, 2023"
Andrea Colpani,€2.50m,Central Midfield,"May 11, 1999 (23)",Italy,"1,84m",left,"Jul 1, 2022","Jun 30, 2026"
Filippo Ranocchia,€1.80m,Central Midfield,"May 14, 2001 (21)",Italy,"1,86m",both,"Jul 21, 2022","Jun 30, 2023"
Mattia Valoti,€1.70m,Central Midfield,"Sep 6, 1993 (29)",Italy,"1,87m",right,"Jul 1, 2022","Jun 30, 2025"
José Machín,€1.50m,Central Midfield,"Aug 14, 1996 (26)",Equatorial Guinea,"1,84m",right,"Jul 1, 2020","Jun 30, 2024"
Samuele Vignato,€600k,Attacking Midfield,"Feb 24, 2004 (19)",Italy,"1,72m",right,"Aug 11, 2021","Jun 30, 2025"
Patrick Ciurria,€3.50m,Right Winger,"Feb 9, 1995 (28)",Italy,"1,78m",both,"Jul 31, 2021","Jun 30, 2024"
Marco D'Alessandro,€900k,Right Winger,"Feb 17, 1991 (32)",Italy,"1,73m",right,"Jan 27, 2021","Jun 30, 2023"
Gianluca Caprari,€9.00m,Second Striker,"Jul 30, 1993 (29)",Italy,"1,71m",right,"Jul 21, 2022","Jun 30, 2023"
Andrea Petagna,€10.00m,Centre-Forward,"Jun 30, 1995 (27)",Italy,"1,90m",left,"Aug 12, 2022","Jun 30, 2023"
Dany Mota,€5.50m,Centre-Forward,"May 2, 1998 (24)",Portugal,"1,80m",right,"Jul 1, 2020","Jun 30, 2024"
Christian Gytkjaer,€1.00m,Centre-Forward,"May 6, 1990 (32)",Denmark,"1,85m",right,"Aug 1, 2020","Jun 30, 2023"
Mirko Maric,€1.00m,Centre-Forward,"May 16, 1995 (27)",Croatia,"1,88m",left,"Sep 1, 2020","Jun 30, 2025"
