name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Mike Maignan,€35.00m,Goalkeeper,"Jul 3, 1995 (27)",France,"1,91m",right,"Jul 1, 2021","Jun 30, 2026"
Ciprian Tatarusanu,€600k,Goalkeeper,"Feb 9, 1986 (37)",Romania,"1,98m",right,"Sep 11, 2020","Jun 30, 2023"
Devis Vásquez,€350k,Goalkeeper,"May 12, 1998 (24)",Colombia,"1,95m",right,"Jan 3, 2023","Jun 30, 2026"
Antonio Mirante,€300k,Goalkeeper,"Jul 8, 1983 (39)",Italy,"1,93m",right,"Oct 13, 2021","Jun 30, 2023"
Fikayo Tomori,€50.00m,Centre-Back,"Dec 19, 1997 (25)",England,"1,85m",right,"Jul 1, 2021","Jun 30, 2027"
Pierre Kalulu,€35.00m,Centre-Back,"Jun 5, 2000 (22)",France,"1,82m",right,"Sep 1, 2020","Jun 30, 2027"
Matteo Gabbia,€7.00m,Centre-Back,"Oct 21, 1999 (23)",Italy,"1,85m",right,"Jul 1, 2017","Jun 30, 2026"
Malick Thiaw,€6.00m,Centre-Back,"Aug 8, 2001 (21)",Germany,"1,94m",right,"Aug 29, 2022","Jun 30, 2027"
Simon Kjaer,€5.00m,Centre-Back,"Mar 26, 1989 (33)",Denmark,"1,91m",right,"Sep 1, 2020","Jun 30, 2024"
Theo Hernández,€60.00m,Left-Back,"Oct 6, 1997 (25)",France,"1,84m",left,"Jul 6, 2019","Jun 30, 2026"
Fodé Ballo-Touré,€3.50m,Left-Back,"Jan 3, 1997 (26)",Senegal,"1,82m",left,"Jul 18, 2021","Jun 30, 2025"
Davide Calabria,€25.00m,Right-Back,"Dec 6, 1996 (26)",Italy,"1,76m",right,"Jul 1, 2015","Jun 30, 2025"
Sergiño Dest,€16.00m,Right-Back,"Nov 3, 2000 (22)",United States,"1,71m",right,"Sep 1, 2022","Jun 30, 2023"
Alessandro Florenzi,€2.50m,Right-Back,"Mar 11, 1991 (32)",Italy,"1,73m",right,"Jul 1, 2022","Jun 30, 2025"
Sandro Tonali,€50.00m,Defensive Midfield,"May 8, 2000 (22)",Italy,"1,81m",right,"Jul 8, 2021","Jun 30, 2027"
Ismaël Bennacer,€40.00m,Defensive Midfield,"Dec 1, 1997 (25)",Algeria,"1,75m",left,"Aug 4, 2019","Jun 30, 2027"
Tiemoué Bakayoko,€4.00m,Defensive Midfield,"Aug 17, 1994 (28)",France,"1,89m",right,"Aug 30, 2021","Jun 30, 2023"
Tommaso Pobega,€18.00m,Central Midfield,"Jul 15, 1999 (23)",Italy,"1,88m",both,"Jul 1, 2018","Jun 30, 2027"
Aster Vranckx,€10.00m,Central Midfield,"Oct 4, 2002 (20)",Belgium,"1,83m",right,"Sep 1, 2022","Jun 30, 2023"
Rade Krunic,€9.00m,Central Midfield,"Oct 7, 1993 (29)",Bosnia-Herzegovina,"1,84m",right,"Jul 8, 2019","Jun 30, 2025"
Charles De Ketelaere,€30.00m,Attacking Midfield,"Mar 10, 2001 (22)",Belgium,"1,92m",left,"Aug 2, 2022","Jun 30, 2027"
Brahim Díaz,€20.00m,Attacking Midfield,"Aug 3, 1999 (23)",Spain,"1,71m",both,"Jul 19, 2021","Jun 30, 2023"
Yacine Adli,€9.00m,Attacking Midfield,"Jul 29, 2000 (22)",France,"1,86m",right,"Aug 30, 2021","Jun 30, 2026"
Rafael Leão,€85.00m,Left Winger,"Jun 10, 1999 (23)",Portugal,"1,88m",right,"Aug 1, 2019","Jun 30, 2024"
Ante Rebic,€13.00m,Left Winger,"Sep 21, 1993 (29)",Croatia,"1,85m",right,"Sep 12, 2020","Jun 30, 2025"
Alexis Saelemaekers,€15.00m,Right Winger,"Jun 27, 1999 (23)",Belgium,"1,80m",right,"Sep 1, 2020","Jun 30, 2026"
Junior Messias,€6.00m,Right Winger,"May 13, 1991 (31)",Brazil,"1,74m",left,"Jul 7, 2022","Jun 30, 2024"
Divock Origi,€10.00m,Centre-Forward,"Apr 18, 1995 (27)",Belgium,"1,89m",right,"Jul 5, 2022","Jun 30, 2026"
Olivier Giroud,€4.00m,Centre-Forward,"Sep 30, 1986 (36)",France,"1,92m",left,"Jul 17, 2021","Jun 30, 2023"
Zlatan Ibrahimović,€2.00m,Centre-Forward,"Oct 3, 1981 (41)",Sweden,"1,95m",right,"Jan 2, 2020","Jun 30, 2023"
Emil Roback,€150k,Centre-Forward,"May 3, 2003 (19)",Sweden,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
