name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Andrea Consigli,€1.50m,Goalkeeper,"Jan 27, 1987 (36)",Italy,"1,89m",right,"Sep 1, 2014","Jun 30, 2024"
Alessandro Russo,€500k,Goalkeeper,"Mar 31, 2001 (22)",Italy,"1,93m",right,"Jul 26, 2019","Jun 30, 2024"
Gianluca Pegolo,€100k,Goalkeeper,"Mar 25, 1981 (42)",Italy,"1,83m",left,"Sep 2, 2013","Jun 30, 2023"
Martin Erlic,€5.50m,Centre-Back,"Jan 24, 1998 (25)",Croatia,"1,93m",right,"Aug 31, 2021","Jun 30, 2026"
Gian Marco Ferrari,€5.00m,Centre-Back,"May 15, 1992 (30)",Italy,"1,89m",left,"Aug 30, 2016","Jun 30, 2024"
Ruan Tressoldi,€4.50m,Centre-Back,"Jun 7, 1999 (23)",Brazil,"1,87m",right,"Aug 11, 2021","Jun 30, 2026"
Filippo Romagna,€800k,Centre-Back,"May 26, 1997 (25)",Italy,"1,86m",right,"Sep 17, 2020","Jun 30, 2024"
Rogério,€5.80m,Left-Back,"Jan 13, 1998 (25)",Brazil,"1,78m",left,"Jul 1, 2019","Jun 30, 2024"
Riccardo Marchizza,€1.80m,Left-Back,"Mar 26, 1998 (25)",Italy,"1,86m",left,"Jul 13, 2017","Jun 30, 2025"
Mert Müldür,€5.00m,Right-Back,"Apr 3, 1999 (24)",Turkey,"1,84m",right,"Aug 20, 2019","Jun 30, 2024"
Jeremy Toljan,€4.50m,Right-Back,"Aug 8, 1994 (28)",Germany,"1,82m",right,"Jul 1, 2021","Jun 30, 2025"
Nadir Zortea,€2.00m,Right-Back,"Jun 19, 1999 (23)",Italy,"1,75m",right,"Jan 31, 2023","Jun 30, 2023"
Maxime López,€15.00m,Defensive Midfield,"Dec 4, 1997 (25)",France,"1,67m",right,"Jul 1, 2021","Jun 30, 2025"
Davide Frattesi,€22.00m,Central Midfield,"Sep 22, 1999 (23)",Italy,"1,84m",right,"Jul 13, 2017","Jun 30, 2026"
Matheus Henrique,€8.50m,Central Midfield,"Dec 19, 1997 (25)",Brazil,"1,75m",right,"Jul 1, 2022","Jun 30, 2026"
Abdou Harroui,€3.00m,Central Midfield,"Jan 13, 1998 (25)",Morocco,"1,82m",both,"Jul 1, 2022","Jun 30, 2024"
Pedro Obiang,€900k,Central Midfield,"Mar 27, 1992 (31)",Equatorial Guinea,"1,86m",right,"Jul 24, 2019","Jun 30, 2025"
Kristian Thorstvedt,€8.50m,Attacking Midfield,"Mar 13, 1999 (24)",Norway,"1,89m",left,"Jul 12, 2022","Jun 30, 2027"
Nedim Bajrami,€8.00m,Attacking Midfield,"Feb 28, 1999 (24)",Albania,"1,79m",right,"Jan 31, 2023","Jun 30, 2023"
Armand Laurienté,€18.00m,Left Winger,"Dec 4, 1998 (24)",France,"1,71m",right,"Aug 31, 2022","Jun 30, 2027"
Emil Konradsen Ceide,€2.50m,Left Winger,"Sep 3, 2001 (21)",Norway,"1,75m",right,"Jul 1, 2022","Jun 30, 2026"
Domenico Berardi,€18.00m,Right Winger,"Aug 1, 1994 (28)",Italy,"1,83m",left,"Jul 1, 2015","Jun 30, 2027"
Luca D'Andrea,€2.50m,Right Winger,"Sep 6, 2004 (18)",Italy,"1,73m",left,"Jul 1, 2022","Jun 30, 2027"
Andrea Pinamonti,€17.00m,Centre-Forward,"May 19, 1999 (23)",Italy,"1,85m",right,"Aug 11, 2022","Jun 30, 2023"
Agustín Álvarez,€8.50m,Centre-Forward,"May 19, 2001 (21)",Uruguay,"1,77m",right,"Jul 1, 2022","Jun 30, 2027"
Grégoire Defrel,€2.00m,Centre-Forward,"Jun 17, 1991 (31)",France,"1,79m",left,"Sep 1, 2020","Jun 30, 2024"
