name,price,position,dob,nationality,height,foot,join_date,contract_expiration
André Onana,€20.00m,Goalkeeper,"Apr 2, 1996 (27)",Cameroon,"1,90m",right,"Jul 1, 2022","Jun 30, 2027"
Samir Handanovic,€1.00m,Goalkeeper,"Jul 14, 1984 (38)",Slovenia,"1,93m",right,"Jul 9, 2012","Jun 30, 2023"
Alex Cordaz,€300k,Goalkeeper,"Jan 1, 1983 (40)",Italy,"1,88m",right,"Jul 1, 2021","Jun 30, 2023"
Milan Skriniar,€60.00m,Centre-Back,"Feb 11, 1995 (28)",Slovakia,"1,88m",right,"Jul 7, 2017","Jun 30, 2023"
Alessandro Bastoni,€55.00m,Centre-Back,"Apr 13, 1999 (23)",Italy,"1,90m",left,"Aug 30, 2017","Jun 30, 2024"
Stefan de Vrij,€10.00m,Centre-Back,"Feb 5, 1992 (31)",Netherlands,"1,89m",right,"Jul 1, 2018","Jun 30, 2023"
Francesco Acerbi,€4.00m,Centre-Back,"Feb 10, 1988 (35)",Italy,"1,92m",left,"Sep 1, 2022","Jun 30, 2023"
Danilo D'Ambrosio,€2.00m,Centre-Back,"Sep 9, 1988 (34)",Italy,"1,80m",right,"Jan 30, 2014","Jun 30, 2023"
Alessandro Fontanarosa,€300k,Centre-Back,"Feb 7, 2003 (20)",Italy,"1,85m",left,"Jul 1, 2022",-
Federico Dimarco,€25.00m,Left-Back,"Nov 10, 1997 (25)",Italy,"1,75m",left,"Jul 5, 2018","Jun 30, 2026"
Dalbert,€2.00m,Left-Back,"Sep 8, 1993 (29)",Brazil,"1,81m",left,"Aug 9, 2017","Jun 30, 2023"
Raoul Bellanova,€5.00m,Right-Back,"May 17, 2000 (22)",Italy,"1,88m",right,"Jul 6, 2022","Jun 30, 2023"
Matteo Darmian,€4.00m,Right-Back,"Dec 2, 1989 (33)",Italy,"1,83m",right,"Jul 1, 2021","Jun 30, 2024"
Mattia Zanotti,€350k,Right-Back,"Jan 11, 2003 (20)",Italy,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Marcelo Brozovic,€28.00m,Defensive Midfield,"Nov 16, 1992 (30)",Croatia,"1,81m",both,"Jul 1, 2016","Jun 30, 2026"
Kristjan Asllani,€12.00m,Defensive Midfield,"Mar 9, 2002 (21)",Albania,"1,75m",right,"Jul 1, 2022","Jun 30, 2023"
Nicolò Barella,€70.00m,Central Midfield,"Feb 7, 1997 (26)",Italy,"1,75m",right,"Sep 1, 2020","Jun 30, 2026"
Hakan Calhanoglu,€35.00m,Central Midfield,"Feb 8, 1994 (29)",Turkey,"1,78m",right,"Jul 1, 2021","Jun 30, 2024"
Roberto Gagliardini,€6.50m,Central Midfield,"Apr 7, 1994 (28)",Italy,"1,88m",right,"Aug 1, 2017","Jun 30, 2023"
Denzel Dumfries,€28.00m,Right Midfield,"Apr 18, 1996 (26)",Netherlands,"1,88m",right,"Aug 14, 2021","Jun 30, 2025"
Robin Gosens,€18.00m,Left Midfield,"Jul 5, 1994 (28)",Germany,"1,83m",left,"Jan 27, 2022","Jun 30, 2023"
Henrikh Mkhitaryan,€6.00m,Attacking Midfield,"Jan 21, 1989 (34)",Armenia,"1,77m",both,"Jul 1, 2022","Jun 30, 2024"
Valentín Carboni,€4.00m,Attacking Midfield,"Mar 5, 2005 (18)",Argentina,"1,78m",left,"Jul 1, 2022",-
Joaquín Correa,€14.00m,Second Striker,"Aug 13, 1994 (28)",Argentina,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
Lautaro Martínez,€80.00m,Centre-Forward,"Aug 22, 1997 (25)",Argentina,"1,74m",right,"Jul 4, 2018","Jun 30, 2026"
Romelu Lukaku,€40.00m,Centre-Forward,"May 13, 1993 (29)",Belgium,"1,91m",left,"Jul 1, 2022","Jun 30, 2023"
Edin Dzeko,€4.00m,Centre-Forward,"Mar 17, 1986 (37)",Bosnia-Herzegovina,"1,93m",right,"Aug 14, 2021","Jun 30, 2023"
