Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Marc Guéhi,eng ENG,DF,22-264,28.0,0,8,4,50.0,0.29,0.14,0.0,0.0,9.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Vicente Guaita,es ESP,GK,36-083,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cheick Doucouré,ml MLI,MF,23-085,23.5,0,27,6,22.2,1.15,0.26,0.0,0.0,25.7,0,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
Jeffrey Schlupp,gh GHA,"MF,FW",30-101,23.4,2,20,7,35.0,0.85,0.3,0.1,0.29,17.8,0,0,0,1.8,1.8,0.09,0.2,0.2,Matches
Tyrick Mitchell,eng ENG,DF,23-214,23.1,0,4,1,25.0,0.17,0.04,0.0,0.0,9.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Wilfried Zaha,ci CIV,"FW,MF",30-144,22.9,6,56,20,35.7,2.44,0.87,0.11,0.3,17.1,0,0,2,5.9,4.2,0.08,0.1,1.8,Matches
Joachim Andersen,dk DEN,DF,26-307,22.4,1,18,8,44.4,0.8,0.36,0.06,0.13,14.7,1,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Michael Olise,fr FRA,"FW,MF",21-112,21.6,2,34,7,20.6,1.58,0.32,0.06,0.29,20.8,4,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Jordan Ayew,gh GHA,"FW,MF",31-204,21.4,1,16,7,43.8,0.75,0.33,0.06,0.14,16.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
Eberechi Eze,eng ENG,"MF,FW",24-278,20.3,4,47,15,31.9,2.32,0.74,0.09,0.27,22.8,10,0,0,3.6,3.6,0.08,0.4,0.4,Matches
Nathaniel Clyne,eng ENG,DF,31-363,18.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joel Ward,eng ENG,DF,33-156,16.6,0,2,0,0.0,0.12,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Odsonne Édouard,fr FRA,FW,25-077,15.1,3,32,12,37.5,2.11,0.79,0.09,0.25,12.5,0,0,0,3.4,3.4,0.11,-0.4,-0.4,Matches
Jean-Philippe Mateta,fr FRA,FW,25-279,7.8,2,25,7,28.0,3.21,0.9,0.08,0.29,12.3,0,0,0,3.2,3.2,0.13,-1.2,-1.2,Matches
Albert Sambi Lokonga,be BEL,MF,23-163,5.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luka Milivojević,rs SRB,MF,31-361,4.6,0,5,0,0.0,1.08,0.0,0.0,,25.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Will Hughes,eng ENG,MF,27-351,4.8,0,2,2,100.0,0.42,0.42,0.0,0.0,14.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Chris Richards,us USA,DF,23-006,4.0,0,4,0,0.0,1.01,0.0,0.0,,9.1,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches
James Tomkins,eng ENG,DF,34-005,3.7,1,3,2,66.7,0.8,0.53,0.33,0.5,12.7,0,0,0,1.0,1.0,0.34,0.0,0.0,Matches
Joseph Whitworth,eng ENG,GK,19-033,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Naouirou Ahamada,fr FRA,"MF,FW",21-005,1.0,0,3,0,0.0,2.9,0.0,0.0,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Jaïro Riedewald,nl NED,"DF,FW",26-206,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Malcolm Ebiowei,eng ENG,"MF,FW",19-211,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James McArthur,sct SCO,MF,35-178,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Ozoh,,FW,17-307,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.6,29.0,22,306,98,32.0,10.55,3.38,0.07,0.22,17.8,16,0,2,27.1,25.5,0.08,-5.1,-3.5,
Opponent Total,,,27.3,29.0,37,374,124,33.2,12.9,4.28,0.09,0.28,15.9,11,2,2,39.6,38.0,0.1,-2.6,-3.0,
