name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Walter Benítez,€12.00m,Goalkeeper,"Jan 19, 1993 (30)",Argentina,"1,91m",right,"Jul 1, 2022","Jun 30, 2025"
Joël Drommel,€3.00m,Goalkeeper,"Nov 16, 1996 (26)",Netherlands,"1,92m",right,"Jul 1, 2021","Jun 30, 2026"
Kjell Peersman,€200k,Goalkeeper,"May 21, 2004 (18)",Belgium,"1,94m",,"Jul 1, 2022","Jun 30, 2026"
Boy Waterman,€100k,Goalkeeper,"Jan 24, 1984 (39)",Netherlands,"1,88m",right,"Jul 1, 2022","Jun 30, 2024"
Olivier Boscagli,€8.00m,Centre-Back,"Nov 18, 1997 (25)",France,"1,81m",left,"Jul 17, 2019","Jun 30, 2025"
Jarrad Branthwaite,€7.00m,Centre-Back,"Jun 27, 2002 (20)",England,"1,95m",left,"Jul 17, 2022","Jun 30, 2023"
Armando Obispo,€4.50m,Centre-Back,"Mar 5, 1999 (24)",Netherlands,"1,85m",left,"Jul 1, 2017","Jun 30, 2025"
André Ramalho,€3.50m,Centre-Back,"Feb 16, 1992 (31)",Brazil,"1,82m",both,"Jul 1, 2021","Jun 30, 2024"
Mauro Júnior,€6.00m,Left-Back,"May 6, 1999 (23)",Brazil,"1,71m",left,"Jan 1, 2018","Jun 30, 2025"
Patrick van Aanholt,€3.20m,Left-Back,"Aug 29, 1990 (32)",Netherlands,"1,76m",left,"Jan 31, 2023","Jun 30, 2024"
Jordan Teze,€6.00m,Right-Back,"Sep 30, 1999 (23)",Netherlands,"1,83m",right,"Dec 21, 2019","Jun 30, 2025"
Phillipp Mwene,€3.00m,Right-Back,"Jan 29, 1994 (29)",Austria,"1,70m",right,"Jul 1, 2021","Jun 30, 2024"
Ibrahim Sangaré,€35.00m,Defensive Midfield,"Dec 2, 1997 (25)",Cote d'Ivoire,"1,91m",right,"Sep 28, 2020","Jun 30, 2027"
Joey Veerman,€14.00m,Central Midfield,"Nov 19, 1998 (24)",Netherlands,"1,85m",right,"Jan 4, 2022","Jun 30, 2026"
Érick Gutiérrez,€7.00m,Central Midfield,"Jun 15, 1995 (27)",Mexico,"1,76m",left,"Aug 30, 2018","Jun 30, 2025"
Xavi Simons,€30.00m,Attacking Midfield,"Apr 21, 2003 (19)",Netherlands,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Guus Til,€7.00m,Attacking Midfield,"Dec 22, 1997 (25)",Netherlands,"1,86m",right,"Jul 4, 2022","Jun 30, 2026"
Ismael Saibari,€3.00m,Attacking Midfield,"Jan 28, 2001 (22)",Morocco,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Richard Ledezma,€850k,Attacking Midfield,"Sep 6, 2000 (22)",United States,"1,74m",right,"Jul 1, 2021","Jun 30, 2025"
Thorgan Hazard,€9.00m,Left Winger,"Mar 29, 1993 (29)",Belgium,"1,75m",right,"Jan 31, 2023","Jun 30, 2023"
Johan Bakayoko,€9.00m,Right Winger,"Apr 20, 2003 (19)",Belgium,"1,79m",left,"Jul 1, 2022","Jun 30, 2026"
Anwar El Ghazi,€8.00m,Right Winger,"May 3, 1995 (27)",Netherlands,"1,89m",right,"Aug 31, 2022","Jun 30, 2025"
Sávio,€6.00m,Right Winger,"Apr 10, 2004 (18)",Brazil,"1,76m",left,"Jul 22, 2022","Jun 30, 2023"
Fábio Silva,€13.00m,Centre-Forward,"Jul 19, 2002 (20)",Portugal,"1,85m",right,"Jan 25, 2023","Jun 30, 2023"
Luuk de Jong,€4.00m,Centre-Forward,"Aug 27, 1990 (32)",Netherlands,"1,88m",right,"Jul 2, 2022","Jun 30, 2025"
