name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Nick Olij,€2.00m,Goalkeeper,"Aug 1, 1995 (27)",Netherlands,"1,88m",right,"Jul 1, 2022","Jun 30, 2026"
Delano van Crooij,€225k,Goalkeeper,"Jun 5, 1991 (31)",Netherlands,"1,85m",both,"Sep 22, 2022","Jun 30, 2023"
Tim Coremans,€200k,Goalkeeper,"Apr 10, 1991 (31)",Netherlands,"1,86m",right,"Jul 1, 2018","Jun 30, 2023"
Youri Schoonderwaldt,€100k,Goalkeeper,"Mar 13, 2000 (23)",Netherlands,"1,95m",left,"Jul 1, 2022","Jun 30, 2023"
Bart Vriends,€400k,Centre-Back,"May 9, 1991 (31)",Netherlands,"1,88m",right,"Jul 1, 2016","Jun 30, 2024"
Mike Eerdhuijzen,€400k,Centre-Back,"Jul 13, 2000 (22)",Netherlands,"1,94m",left,"Jul 1, 2022","Jun 30, 2025"
Rick Meissen,€300k,Centre-Back,"Feb 24, 2002 (21)",Netherlands,"1,90m",right,"Jan 30, 2023","Jun 30, 2026"
Adil Auassar,€200k,Centre-Back,"Oct 6, 1986 (36)",Netherlands,"1,86m",left,"Jul 6, 2018","Jun 30, 2023"
Mica Pinto,€800k,Left-Back,"Jun 4, 1993 (29)",Luxembourg,"1,76m",left,"Jan 1, 2020","Jun 30, 2023"
Aaron Meijers,€250k,Left-Back,"Oct 28, 1987 (35)",Netherlands,"1,76m",left,"Aug 30, 2021","Jun 30, 2023"
Shurandy Sambo,€700k,Right-Back,"Aug 19, 2001 (21)",Curacao,"1,74m",right,"Aug 4, 2022","Jun 30, 2023"
Dirk Abels,€450k,Right-Back,"Jun 13, 1997 (25)",Netherlands,"1,81m",right,"Jan 16, 2019","Jun 30, 2023"
Jeremy van Mullem,€200k,Defensive Midfield,"Mar 18, 1999 (24)",Netherlands,"1,84m",right,"Jan 1, 2022","Jun 30, 2024"
Joshua Kitolano,€3.00m,Central Midfield,"Aug 3, 2001 (21)",Norway,"1,70m",right,"Aug 1, 2022","Jun 30, 2026"
Arno Verschueren,€2.00m,Central Midfield,"Apr 8, 1997 (25)",Belgium,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Jonathan de Guzmán,€300k,Central Midfield,"Sep 13, 1987 (35)",Netherlands,"1,73m",right,"Jul 22, 2022","Jun 30, 2023"
Younes Namli,€1.20m,Attacking Midfield,"Jun 20, 1994 (28)",Denmark,"1,80m",left,"Jul 11, 2022","Jun 30, 2023"
Pedro Alemañ,€100k,Attacking Midfield,"Mar 21, 2002 (20)",Spain,"1,82m",left,"Jan 1, 2023","Jun 30, 2025"
Koki Saito,€1.30m,Left Winger,"Aug 10, 2001 (21)",Japan,"1,70m",right,"Jul 1, 2022","Jun 30, 2023"
Vito van Crooij,€1.50m,Right Winger,"Jan 29, 1996 (27)",Netherlands,"1,79m",right,"Jul 1, 2021","Jun 30, 2024"
Patrick Brouwer,€50k,Right Winger,"Mar 19, 2001 (22)",Netherlands,-,,"Aug 30, 2022","Jun 30, 2024"
Tobias Lauritsen,€2.00m,Centre-Forward,"Aug 30, 1997 (25)",Norway,"1,96m",right,"Aug 1, 2022","Jun 30, 2025"
Elias Hoff Melkersen,€400k,Centre-Forward,"Dec 31, 2002 (20)",Norway,"1,78m",right,"Jan 16, 2023","Jun 30, 2023"
Mohammed Tahiri,€50k,Centre-Forward,"Jan 22, 2001 (22)",Morocco,"1,77m",right,"Oct 9, 2022","Jun 30, 2023"
