name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Mathew Ryan,€4.00m,Goalkeeper,"Apr 8, 1992 (30)",Australia,"1,84m",right,"Jan 9, 2023","Jun 30, 2024"
Hobie Verhulst,€650k,Goalkeeper,"Apr 2, 1993 (30)",Netherlands,"1,92m",left,"Jul 1, 2020","Jun 30, 2025"
Sem Westerveld,€500k,Goalkeeper,"Jul 18, 2002 (20)",Netherlands,"1,90m",,"Jul 1, 2022","Jun 30, 2026"
Rome Jayden Owusu-Oduro,€300k,Goalkeeper,"Jul 2, 2004 (18)",Netherlands,-,right,-,"Jun 30, 2026"
Zinho Vanheusden,€6.00m,Centre-Back,"Jul 29, 1999 (23)",Belgium,"1,87m",right,"Jul 25, 2022","Jun 30, 2023"
Pantelis Chatzidiakos,€3.50m,Centre-Back,"Jan 18, 1997 (26)",Greece,"1,85m",right,"Dec 4, 2015","Jun 30, 2024"
Sam Beukema,€3.00m,Centre-Back,"Nov 17, 1998 (24)",Netherlands,"1,88m",right,"Jul 1, 2021","Jun 30, 2026"
Bruno Martins Indi,€2.20m,Centre-Back,"Feb 8, 1992 (31)",Netherlands,"1,85m",left,"Jul 5, 2021","Jun 30, 2025"
Maxim Dekker,€1.50m,Centre-Back,"Apr 21, 2004 (18)",Netherlands,-,left,"Jul 1, 2022","Jun 30, 2026"
Wouter Goes,€1.30m,Centre-Back,"Jun 10, 2004 (18)",Netherlands,"1,87m",right,"Jan 1, 2023","Jun 30, 2026"
Milos Kerkez,€10.00m,Left-Back,"Nov 7, 2003 (19)",Hungary,"1,80m",left,"Jan 29, 2022","Jun 30, 2026"
Mees de Wit,€1.50m,Left-Back,"Apr 17, 1998 (24)",Netherlands,"1,81m",left,"Jul 1, 2022","Jun 30, 2027"
Yukinari Sugawara,€6.00m,Right-Back,"Jun 28, 2000 (22)",Japan,"1,79m",right,"Jul 1, 2020","Jun 30, 2025"
Jordy Clasie,€3.00m,Defensive Midfield,"Jun 27, 1991 (31)",Netherlands,"1,69m",right,"Jul 22, 2019","Jun 30, 2024"
Tijjani Reijnders,€8.00m,Central Midfield,"Jul 29, 1998 (24)",Netherlands,"1,85m",right,"Jan 1, 2018","Jun 30, 2027"
Riechedly Bazoer,€3.50m,Central Midfield,"Oct 12, 1996 (26)",Netherlands,"1,84m",right,"Aug 1, 2022","Jun 30, 2025"
Zico Buurmeester,€550k,Central Midfield,"Jun 7, 2002 (20)",Netherlands,-,right,"Jul 1, 2022","Jun 30, 2024"
Djordje Mihailovic,€6.00m,Attacking Midfield,"Nov 10, 1998 (24)",United States,"1,78m",,"Jan 1, 2023","Jun 30, 2026"
Dani de Wit,€4.00m,Attacking Midfield,"Jan 28, 1998 (25)",Netherlands,"1,84m",right,"Aug 30, 2019","Jun 30, 2024"
Sven Mijnans,€3.50m,Attacking Midfield,"Mar 9, 2000 (23)",Netherlands,"1,90m",left,"Jan 31, 2023","Jun 30, 2028"
Fedde de Jong,€650k,Attacking Midfield,"Jun 13, 2003 (19)",Netherlands,"1,85m",right,-,"Jun 30, 2025"
Jesper Karlsson,€16.00m,Left Winger,"Jul 25, 1998 (24)",Sweden,"1,79m",right,"Sep 29, 2020","Jun 30, 2026"
Myron van Brederode,€2.00m,Left Winger,"Jul 6, 2003 (19)",Netherlands,"1,74m",right,"Aug 30, 2022","Jun 30, 2027"
Mayckel Lahdo,€1.30m,Left Winger,"Dec 30, 2002 (20)",Sweden,"1,71m",right,"Jul 1, 2022","Jun 30, 2027"
Vangelis Pavlidis,€12.00m,Centre-Forward,"Nov 21, 1998 (24)",Greece,"1,86m",both,"Jul 9, 2021","Jun 30, 2025"
Jens Odgaard,€6.00m,Centre-Forward,"Mar 31, 1999 (24)",Denmark,"1,88m",left,"Jul 1, 2022","Jun 30, 2027"
Yusuf Barasi,€650k,Centre-Forward,"Mar 31, 2003 (20)",Turkey,"1,82m",right,"Jan 20, 2022","Jun 30, 2025"
Ernest Poku,€300k,Centre-Forward,"Jan 28, 2004 (19)",Netherlands,"1,72m",right,"Jan 28, 2022","Jun 30, 2026"
